commune,count,count_per_surfacekm2,count_per100_inhabitants,top5breeds,top5names
Wohlen bei Bern,287.0,7.9,3.1,"Freiberger  48, Europäisches Sportpferd Schweiz  42, Quarter Horse  22, Europäisches Sportpferd Deutschland  15, Esel Rasse unbekannt  14",
L'Abbaye,55.0,1.7,3.7,Freiberger  33,
Gibloux,164.0,4.5,2.2,"Freiberger  50, Pony Schweiz  21, Esel Rasse unbekannt  18, Europäisches Sportpferd Schweiz  17, Shetland Pony  14",
Oberägeri,77.0,2.6,1.2,"Esel Rasse unbekannt  35, Europäisches Sportpferd Schweiz  16, Freiberger  13",
Küssnacht (SZ),93.0,3.2,0.7,"Freiberger  19, Shetland Pony  13, Esel Rasse unbekannt  8, Islandpferd  7, Pony Schweiz  7",
Monteceneri,62.0,1.7,1.4,"Europäisches Sportpferd Schweiz  15, Esel Rasse unbekannt  14, Pony Schweiz  7",
Le Lieu,32.0,1.0,3.6,"Esel Rasse unbekannt  10, Freiberger  7, Europäisches Sportpferd Schweiz  5",
Wädenswil,435.0,12.2,1.8,"Europäisches Sportpferd Deutschland  66, Europäisches Sportpferd Schweiz  62, Freiberger  56, Shetland Pony  23, Esel Rasse unbekannt  22",
Mümliswil-Ramiswil,204.0,5.7,8.5,"Freiberger  127, Europäisches Sportpferd Schweiz  29, Esel Rasse unbekannt  8, Shetland Pony  7, Welsh Pony  5",
Ernen,27.0,0.8,5.2,Esel Rasse unbekannt  7,
Murten,210.0,5.8,2.2,"Freiberger  55, Shetland Pony  33, Europäisches Sportpferd Schweiz  28, Esel Rasse unbekannt  20, Europäisches Sportpferd Deutschland  12",
Hospental,,,,,
Sion,237.0,6.8,0.7,"Freiberger  45, Europäisches Sportpferd Schweiz  28, Shetland Pony  27, Pony Schweiz  23, Esel Rasse unbekannt  19",
Vully-les-Lacs,106.0,5.1,3.2,"Freiberger  26, Europäisches Sportpferd Schweiz  15, Quarter Horse  10, Shetland Pony  9, Esel Rasse unbekannt  6",
Le Locle,73.0,2.1,0.7,"Freiberger  27, Europäisches Sportpferd Schweiz  13, Esel Rasse unbekannt  6",
Sufers,20.0,0.6,13.7,Esel Rasse unbekannt  8,
Oberriet (SG),333.0,9.6,3.7,"Europäisches Sportpferd Schweiz  106, Europäisches Sportpferd Deutschland  58, Freiberger  29, Esel Rasse unbekannt  23, Pony Schweiz  15",
Villeneuve (VD),6.0,0.2,0.1,,
Riggisberg,184.0,5.3,6.1,"Freiberger  45, Europäisches Sportpferd Schweiz  19, Islandpferd  15, Pony Schweiz  14, Esel Rasse unbekannt  10, Quarter Horse  10",
Gommiswald,62.0,1.8,1.2,"American Miniature Horse  12, Shetland Pony  11, Freiberger  10, Esel Rasse unbekannt  8",
Vouvry,13.0,0.4,0.3,,
Montanaire,119.0,3.6,4.3,"Europäisches Sportpferd Schweiz  18, Freiberger  15, Shetland Pony  15, Esel Rasse unbekannt  14",
Bas-Intyamon,48.0,1.4,3.1,"Freiberger  21, Shetland Pony  5",
Furna,153.0,4.6,73.9,"Islandpferd  88, Freiberger  21, Esel Rasse unbekannt  9",
Oberiberg,13.0,0.4,1.5,,
Puidoux,85.0,3.7,2.9,"Europäisches Sportpferd Schweiz  16, Esel Rasse unbekannt  14, Freiberger  10, Europäisches Sportpferd Deutschland  8, Friesen  6",
Hautemorges,310.0,9.4,7.5,"Europäisches Sportpferd Schweiz  52, Freiberger  41, Europäisches Sportpferd Frankreich  38, Pony Schweiz  29, Europäisches Sportpferd Deutschland  26",
Beckenried,12.0,0.5,0.3,Esel Rasse unbekannt  6,
Illnau-Effretikon,252.0,7.7,1.5,"Europäisches Sportpferd Deutschland  35, Europäisches Sportpferd Schweiz  32, Islandpferd  22, Freiberger  15, Esel Rasse unbekannt  14, Welsh Pony  14",
Därstetten,15.0,0.5,1.7,,
Zug,54.0,2.5,0.2,"Freiberger  14, Europäisches Sportpferd Schweiz  8, Europäisches Sportpferd Deutschland  7",
Vilters-Wangs,55.0,1.7,1.1,"Islandpferd  12, Esel Rasse unbekannt  9, Europäisches Sportpferd Schweiz  8, Shetland Pony  5",
Martigny,218.0,6.7,1.1,"Europäisches Sportpferd Schweiz  26, Esel Rasse unbekannt  25, Pony Schweiz  22, Europäisches Sportpferd Frankreich  19, Europäisches Sportpferd Deutschland  16, Freiberger  16",
Chamoson,45.0,1.4,1.1,"American Miniature Horse  14, Esel Rasse unbekannt  6, Pony Schweiz  5",
Maienfeld,170.0,5.3,5.6,"Europäisches Sportpferd Deutschland  37, Europäisches Sportpferd Schweiz  30, Freiberger  29, Esel Rasse unbekannt  11, Pony Schweiz  8",
Kandergrund,23.0,0.7,2.9,Shetland Pony  5,
Mendrisio,225.0,7.1,1.5,"Esel Rasse unbekannt  65, Shetland Pony  23, Europäisches Sportpferd Schweiz  21, Freiberger  18, Europäisches Sportpferd Belgien  14",
Rüeggisberg,187.0,5.2,10.6,"Freiberger  75, Shetland Pony  29, Europäisches Sportpferd Schweiz  16, Esel Rasse unbekannt  12, Pony Schweiz  7, Quarter Horse  7",
Fraubrunnen,203.0,6.4,3.9,"Freiberger  54, Europäisches Sportpferd Schweiz  45, Europäisches Sportpferd Deutschland  16, Shetland Pony  12, Pony Schweiz  7",
Cudrefin,17.0,1.1,1.0,,
Provence,19.0,0.6,4.8,Europäisches Sportpferd Schweiz  6,
Saignelégier,340.0,10.7,13.0,"Freiberger  222, Europäisches Sportpferd Schweiz  60, Europäisches Sportpferd Frankreich  7, Esel Rasse unbekannt  6, Shetland Pony  6",
Laax,12.0,0.4,0.6,Esel Rasse unbekannt  12,
Schattenhalb,19.0,0.6,3.4,Esel Rasse unbekannt  14,
Rapperswil-Jona,161.0,7.2,0.6,"Araber  20, Welsh Pony  20, Shetland Pony  19, Islandpferd  18, Pony Schweiz  16",
Waldkirch,115.0,3.7,3.2,"Freiberger  15, Europäisches Sportpferd Deutschland  13, Europäisches Sportpferd Schweiz  12, Esel Rasse unbekannt  10, Pony Schweiz  10",
Hergiswil bei Willisau,63.0,2.0,3.3,"Freiberger  13, Esel Rasse unbekannt  12, Shetland Pony  11, Haflinger  6",
Blonay - Saint-Légier,45.0,1.4,0.4,"Esel Rasse unbekannt  10, Freiberger  5, Pony Schweiz  5",
Hitzkirch,144.0,5.2,2.4,"Europäisches Sportpferd Schweiz  24, Freiberger  18, Islandpferd  14, Shetland Pony  14, Europäisches Sportpferd Deutschland  13",
Cazis,84.0,2.7,3.7,"Esel Rasse unbekannt  19, Freiberger  13, Pura raza española  7, Pony Schweiz  6",
Altstätten,246.0,6.2,2.1,"Europäisches Sportpferd Schweiz  58, Europäisches Sportpferd Deutschland  36, Esel Rasse unbekannt  34, Shetland Pony  20, Freiberger  9, Haflinger  9",
Luzern,91.0,3.1,0.1,"Freiberger  12, Europäisches Sportpferd Schweiz  11, Pony Schweiz  11, Shetland Pony  10, Europäisches Sportpferd Deutschland  7",
La Baroche,90.0,2.9,7.9,"Freiberger  18, Europäisches Sportpferd Schweiz  10, Shetland Pony  10, Esel Rasse unbekannt  9, Pony Schweiz  7, Pottok Pony  7",
Aeschi bei Spiez,63.0,2.0,2.8,"Shetland Pony  11, Esel Rasse unbekannt  10, Haflinger  9, Freiberger  5, Paint horse  5",
Horgen,299.0,9.7,1.3,"Islandpferd  65, Europäisches Sportpferd Schweiz  33, Freiberger  29, Esel Rasse unbekannt  21, Europäisches Sportpferd Deutschland  21",
Düdingen,122.0,4.0,1.5,"Shetland Pony  18, Haflinger  16, Freiberger  14, Europäisches Sportpferd Schweiz  12, Pony Schweiz  10",
Fischingen,105.0,3.4,3.7,"Freiberger  19, Esel Rasse unbekannt  15, Welsh Pony  15, Welsh Cob  8, Pony Schweiz  5, Shetland Pony  5",
Raron,55.0,1.8,2.8,"Esel Rasse unbekannt  14, Freiberger  10, Haflinger  7, Europäisches Sportpferd Schweiz  5",
Menznau,66.0,2.2,2.2,"Europäisches Sportpferd Schweiz  17, Shetland Pony  11, Freiberger  7, American Miniature Horse  6, Esel Rasse unbekannt  5, Pony Schweiz  5",
Sevelen,98.0,3.2,1.9,"Europäisches Sportpferd Deutschland  16, Freiberger  16, Haflinger  8, Shetland Pony  8, Araber  6, Esel Rasse unbekannt  6",
Fischenthal,92.0,3.0,3.7,"Esel Rasse unbekannt  20, Freiberger  19, Islandpferd  13, Europäisches Sportpferd Schweiz  8, Pony Schweiz  6",
Saas-Balen,11.0,0.4,3.1,Haflinger  8,
Neuchâtel,153.0,5.1,0.3,"Europäisches Sportpferd Schweiz  32, Freiberger  18, Europäisches Sportpferd Deutschland  11, Europäisches Sportpferd Frankreich  11, Europäisches Sportpferd Belgien  10, Shetland Pony  10",
Collombey-Muraz,109.0,3.7,1.1,"Europäisches Sportpferd Schweiz  19, Esel Rasse unbekannt  18, Europäisches Sportpferd Frankreich  11, Freiberger  8, Pony Schweiz  6, Shetland Pony  6",
Ergisch,10.0,0.3,5.6,Esel Rasse unbekannt  8,
Bauma,92.0,3.1,1.9,"Esel Rasse unbekannt  13, Europäisches Sportpferd Deutschland  12, Freiberger  11, Europäisches Sportpferd Schweiz  10, Shetland Pony  6",
Semsales,36.0,1.2,2.5,"Freiberger  11, Paint horse  6",
Beatenberg,13.0,0.4,1.1,Esel Rasse unbekannt  7,
Schübelbach,59.0,2.0,0.6,"Haflinger  15, Shetland Pony  11, Esel Rasse unbekannt  9, Pony Schweiz  6",
Les Verrières,99.0,3.4,15.3,"Freiberger  36, Europäisches Sportpferd Schweiz  15, Paint horse  10, Kaltblut Rasse unbekannt  6",
Grono,43.0,1.2,3.1,Esel Rasse unbekannt  20,
Bettmeralp,8.0,0.3,1.8,Esel Rasse unbekannt  5,
St. Moritz,36.0,1.3,0.7,"Freiberger  19, Quarter Horse  6",
Emmetten,19.0,0.8,1.2,Haflinger  5,
Malters,132.0,4.6,1.8,"Freiberger  25, Europäisches Sportpferd Schweiz  17, Shetland Pony  16, Pony Schweiz  11, Europäisches Sportpferd Deutschland  8",
Uster,359.0,12.6,1.0,"Europäisches Sportpferd Deutschland  70, Islandpferd  56, Quarter Horse  47, Europäisches Sportpferd Schweiz  36, Freiberger  21",
Gruyères,32.0,1.1,1.5,Freiberger  14,
Wynigen,75.0,2.6,3.6,"Esel Rasse unbekannt  18, Shetland Pony  14, Freiberger  10, Pura raza española  7, Araber  6",
Vorderthal,32.0,1.1,3.2,"Esel Rasse unbekannt  20, Pony Schweiz  9",
Ferden,9.0,0.3,3.6,Esel Rasse unbekannt  7,
Tschiertschen-Praden,,,,,
Untervaz,103.0,3.7,4.1,"Islandpferd  37, Freiberger  17, Esel Rasse unbekannt  7, Europäisches Sportpferd Schweiz  7, Europäisches Sportpferd Deutschland  5",
Menzingen,74.0,2.7,1.6,"Haflinger  15, Esel Rasse unbekannt  12, Freiberger  12, Shetland Pony  9, Europäisches Sportpferd Schweiz  7",
Gossau (SG),164.0,6.0,0.9,"Europäisches Sportpferd Deutschland  32, Freiberger  32, Europäisches Sportpferd Schweiz  26, Europäisches Sportpferd Holland  8, Shetland Pony  8",
Bourg-en-Lavaux,23.0,2.4,0.4,,
Frauenfeld,209.0,7.6,0.8,"Freiberger  54, Europäisches Sportpferd Deutschland  31, Europäisches Sportpferd Schweiz  23, Shetland Pony  16, Esel Rasse unbekannt  15",
Avegno Gordevio,14.0,0.5,0.9,Esel Rasse unbekannt  5,
Kriens,76.0,2.8,0.3,"Freiberger  21, Shetland Pony  12, Esel Rasse unbekannt  6, American Miniature Horse  5",
Reiden,123.0,4.6,1.7,"Quarter Horse  17, Freiberger  15, Esel Rasse unbekannt  11, Europäisches Sportpferd Schweiz  10, Shetland Pony  10",
Leytron,50.0,1.9,1.5,"Esel Rasse unbekannt  19, Pony Schweiz  8, Freiberger  6, Shetland Pony  5",
Unterägeri,91.0,3.6,1.0,"Esel Rasse unbekannt  15, Europäisches Sportpferd Deutschland  15, Freiberger  7, Europäisches Sportpferd Schweiz  6, Shetland Pony  6",
Nods,40.0,1.5,5.1,"Freiberger  8, Europäisches Sportpferd Schweiz  5, Pony Schweiz  5",
Triesen,0.0,0.0,0.0,,
Oron,156.0,5.9,2.6,"Esel Rasse unbekannt  20, Europäisches Sportpferd Schweiz  20, Freiberger  14, Shetland Pony  12, Europäisches Sportpferd Frankreich  9, Pony Schweiz  9, Quarter Horse  9",
Neuenkirch,112.0,4.4,1.6,"Europäisches Sportpferd Schweiz  31, Europäisches Sportpferd Deutschland  17, Freiberger  17, Shetland Pony  9, Esel Rasse unbekannt  6",
Mühleberg,133.0,5.1,4.4,"Freiberger  26, Shetland Pony  25, Europäisches Sportpferd Schweiz  15, Esel Rasse unbekannt  13, Pony Schweiz  6, Welsh Pony  6",
Grenchen,119.0,4.6,0.7,"Europäisches Sportpferd Schweiz  31, Freiberger  15, Europäisches Sportpferd Deutschland  13, Pony Schweiz  7, Shetland Pony  6",
Montricher,44.0,1.7,4.6,"Europäisches Sportpferd Schweiz  10, Lusitano  7, Esel Rasse unbekannt  5",
Jenaz,36.0,1.4,3.1,,
Rochefort,75.0,2.9,5.8,"Freiberger  36, Europäisches Sportpferd Schweiz  18, Shetland Pony  8",
Belmont-Broye,212.0,8.2,3.8,"Freiberger  47, Europäisches Sportpferd Schweiz  40, Europäisches Sportpferd Deutschland  12, Esel Rasse unbekannt  10, Pony Schweiz  10, Shetland Pony  10",
Zurzach,75.0,2.9,1.0,"Europäisches Sportpferd Schweiz  12, Shetland Pony  9, Pony Schweiz  8, Esel Rasse unbekannt  7, Quarter Horse  6",
La Sagne,91.0,3.6,8.6,"Freiberger  54, Esel Rasse unbekannt  8, Europäisches Sportpferd Schweiz  7",
Plateau de Diesse,191.0,7.5,9.3,"Europäisches Sportpferd Schweiz  43, Freiberger  36, Shetland Pony  18, Esel Rasse unbekannt  11, Pony Schweiz  11",
Breggia,72.0,2.8,3.7,Esel Rasse unbekannt  55,
Bad Ragaz,86.0,3.4,1.3,"Shetland Pony  13, Esel Rasse unbekannt  10, Europäisches Sportpferd Deutschland  8, Europäisches Sportpferd Schweiz  6, Freiberger  6, Quarter Horse  6",
Fideris,21.0,0.8,3.5,Esel Rasse unbekannt  7,
Weggis,46.0,3.9,1.0,"Esel Rasse unbekannt  9, Freiberger  9, Pony Schweiz  7",
Wald (ZH),95.0,3.8,0.9,"Esel Rasse unbekannt  16, Shetland Pony  15, Paint horse  10, Europäisches Sportpferd Schweiz  7, Freiberger  5",
Saint-Prex,27.0,4.9,0.5,Shetland Pony  7,
Turbenthal,45.0,1.8,0.9,"Shetland Pony  11, Freiberger  9",
Herisau,123.0,4.9,0.8,"Esel Rasse unbekannt  20, Shetland Pony  18, Freiberger  11, Haflinger  10, American Miniature Horse  6, Pony Schweiz  6",
Bière,15.0,0.6,0.9,Araber  5,
Kemmental,172.0,6.9,6.6,"Europäisches Sportpferd Deutschland  18, Freiberger  17, Shetland Pony  17, Araber  15, Europäisches Sportpferd Schweiz  14",
Valbroye,199.0,5.9,5.9,"Freiberger  32, Europäisches Sportpferd Schweiz  31, Shetland Pony  20, Pony Schweiz  13, Esel Rasse unbekannt  12",
Baar,191.0,7.7,0.8,"Europäisches Sportpferd Schweiz  38, Europäisches Sportpferd Deutschland  32, Freiberger  23, Esel Rasse unbekannt  9, Europäisches Sportpferd Holland  8, Shetland Pony  8",
Tramelan,287.0,11.6,6.2,"Europäisches Sportpferd Schweiz  113, Freiberger  66, Paint horse  17, Quarter Horse  16, Shetland Pony  9",
Icogne,10.0,0.4,1.6,Freiberger  6,
Vechigen,166.0,6.7,3.0,"Freiberger  48, Europäisches Sportpferd Schweiz  22, Esel Rasse unbekannt  13, Pony Schweiz  11, Shetland Pony  9",
Saas-Grund,19.0,0.8,1.9,Esel Rasse unbekannt  10,
Gonten,12.0,0.5,0.8,Freiberger  7,
Les Bois,196.0,7.9,15.7,"Freiberger  89, Europäisches Sportpferd Schweiz  44, Europäisches Sportpferd Deutschland  8, Araber  7, Esel Rasse unbekannt  7",
Tschappina,7.0,0.3,5.2,,
Court,86.0,3.5,6.1,"Freiberger  41, Europäisches Sportpferd Schweiz  19, Shetland Pony  6, Quarter Horse  5",
Altendorf,57.0,2.8,0.8,"Shetland Pony  18, Pony Schweiz  17, Esel Rasse unbekannt  5",
Zillis-Reischen,13.0,0.5,3.3,,
Welschenrohr-Gänsbrunnen,67.0,2.7,5.7,"Freiberger  25, Shetland Pony  12, Europäisches Sportpferd Schweiz  7, Saddlebred  6",
Elgg,192.0,7.9,3.9,"Europäisches Sportpferd Deutschland  28, Freiberger  28, Vollblut diverse Herkunft  28, Europäisches Sportpferd Schweiz  17, Europäisches Sportpferd Belgien  13",
Chalais,47.0,1.9,1.3,Esel Rasse unbekannt  30,
Mont-Vully,87.0,5.0,2.1,"Europäisches Sportpferd Schweiz  38, Freiberger  11, Shetland Pony  8, Europäisches Sportpferd Deutschland  5",
Saint-Gingolph,,,,,
Grandvillard,5.0,0.2,0.6,,
Saint-Cergue,,,,,
Domat/Ems,53.0,2.2,0.6,"Islandpferd  27, Esel Rasse unbekannt  7",
Payerne,98.0,4.1,1.0,"Europäisches Sportpferd Schweiz  28, Freiberger  15, Europäisches Sportpferd Frankreich  8, Europäisches Sportpferd Deutschland  7, Pony Schweiz  7",
Saint-Sulpice (VD),0.0,0.0,0.0,,
Homburg,148.0,6.1,9.6,"Freiberger  22, Islandpferd  20, Esel Rasse unbekannt  15, Shetland Pony  12, Europäisches Sportpferd Deutschland  9",
La Roche,48.0,2.0,2.6,Freiberger  40,
Hundwil,35.0,1.5,3.6,"Freiberger  17, Shetland Pony  6",
Celerina/Schlarigna,14.0,0.6,0.9,,
Vuisternens-devant-Romont,167.0,7.0,7.1,"Freiberger  44, Shetland Pony  23, Esel Rasse unbekannt  18, Pony Schweiz  14, Europäisches Sportpferd Schweiz  12",
Stammheim,101.0,4.2,3.5,"Freiberger  16, Europäisches Sportpferd Deutschland  13, Europäisches Sportpferd Schweiz  10, Shetland Pony  7, Tinker  5, Vollblut diverse Herkunft  5",
Petit-Val,108.0,4.5,27.6,"Freiberger  33, Cheval de race Camargue  21, Europäisches Sportpferd Schweiz  19, Haflinger  8, Traber  6",
Riddes,48.0,2.0,1.5,"Europäisches Sportpferd Schweiz  10, Shetland Pony  7, Europäisches Sportpferd Deutschland  5, Europäisches Sportpferd Frankreich  5",
Ins,183.0,7.7,5.1,"Europäisches Sportpferd Schweiz  90, Europäisches Sportpferd Deutschland  17, Freiberger  17, Pony Schweiz  13, Shetland Pony  9",
Dagmersellen,89.0,3.7,1.6,"Europäisches Sportpferd Schweiz  34, Shetland Pony  10, Esel Rasse unbekannt  8, Europäisches Sportpferd Deutschland  7, Freiberger  7",
Bulle,48.0,2.0,0.2,"Freiberger  7, Europäisches Sportpferd Schweiz  6, Sportpony Schweiz  6, Pony Schweiz  5",
Basel,65.0,2.7,0.0,"Esel Rasse unbekannt  15, Shetland Pony  14, Welsh Pony  6",
Péry-La Heutte,74.0,3.1,3.9,"Freiberger  53, Pony Schweiz  5",
Sonvilier,95.0,4.0,7.8,"Europäisches Sportpferd Schweiz  31, Freiberger  29, Esel Rasse unbekannt  9, Shetland Pony  5",
Gersau,12.0,0.8,0.5,Esel Rasse unbekannt  10,
Hohenrain,99.0,4.3,4.1,"Europäisches Sportpferd Schweiz  22, Freiberger  10, Araber  8, Europäisches Sportpferd Deutschland  6, Pura raza española  6",
Brissago,0.0,0.0,0.0,,
Morschach,22.0,1.1,1.9,,
Rossinière,13.0,0.6,2.4,"Freiberger  7, Esel Rasse unbekannt  6",
Belp,165.0,7.1,1.4,"Europäisches Sportpferd Schweiz  25, Freiberger  23, Europäisches Sportpferd Deutschland  22, Shetland Pony  16, Esel Rasse unbekannt  10",
Saxon,84.0,3.6,1.3,"Esel Rasse unbekannt  39, Shetland Pony  13, Pony Schweiz  8, Europäisches Sportpferd Deutschland  6",
Vallorbe,16.0,0.7,0.4,"Esel Rasse unbekannt  6, Freiberger  6",
Madiswil,86.0,3.7,2.6,"Freiberger  24, Europäisches Sportpferd Schweiz  18, Shetland Pony  13",
Triesenberg,0.0,0.0,0.0,,
Gampel-Bratsch,91.0,3.9,4.6,"Esel Rasse unbekannt  22, Haflinger  16, Freiberger  9, Criollo  6, Europäisches Sportpferd Schweiz  6",
Basse-Allaine,27.0,1.2,2.2,"Freiberger  6, Shetland Pony  6",
Risch,188.0,12.7,1.7,"Europäisches Sportpferd Deutschland  20, Freiberger  20, Haflinger  19, Islandpferd  17, Polopony  16",
Alpthal,6.0,0.3,1.0,Freiberger  6,
Finhaut,,,,,
Rothenthurm,102.0,4.5,4.1,"Europäisches Sportpferd Schweiz  24, Freiberger  17, Europäisches Sportpferd Deutschland  13, Europäisches Sportpferd Belgien  7, Esel Rasse unbekannt  5, Pony Schweiz  5",
Beinwil (SO),80.0,3.5,29.2,"Esel Rasse unbekannt  23, Freiberger  15, Shetland Pony  10, Welsh Pony  5",
Bever,22.0,0.5,3.8,Freiberger  10,
Spiringen,13.0,0.2,1.5,Shetland Pony  5,
Buchegg,207.0,9.2,8.2,"Europäisches Sportpferd Schweiz  35, Freiberger  28, Shetland Pony  22, Europäisches Sportpferd Deutschland  18, Esel Rasse unbekannt  15",
Rapperswil (BE),231.0,10.2,8.9,"Islandpferd  84, Europäisches Sportpferd Schweiz  28, Shetland Pony  22, Freiberger  18, Europäisches Sportpferd Deutschland  9, Haflinger  9",
Baulmes,32.0,1.4,3.0,Europäisches Sportpferd Schweiz  5,
Falera,0.0,0.0,0.0,,
Wimmis,90.0,4.0,3.4,"Freiberger  14, Shetland Pony  14, Araber  8, Esel Rasse unbekannt  7, Europäisches Sportpferd Schweiz  7, Welsh Pony  7",
Cheyres-Châbles,25.0,2.6,1.1,Freiberger  7,
Böztal,250.0,11.2,9.1,"Europäisches Sportpferd Schweiz  72, Europäisches Sportpferd Deutschland  35, Freiberger  32, Araber  17, Islandpferd  13",
Hinwil,201.0,9.0,1.8,"Europäisches Sportpferd Schweiz  27, Freiberger  25, Quarter Horse  15, Esel Rasse unbekannt  14, Shetland Pony  10",
Gams,61.0,2.7,1.7,"Esel Rasse unbekannt  10, Quarter Horse  10, Europäisches Sportpferd Schweiz  9, Freiberger  5",
Courtelary,81.0,3.6,5.8,"Freiberger  46, Esel Rasse unbekannt  15, Europäisches Sportpferd Irland  8",
Bäretswil,79.0,3.6,1.6,"Araber  21, Freiberger  12, Esel Rasse unbekannt  11, Europäisches Sportpferd Deutschland  8, Pony Schweiz  5",
Heimiswil,103.0,4.4,6.3,"Shetland Pony  26, Esel Rasse unbekannt  14, Freiberger  14, Pony Schweiz  10, Europäisches Sportpferd Deutschland  6",
Signau,141.0,6.4,5.4,"Freiberger  32, Esel Rasse unbekannt  20, Quarter Horse  18, Shetland Pony  16, Islandpferd  11",
Triengen,183.0,8.3,4.0,"Europäisches Sportpferd Schweiz  29, Shetland Pony  25, Freiberger  15, Esel Rasse unbekannt  14, Europäisches Sportpferd Deutschland  10, Sportpony Schweiz  10",
Unterbäch,20.0,0.9,4.5,Esel Rasse unbekannt  17,
Alto Malcantone,42.0,1.9,3.0,"Esel Rasse unbekannt  15, Freiberger  14",
Corbeyrier,8.0,0.4,1.8,Esel Rasse unbekannt  7,
Bosco/Gurin,8.0,0.4,15.4,Freiberger  5,
Delémont,102.0,4.6,0.8,"Europäisches Sportpferd Schweiz  43, Freiberger  18, Europäisches Sportpferd Belgien  6, Europäisches Sportpferd Deutschland  6, Pony Schweiz  6",
Courtepin,88.0,4.0,1.6,"Freiberger  37, Shetland Pony  8, Esel Rasse unbekannt  5, Europäisches Sportpferd Frankreich  5, Haflinger  5, Irish Cob  5, Paso  5, Pony Schweiz  5",
Iseltwald,13.0,0.6,3.1,Esel Rasse unbekannt  10,
Hasle bei Burgdorf,174.0,7.9,5.3,"Freiberger  33, Shetland Pony  30, Europäisches Sportpferd Schweiz  25, Pony Schweiz  16, Europäisches Sportpferd Deutschland  15",
Bütschwil-Ganterschwil,125.0,5.7,2.5,"Esel Rasse unbekannt  22, Freiberger  21, Shetland Pony  11, Europäisches Sportpferd Deutschland  10, Islandpferd  10",
Neuenegg,149.0,6.8,2.7,"Europäisches Sportpferd Schweiz  18, Freiberger  18, Shetland Pony  14, Esel Rasse unbekannt  13, Europäisches Sportpferd Deutschland  11",
Lantsch/Lenz,6.0,0.3,1.1,,
Eriz,19.0,0.9,3.9,Esel Rasse unbekannt  10,
Schleitheim,83.0,3.8,5.0,"Shetland Pony  14, Europäisches Sportpferd Schweiz  10, Islandpferd  8, Europäisches Sportpferd Deutschland  7, American Miniature Horse  6",
Mettauertal,73.0,3.4,3.5,"Esel Rasse unbekannt  14, Freiberger  8, Europäisches Sportpferd Schweiz  6, Pony Schweiz  6, Shetland Pony  6",
Orvin,86.0,4.0,7.2,"Freiberger  31, Shetland Pony  8, Vollblut diverse Herkunft  7, Pony Schweiz  5",
Thun,117.0,5.4,0.3,"Europäisches Sportpferd Schweiz  27, Freiberger  18, Europäisches Sportpferd Deutschland  16, Shetland Pony  10, Europäisches Sportpferd Irland  7",
Courrendlin,41.0,1.9,1.1,"Freiberger  19, Europäisches Sportpferd Schweiz  7, Esel Rasse unbekannt  5",
Concise,29.0,2.5,2.9,Esel Rasse unbekannt  7,
Arbedo-Castione,20.0,0.9,0.4,Esel Rasse unbekannt  13,
Gais,70.0,3.3,2.3,"Freiberger  26, Europäisches Sportpferd Deutschland  12, Europäisches Sportpferd Schweiz  10, Esel Rasse unbekannt  5",
Biel/Bienne,5.0,0.2,0.0,,
Lauperswil,151.0,7.1,5.7,"Freiberger  47, Esel Rasse unbekannt  17, Shetland Pony  17, Europäisches Sportpferd Schweiz  8, Traber  8",
Lützelflüh,233.0,8.7,5.5,"Freiberger  45, Shetland Pony  38, Europäisches Sportpferd Schweiz  29, Esel Rasse unbekannt  20, Europäisches Sportpferd Deutschland  17",
Langenthal,88.0,4.2,0.6,"Shetland Pony  16, Europäisches Sportpferd Deutschland  14, Freiberger  14, Europäisches Sportpferd Schweiz  13, Pony Schweiz  5",
Wilchingen,139.0,6.6,8.0,"Islandpferd  66, Freiberger  26, Esel Rasse unbekannt  7",
Avenches,321.0,16.5,7.2,"Traber  76, Freiberger  65, Europäisches Sportpferd Schweiz  62, Vollblut diverse Herkunft  26, Europäisches Sportpferd Deutschland  24",
Worb,284.0,13.5,2.4,"Europäisches Sportpferd Schweiz  58, Freiberger  41, Europäisches Sportpferd Deutschland  23, Araber  15, Pony Schweiz  13",
Buchillon,0.0,0.0,0.0,,
Vionnaz,12.0,0.6,0.4,Esel Rasse unbekannt  9,
Saint-Imier,144.0,6.9,2.8,"Freiberger  33, Europäisches Sportpferd Schweiz  31, Europäisches Sportpferd Deutschland  13, Europäisches Sportpferd Irland  13, Pony Schweiz  11",
Seedorf (BE),107.0,5.1,3.4,"Freiberger  23, Europäisches Sportpferd Schweiz  20, Shetland Pony  16, Europäisches Sportpferd Deutschland  6, Islandpferd  5, Welsh Pony  5",
Yvonand,26.0,1.9,0.7,Freiberger  5,
Wil (SG),156.0,7.5,0.6,"Europäisches Sportpferd Deutschland  40, Europäisches Sportpferd Schweiz  36, Esel Rasse unbekannt  14, Europäisches Sportpferd Irland  7, Islandpferd  7",
Bassins,42.0,2.0,2.9,"Europäisches Sportpferd Frankreich  12, Europäisches Sportpferd Belgien  5, Freiberger  5",
Grône,68.0,3.3,2.7,"Esel Rasse unbekannt  29, Freiberger  6",
Freienbach,68.0,4.9,0.4,"Europäisches Sportpferd Schweiz  16, Europäisches Sportpferd Deutschland  14, Shetland Pony  9",
Horw,69.0,5.4,0.5,"Freiberger  13, Europäisches Sportpferd Schweiz  6, Shetland Pony  5",
