year,month,ag,ai,ar,be,bl,fr,gl,gr,ju,lu,ne,nw,ow,sg,so,sz,tg,ti,ur,vd,vs,zg,zh,
2022,1,0.0,0.0,0.0,115,0.0,9.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2022,2,0.0,0.0,0.0,121,0.0,11.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2022,3,0.0,0.0,0.0,129,0.0,9.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0
2022,4,29.0,0.0,24.0,410,0.0,1240.0,0.0,357.0,307.0,13.0,,40.0,136.0,108.0,11.0,71.0,10.0,,19.0,330.0,32.0,0.0,12.0,235.0
2022,5,25.0,3285.0,3459.0,40508,343.0,23634.0,4811.0,19495.0,4584.0,2520.0,5954.0,4030.0,8464.0,18466.0,3121.0,12910.0,10.0,1330.0,2422.0,30104.0,5755.0,216.0,552.0,3987.0
2022,6,20.0,4636.0,3554.0,78997,399.0,30622.0,9429.0,71871.0,4583.0,3741.0,8172.0,5845.0,11113.0,31439.0,3806.0,19246.0,10.0,8018.0,10030.0,42017.0,25481.0,212.0,494.0,4645.0
2022,7,17.0,4638.0,3418.0,78797,409.0,30187.0,9382.0,72583.0,4414.0,3709.0,7959.0,5818.0,11294.0,30910.0,3786.0,19066.0,12.0,8328.0,10140.0,41150.0,26730.0,200.0,452.0,4562.0
2022,8,6.0,2347.0,2819.0,67813,291.0,27461.0,9070.0,69803.0,3885.0,3351.0,6728.0,5542.0,9799.0,25844.0,2772.0,17120.0,13.0,7655.0,9742.0,35662.0,25690.0,193.0,379.0,3867.0
2022,9,15.0,0.0,31.0,13760,74.0,10450.0,0.0,18667.0,3279.0,814.0,1863.0,1278.0,2971.0,1740.0,670.0,2013.0,13.0,1645.0,484.0,16862.0,6663.0,16.0,88.0,2785.0
2022,10,15.0,0.0,0.0,1010,0.0,1228.0,0.0,409.0,820.0,20.0,216.0,27.0,33.0,45.0,198.0,16.0,0.0,170.0,19.0,1863.0,254.0,0.0,0.0,604.0
2022,11,0.0,0.0,0.0,118,0.0,43.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,7.0,0.0,88.0,,0.0,0.0,
2022,12,0.0,0.0,0.0,101,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,60.0,,0.0,0.0,
2023,1,0.0,0.0,0.0,102,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,51.0,,0.0,0.0,
2023,2,0.0,0.0,0.0,103,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,51.0,,0.0,0.0,
2023,3,0.0,0.0,0.0,89,0.0,6.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,
2023,4,32.0,0.0,11.0,483,0.0,782.0,0.0,175.0,140.0,13.0,6.0,28.0,101.0,83.0,34.0,50.0,10.0,,18.0,316.0,94.0,0.0,0.0,186.0
2023,5,22.0,2297.0,2655.0,33129,329.0,20924.0,2870.0,17567.0,4382.0,1908.0,5817.0,2907.0,6331.0,15303.0,2596.0,10706.0,10.0,1444.0,1673.0,29171.0,4688.0,228.0,381.0,3480.0
2023,6,22.0,4708.0,3472.0,78931,405.0,30440.0,9480.0,72459.0,4496.0,3761.0,8231.0,5899.0,10860.0,31665.0,3784.0,19513.0,10.0,7933.0,10181.0,41642.0,24674.0,231.0,467.0,4270.0
2023,7,15.0,4651.0,3381.0,78836,407.0,30427.0,9440.0,73079.0,4348.0,3672.0,8048.0,5849.0,11362.0,30999.0,3789.0,19194.0,10.0,8115.0,10162.0,41920.0,26175.0,212.0,436.0,4369.0
