commune,count,count_per_surfacekm2,count_per100_inhabitants,top5breeds,top5names
Amden,58.0,1.3,3.1,"Gaemsfarbige_Gebirgsziege  18, Kreuzung  13, Toggenburgerziege  10, Burenziege  9, Buendner_Strahlenziege  7",
Ried-Brig,56.0,1.2,2.6,"Walliser_Schwarzhalsziege  25, Zwergziege  13",
Willisau,173.0,3.7,1.9,"Gaemsfarbige_Gebirgsziege  36, Zwergziege  29, Burenziege  25, Buendner_Strahlenziege  22, Kreuzung  11",
Trin,72.0,1.5,4.9,"Kreuzung  16, Nera_Verzascaziege  7",
Attinghausen,104.0,2.2,6.0,"Burenziege  30, Zwergziege  22, Saanenziege  8, Kreuzung  7",
Val Terbi,364.0,7.8,11.4,"Saanenziege  139, Burenziege  55, Pfauenziege  36, Zwergziege  36, Gaemsfarbige_Gebirgsziege  33",
Lungern,88.0,1.9,4.1,"Burenziege  30, Gaemsfarbige_Gebirgsziege  28, Toggenburgerziege  11, Capra_Grigia  7",
Unteriberg,213.0,4.6,8.8,"Toggenburgerziege  86, Saanenziege  21, Gaemsfarbige_Gebirgsziege  20, Zwergziege  17, Kreuzung  10",
Soazza,,,,,
Andeer,132.0,2.9,14.4,"Pfauenziege  19, Kreuzung  14, Toggenburgerziege  13, Buendner_Strahlenziege  11, Nera_Verzascaziege  9",
Brusio,207.0,4.5,18.5,"Gaemsfarbige_Gebirgsziege  69, Buendner_Strahlenziege  60, Kreuzung  14, Nera_Verzascaziege  10, Tauernschecken  10",
Oberwil im Simmental,89.0,1.9,11.1,"Saanenziege  58, Buendner_Strahlenziege  7, Walliser_Schwarzhalsziege  6, Gaemsfarbige_Gebirgsziege  5, Kreuzung  5",
Domleschg,138.0,3.0,6.4,"Kreuzung  28, Gaemsfarbige_Gebirgsziege  22, Buendner_Strahlenziege  20, Pfauenziege  15, Appenzellerziege  8",
Ruswil,129.0,2.9,1.8,"Zwergziege  33, Toggenburgerziege  13, Pfauenziege  12, Walliser_Schwarzhalsziege  9, Burenziege  8",
Schwarzenburg,526.0,11.7,7.7,"Saanenziege  177, Gaemsfarbige_Gebirgsziege  172, Capra_Grigia  44, Burenziege  28, Zwergziege  26",Sissi  5
Silvaplana,0.0,0.0,0.0,,
Montreux,165.0,4.9,0.6,"Saanenziege  85, Stiefelgeiss  24, Capra_Grigia  12, Zwergziege  11, Gaemsfarbige_Gebirgsziege  7, Toggenburgerziege  7",
Ebnat-Kappel,458.0,10.5,9.1,"Appenzellerziege  102, Toggenburgerziege  92, Burenziege  48, Kreuzung  39, Gaemsfarbige_Gebirgsziege  30",
Mont-Noble,192.0,4.4,17.4,Gaemsfarbige_Gebirgsziege  90,
Campo (Vallemaggia),117.0,2.7,238.8,"Gaemsfarbige_Gebirgsziege  27, Kreuzung  9",
Grüsch,173.0,4.0,8.2,"Buendner_Strahlenziege  101, Burenziege  13, Kreuzung  13, Appenzellerziege  9, Gaemsfarbige_Gebirgsziege  5, Stiefelgeiss  5, Toggenburgerziege  5, Zwergziege  5",
Trimmis,28.0,0.7,0.8,"Buendner_Strahlenziege  11, Kreuzung  8",
Kirchberg (SG),130.0,3.1,1.4,"Burenziege  39, Appenzellerziege  24, Toggenburgerziege  17, Zwergziege  12, Buendner_Strahlenziege  5, Gaemsfarbige_Gebirgsziege  5",
Vaz/Obervaz,164.0,3.9,5.9,"Buendner_Strahlenziege  32, Gaemsfarbige_Gebirgsziege  26, Kreuzung  26, Pfauenziege  11, Capra_Grigia  10",
Beromünster,51.0,1.2,0.8,"Zwergziege  15, Toggenburgerziege  7, Saanenziege  6, Gaemsfarbige_Gebirgsziege  5",
La Grande Béroche,23.0,0.5,0.3,"Zwergziege  8, Burenziege  5",
Schaffhausen,88.0,2.1,0.2,"Nera_Verzascaziege  37, Zwergziege  19, Gaemsfarbige_Gebirgsziege  5",
La Brévine,182.0,4.4,29.2,"Gaemsfarbige_Gebirgsziege  107, Saanenziege  29, Buendner_Strahlenziege  11, Zwergziege  11",
Wartau,254.0,6.1,4.8,"Toggenburgerziege  56, Gaemsfarbige_Gebirgsziege  48, Kreuzung  28, Buendner_Strahlenziege  16, Nera_Verzascaziege  16, Pfauenziege  16",
Hasliberg,71.0,1.7,6.1,"Burenziege  33, Gaemsfarbige_Gebirgsziege  20, Saanenziege  9",
Sennwald,302.0,7.3,5.3,"Buendner_Strahlenziege  65, Gaemsfarbige_Gebirgsziege  52, Appenzellerziege  48, Toggenburgerziege  45, Zwergziege  18",
Tafers,44.0,1.1,0.6,"Gaemsfarbige_Gebirgsziege  15, Zwergziege  11",
Haute-Ajoie,99.0,2.4,9.0,"Kreuzung  39, Gaemsfarbige_Gebirgsziege  25, Pfauenziege  9, Zwergziege  9, Saanenziege  5",
Tamins,20.0,0.5,1.6,Capra_Grigia  6,
Meiringen,50.0,1.2,1.1,"Burenziege  15, Gaemsfarbige_Gebirgsziege  15, Kreuzung  5, Zwergziege  5",
Hasle (LU),311.0,7.7,17.9,"Toggenburgerziege  100, Gaemsfarbige_Gebirgsziege  54, Zwergziege  43, Saanenziege  39, Buendner_Strahlenziege  38",
Saas-Fee,126.0,3.1,8.1,"Gaemsfarbige_Gebirgsziege  34, Buendner_Strahlenziege  23, Toggenburgerziege  19, Pfauenziege  16, Saanenziege  10",
Schänis,259.0,6.5,6.6,"Gaemsfarbige_Gebirgsziege  69, Kreuzung  49, Toggenburgerziege  28, Saanenziege  18, Burenziege  13, Zwergziege  13",
Trient,84.0,2.1,51.5,Gaemsfarbige_Gebirgsziege  79,
Sainte-Croix,133.0,3.4,2.7,"Zwergziege  55, Pfauenziege  40, Gaemsfarbige_Gebirgsziege  18, Burenziege  5",
St. Gallen,50.0,1.3,0.1,"Appenzellerziege  20, Zwergziege  14, Tauernschecken  11",
Schwarzenberg,118.0,3.0,6.8,"Gaemsfarbige_Gebirgsziege  32, Burenziege  28, Buendner_Strahlenziege  22, Stiefelgeiss  9, Toggenburgerziege  9",
Val-d'Illiez,114.0,2.9,5.5,"Gaemsfarbige_Gebirgsziege  56, Saanenziege  20, Walliser_Schwarzhalsziege  17, Kreuzung  6, Buendner_Strahlenziege  5",
Personico,15.0,0.4,4.6,,
Champéry,94.0,2.4,6.9,"Gaemsfarbige_Gebirgsziege  46, Buendner_Strahlenziege  14, Saanenziege  13, Kreuzung  8",
Roveredo (GR),25.0,0.6,1.0,Nera_Verzascaziege  17,
Schüpfheim,187.0,4.9,4.4,"Saanenziege  45, Toggenburgerziege  44, Gaemsfarbige_Gebirgsziege  33, Burenziege  27, Buendner_Strahlenziege  14",
Eisten,10.0,0.3,5.3,Buendner_Strahlenziege  7,
Fully,5.0,0.1,0.1,,
Luthern,201.0,5.3,16.1,"Buendner_Strahlenziege  39, Gaemsfarbige_Gebirgsziege  32, Burenziege  27, Zwergziege  18, Kreuzung  13, Saanenziege  13",
Calanca,242.0,6.4,120.4,"Kreuzung  76, Capra_Grigia  40, Buendner_Strahlenziege  25, Pfauenziege  17, Gaemsfarbige_Gebirgsziege  14",
Brig-Glis,23.0,0.6,0.2,Gaemsfarbige_Gebirgsziege  10,
Martigny-Combe,55.0,1.5,2.4,"Burenziege  12, Pfauenziege  10, Zwergziege  6",
Romoos,153.0,4.1,23.3,"Burenziege  42, Gaemsfarbige_Gebirgsziege  32, Toggenburgerziege  23, Buendner_Strahlenziege  20, Saanenziege  6",
Saint-Martin (VS),186.0,5.0,22.1,"Kreuzung  94, Gaemsfarbige_Gebirgsziege  66",
Troistorrents,43.0,1.2,0.9,Gaemsfarbige_Gebirgsziege  28,
Röthenbach im Emmental,324.0,8.8,27.7,"Gaemsfarbige_Gebirgsziege  140, Saanenziege  26, Toggenburgerziege  22, Walliser_Schwarzhalsziege  18, Zwergziege  18",
Erlenbach im Simmental,82.0,2.2,4.8,"Saanenziege  45, Gaemsfarbige_Gebirgsziege  25, Zwergziege  8",
Schangnau,221.0,6.1,24.1,"Saanenziege  88, Gaemsfarbige_Gebirgsziege  66, Pfauenziege  14, Buendner_Strahlenziege  9, Walliser_Schwarzhalsziege  9",
Capriasca,308.0,8.5,4.6,"Saanenziege  46, Gaemsfarbige_Gebirgsziege  11, Kreuzung  6",
Wohlen bei Bern,94.0,2.6,1.0,"Burenziege  41, Saanenziege  16, Gaemsfarbige_Gebirgsziege  11, Zwergziege  10",
L'Abbaye,,,,,
Gibloux,18.0,0.5,0.2,Gaemsfarbige_Gebirgsziege  8,
Oberägeri,57.0,1.9,0.9,"Toggenburgerziege  18, Gaemsfarbige_Gebirgsziege  15, Zwergziege  10",
Küssnacht (SZ),133.0,4.5,1.0,"Saanenziege  45, Kreuzung  24, Zwergziege  17, Burenziege  15, Buendner_Strahlenziege  5",
Monteceneri,339.0,9.4,7.5,"Nera_Verzascaziege  143, Gaemsfarbige_Gebirgsziege  46, Kreuzung  42, Buendner_Strahlenziege  16, Saanenziege  16",
Le Lieu,10.0,0.3,1.1,,
Wädenswil,290.0,8.1,1.2,"Toggenburgerziege  80, Saanenziege  58, Zwergziege  42, Kreuzung  24, Gaemsfarbige_Gebirgsziege  19",
Mümliswil-Ramiswil,206.0,5.8,8.6,"Burenziege  72, Buendner_Strahlenziege  45, Toggenburgerziege  17, Zwergziege  17, Gaemsfarbige_Gebirgsziege  13",
Ernen,30.0,0.8,5.8,Zwergziege  30,
Murten,37.0,1.0,0.4,Zwergziege  15,
Hospental,78.0,2.2,42.9,"Zwergziege  33, Burenziege  21, Appenzellerziege  15, Kreuzung  6",
Sion,69.0,2.0,0.2,"Walliser_Schwarzhalsziege  16, Zwergziege  12, Gaemsfarbige_Gebirgsziege  7",
Vully-les-Lacs,10.0,0.5,0.3,,
Le Locle,40.0,1.2,0.4,"Nera_Verzascaziege  10, Zwergziege  6, Kreuzung  5, Walliser_Schwarzhalsziege  5",
Sufers,,,,,
Oberriet (SG),151.0,4.4,1.7,"Burenziege  30, Zwergziege  30, Gaemsfarbige_Gebirgsziege  26, Toggenburgerziege  22, Kreuzung  15",
Villeneuve (VD),56.0,1.8,1.0,"Buendner_Strahlenziege  36, Kreuzung  12",
Riggisberg,123.0,3.6,4.1,"Buendner_Strahlenziege  33, Nera_Verzascaziege  21, Saanenziege  17, Kreuzung  13, Gaemsfarbige_Gebirgsziege  12",
Gommiswald,176.0,5.2,3.3,"Gaemsfarbige_Gebirgsziege  39, Toggenburgerziege  25, Saanenziege  24, Zwergziege  20, Buendner_Strahlenziege  17",
Vouvry,9.0,0.3,0.2,Buendner_Strahlenziege  5,
Montanaire,29.0,0.9,1.0,"Zwergziege  15, Appenzellerziege  5",
Bas-Intyamon,37.0,1.1,2.4,"Gaemsfarbige_Gebirgsziege  23, Toggenburgerziege  5",
Furna,17.0,0.5,8.2,Zwergziege  5,
Oberiberg,51.0,1.5,5.8,"Burenziege  26, Toggenburgerziege  20",
Puidoux,45.0,2.0,1.6,"Gaemsfarbige_Gebirgsziege  17, Zwergziege  16, Capra_Grigia  5",
Hautemorges,28.0,0.8,0.7,"Zwergziege  18, Burenziege  5",
Beckenried,49.0,2.0,1.3,"Burenziege  17, Capra_Grigia  7, Buendner_Strahlenziege  5, Gaemsfarbige_Gebirgsziege  5, Kreuzung  5, Toggenburgerziege  5",
Illnau-Effretikon,121.0,3.7,0.7,"Gaemsfarbige_Gebirgsziege  70, Buendner_Strahlenziege  27, Zwergziege  11",
Därstetten,233.0,7.1,27.0,"Saanenziege  53, Burenziege  27, Gaemsfarbige_Gebirgsziege  26, Nera_Verzascaziege  24, Kreuzung  17",
Zug,31.0,1.4,0.1,"Zwergziege  11, Gaemsfarbige_Gebirgsziege  6, Burenziege  5",
Vilters-Wangs,340.0,10.4,7.0,"Gaemsfarbige_Gebirgsziege  72, Kreuzung  54, Pfauenziege  44, Appenzellerziege  28, Toggenburgerziege  27",
Martigny,109.0,3.3,0.5,"Gaemsfarbige_Gebirgsziege  43, Kreuzung  18, Walliser_Schwarzhalsziege  11, Zwergziege  11",
Chamoson,35.0,1.1,0.9,"Zwergziege  11, Toggenburgerziege  9, Stiefelgeiss  7",
Maienfeld,96.0,3.0,3.2,"Burenziege  18, Zwergziege  11, Kreuzung  10, Walliser_Schwarzhalsziege  10, Saanenziege  8",
Kandergrund,40.0,1.2,5.0,"Capra_Grigia  11, Gaemsfarbige_Gebirgsziege  11, Burenziege  7",
Mendrisio,151.0,4.8,1.0,"Saanenziege  91, Kreuzung  29",
Rüeggisberg,47.0,1.3,2.7,"Gaemsfarbige_Gebirgsziege  16, Zwergziege  11, Burenziege  9",
Fraubrunnen,32.0,1.0,0.6,"Zwergziege  13, Saanenziege  7",
Cudrefin,,,,,
Provence,53.0,1.7,13.5,"Kreuzung  24, Gaemsfarbige_Gebirgsziege  8, Capra_Grigia  6, Zwergziege  5",
Saignelégier,19.0,0.6,0.7,Kreuzung  6,
Laax,0.0,0.0,0.0,,
Schattenhalb,102.0,3.2,18.5,"Gaemsfarbige_Gebirgsziege  33, Toggenburgerziege  24, Saanenziege  9, Appenzellerziege  8, Buendner_Strahlenziege  7",
Rapperswil-Jona,83.0,3.7,0.3,"Zwergziege  46, Gaemsfarbige_Gebirgsziege  14, Burenziege  11, Toggenburgerziege  6",
Waldkirch,114.0,3.6,3.2,"Zwergziege  48, Saanenziege  29, Burenziege  12, Pfauenziege  11, Gaemsfarbige_Gebirgsziege  5",
Hergiswil bei Willisau,472.0,15.1,24.7,"Saanenziege  134, Burenziege  64, Buendner_Strahlenziege  48, Gaemsfarbige_Gebirgsziege  42, Kreuzung  41",
Blonay - Saint-Légier,13.0,0.4,0.1,Gaemsfarbige_Gebirgsziege  6,
Hitzkirch,86.0,3.1,1.5,"Zwergziege  31, Gaemsfarbige_Gebirgsziege  12, Toggenburgerziege  7, Burenziege  6, Saanenziege  5",
Cazis,262.0,8.4,11.5,"Buendner_Strahlenziege  81, Gaemsfarbige_Gebirgsziege  37, Kreuzung  25, Capra_Grigia  24, Nera_Verzascaziege  15",
Altstätten,233.0,5.9,2.0,"Toggenburgerziege  45, Gaemsfarbige_Gebirgsziege  40, Saanenziege  39, Appenzellerziege  20, Stiefelgeiss  17",
Luzern,29.0,1.0,0.0,Burenziege  6,
La Baroche,71.0,2.3,6.3,"Zwergziege  26, Burenziege  23, Kreuzung  9, Capra_Grigia  5",
Aeschi bei Spiez,135.0,4.4,6.0,"Gaemsfarbige_Gebirgsziege  41, Saanenziege  24, Burenziege  11, Buendner_Strahlenziege  9, Kreuzung  7",
Horgen,59.0,1.9,0.3,"Zwergziege  31, Kreuzung  5",
Düdingen,34.0,1.1,0.4,"Zwergziege  27, Gaemsfarbige_Gebirgsziege  6",
Fischingen,129.0,4.2,4.5,"Toggenburgerziege  48, Burenziege  27, Kreuzung  12, Gaemsfarbige_Gebirgsziege  10, Saanenziege  10",
Raron,7.0,0.2,0.4,Burenziege  7,
Menznau,111.0,3.7,3.7,"Zwergziege  58, Gaemsfarbige_Gebirgsziege  22, Kreuzung  7, Burenziege  5",
Sevelen,474.0,15.6,9.2,"Toggenburgerziege  145, Gaemsfarbige_Gebirgsziege  123, Buendner_Strahlenziege  91, Appenzellerziege  39, Saanenziege  18",
Fischenthal,281.0,9.3,11.2,"Burenziege  74, Pfauenziege  62, Kreuzung  39, Gaemsfarbige_Gebirgsziege  6, Buendner_Strahlenziege  5, Saanenziege  5, Toggenburgerziege  5",
Saas-Balen,36.0,1.2,10.3,"Walliser_Schwarzhalsziege  22, Nera_Verzascaziege  14",
Neuchâtel,76.0,2.5,0.2,"Gaemsfarbige_Gebirgsziege  14, Saanenziege  14, Zwergziege  6",
Collombey-Muraz,54.0,1.8,0.6,"Capra_Grigia  29, Gaemsfarbige_Gebirgsziege  9",
Ergisch,20.0,0.7,11.3,Toggenburgerziege  8,
Bauma,159.0,5.4,3.3,"Burenziege  31, Kreuzung  24, Gaemsfarbige_Gebirgsziege  16, Zwergziege  14, Pfauenziege  10",
Semsales,109.0,3.7,7.6,"Toggenburgerziege  47, Gaemsfarbige_Gebirgsziege  25, Zwergziege  14, Capra_Grigia  9, Kreuzung  8",
Beatenberg,41.0,1.4,3.4,"Kreuzung  20, Gaemsfarbige_Gebirgsziege  10",
Schübelbach,144.0,5.0,1.6,"Burenziege  38, Tauernschecken  19, Toggenburgerziege  17, Saanenziege  13, Zwergziege  12",
Les Verrières,9.0,0.3,1.4,Kreuzung  5,
Grono,201.0,5.4,14.4,"Zwergziege  39, Burenziege  32, Kreuzung  17, Nera_Verzascaziege  9, Gaemsfarbige_Gebirgsziege  6, Walliser_Schwarzhalsziege  6",
Bettmeralp,13.0,0.5,2.9,Walliser_Schwarzhalsziege  12,
St. Moritz,,,,,
Emmetten,119.0,4.8,7.7,"Kreuzung  23, Tauernschecken  21, Capra_Grigia  16, Toggenburgerziege  15, Walliser_Schwarzhalsziege  8",
Malters,109.0,3.8,1.5,"Zwergziege  28, Saanenziege  13, Burenziege  11, Buendner_Strahlenziege  10, Gaemsfarbige_Gebirgsziege  8",
Uster,35.0,1.2,0.1,"Kreuzung  11, Zwergziege  9",
Gruyères,44.0,1.5,2.0,"Gaemsfarbige_Gebirgsziege  16, Saanenziege  11, Zwergziege  7",
Wynigen,85.0,3.0,4.1,"Kreuzung  15, Gaemsfarbige_Gebirgsziege  11, Zwergziege  11, Buendner_Strahlenziege  7, Burenziege  7",
Vorderthal,226.0,8.1,22.3,"Gaemsfarbige_Gebirgsziege  56, Kreuzung  38, Pfauenziege  34, Toggenburgerziege  21, Burenziege  13",
Ferden,,,,,
Tschiertschen-Praden,61.0,2.2,20.3,"Burenziege  13, Kreuzung  11",
Untervaz,93.0,3.4,3.7,"Buendner_Strahlenziege  49, Pfauenziege  14, Capra_Grigia  12, Kreuzung  9",
Menzingen,364.0,13.2,8.0,"Buendner_Strahlenziege  79, Gaemsfarbige_Gebirgsziege  71, Kreuzung  68, Saanenziege  58, Toggenburgerziege  26",
Gossau (SG),81.0,2.9,0.5,"Zwergziege  32, Appenzellerziege  14, Toggenburgerziege  11, Gaemsfarbige_Gebirgsziege  7, Kreuzung  5",
Bourg-en-Lavaux,,,,,
Frauenfeld,50.0,1.8,0.2,"Zwergziege  36, Toggenburgerziege  5",
Avegno Gordevio,257.0,9.4,17.0,"Nera_Verzascaziege  80, Kreuzung  19, Burenziege  14, Saanenziege  9, Buendner_Strahlenziege  6, Capra_Grigia  6, Pfauenziege  6",
Kriens,77.0,2.8,0.3,"Zwergziege  21, Buendner_Strahlenziege  18, Burenziege  10, Kreuzung  6",
Reiden,46.0,1.7,0.6,Zwergziege  27,
Leytron,95.0,3.5,2.9,"Zwergziege  72, Burenziege  8",
Unterägeri,32.0,1.2,0.4,"Burenziege  7, Kreuzung  6, Zwergziege  6",
Nods,,,,,
Triesen,157.0,5.9,2.9,"Saanenziege  72, Gaemsfarbige_Gebirgsziege  36, Buendner_Strahlenziege  33, Appenzellerziege  10",
Oron,85.0,3.2,1.4,"Zwergziege  23, Gaemsfarbige_Gebirgsziege  18, Kreuzung  14, Pfauenziege  9",
Neuenkirch,115.0,4.5,1.6,"Gaemsfarbige_Gebirgsziege  29, Tauernschecken  28, Buendner_Strahlenziege  26, Zwergziege  11, Saanenziege  10",
Mühleberg,44.0,1.7,1.5,"Zwergziege  18, Buendner_Strahlenziege  15, Burenziege  7",
Grenchen,33.0,1.3,0.2,"Buendner_Strahlenziege  9, Toggenburgerziege  5, Zwergziege  5",
Montricher,,,,,
Jenaz,138.0,5.3,12.0,"Capra_Grigia  47, Buendner_Strahlenziege  36, Kreuzung  11, Toggenburgerziege  6",
Rochefort,,,,,
Belmont-Broye,10.0,0.4,0.2,Gaemsfarbige_Gebirgsziege  6,
Zurzach,60.0,2.3,0.8,"Kreuzung  15, Kupferhalsziege  15, Zwergziege  12, Burenziege  6, Appenzellerziege  5",
La Sagne,26.0,1.0,2.5,"Buendner_Strahlenziege  7, Zwergziege  5",
Plateau de Diesse,76.0,3.0,3.7,Stiefelgeiss  54,
Breggia,116.0,4.6,6.0,"Kreuzung  65, Gaemsfarbige_Gebirgsziege  16, Burenziege  10",
Bad Ragaz,22.0,0.9,0.3,"Kreuzung  7, Gaemsfarbige_Gebirgsziege  5",
Fideris,23.0,0.9,3.9,"Gaemsfarbige_Gebirgsziege  9, Pfauenziege  8",
Weggis,40.0,3.4,0.9,"Burenziege  17, Kreuzung  13, Zwergziege  6",
Wald (ZH),186.0,7.4,1.8,"Kreuzung  45, Toggenburgerziege  31, Burenziege  19, Walliser_Schwarzhalsziege  15, Saanenziege  14",
Saint-Prex,5.0,0.9,0.1,,
Turbenthal,77.0,3.1,1.5,"Pfauenziege  17, Zwergziege  11, Burenziege  5",
Herisau,174.0,6.9,1.1,"Zwergziege  51, Appenzellerziege  44, Burenziege  37, Gaemsfarbige_Gebirgsziege  15, Toggenburgerziege  8",
Bière,18.0,0.7,1.1,"Stiefelgeiss  9, Capra_Grigia  5",
Kemmental,19.0,0.8,0.7,Zwergziege  6,
Valbroye,97.0,2.9,2.9,"Zwergziege  72, Burenziege  21",
Baar,39.0,1.6,0.2,"Zwergziege  14, Buendner_Strahlenziege  9, Gaemsfarbige_Gebirgsziege  5",
Tramelan,25.0,1.0,0.5,"Zwergziege  10, Saanenziege  7, Kreuzung  6",
Icogne,154.0,6.2,24.3,"Buendner_Strahlenziege  56, Gaemsfarbige_Gebirgsziege  38, Kreuzung  26, Stiefelgeiss  23, Walliser_Schwarzhalsziege  5",
Vechigen,60.0,2.4,1.1,"Zwergziege  18, Capra_Grigia  9, Buendner_Strahlenziege  5",
Saas-Grund,25.0,1.0,2.5,Walliser_Schwarzhalsziege  18,
Gonten,112.0,4.5,7.8,"Appenzellerziege  99, Zwergziege  5",
Les Bois,58.0,2.3,4.7,"Saanenziege  30, Buendner_Strahlenziege  8",
Tschappina,15.0,0.6,11.2,Buendner_Strahlenziege  10,
Court,52.0,2.1,3.7,"Burenziege  25, Zwergziege  7",
Altendorf,172.0,8.4,2.4,"Toggenburgerziege  61, Gaemsfarbige_Gebirgsziege  26, Burenziege  25, Appenzellerziege  24, Zwergziege  11",
Zillis-Reischen,57.0,2.3,14.7,"Nera_Verzascaziege  17, Kreuzung  11, Zwergziege  8, Buendner_Strahlenziege  5, Toggenburgerziege  5",
Welschenrohr-Gänsbrunnen,31.0,1.3,2.6,Zwergziege  17,
Elgg,16.0,0.7,0.3,,
Chalais,52.0,2.1,1.4,"Gaemsfarbige_Gebirgsziege  21, Zwergziege  17, Kreuzung  8",
Mont-Vully,,,,,
Saint-Gingolph,,,,,
Grandvillard,144.0,5.9,17.0,"Saanenziege  120, Gaemsfarbige_Gebirgsziege  11",
Saint-Cergue,,,,,
Domat/Ems,72.0,3.0,0.9,"Kreuzung  20, Saanenziege  18, Gaemsfarbige_Gebirgsziege  16, Pfauenziege  12, Burenziege  6",
Payerne,155.0,6.4,1.5,Gaemsfarbige_Gebirgsziege  136,
Saint-Sulpice (VD),12.0,6.5,0.2,Buendner_Strahlenziege  12,
Homburg,105.0,4.4,6.8,"Buendner_Strahlenziege  44, Appenzellerziege  23, Gaemsfarbige_Gebirgsziege  11, Kreuzung  11, Zwergziege  11",
La Roche,58.0,2.4,3.2,"Gaemsfarbige_Gebirgsziege  31, Kreuzung  11, Toggenburgerziege  5",
Hundwil,122.0,5.1,12.6,"Appenzellerziege  104, Zwergziege  9, Toggenburgerziege  5",
Celerina/Schlarigna,23.0,1.0,1.5,Toggenburgerziege  6,
Vuisternens-devant-Romont,171.0,7.1,7.3,"Saanenziege  60, Zwergziege  34, Gaemsfarbige_Gebirgsziege  30, Buendner_Strahlenziege  8, Toggenburgerziege  8",
Stammheim,55.0,2.3,1.9,"Gaemsfarbige_Gebirgsziege  23, Saanenziege  12, Zwergziege  6",
Petit-Val,63.0,2.6,16.1,"Buendner_Strahlenziege  37, Kreuzung  5, Saanenziege  5",
Riddes,,,,,
Ins,20.0,0.8,0.6,Zwergziege  11,
Dagmersellen,65.0,2.7,1.1,"Zwergziege  16, Toggenburgerziege  12, Gaemsfarbige_Gebirgsziege  9, Pfauenziege  8",
Bulle,87.0,3.6,0.4,"Gaemsfarbige_Gebirgsziege  30, Saanenziege  16, Zwergziege  12, Buendner_Strahlenziege  10",
Basel,105.0,4.4,0.1,"Gaemsfarbige_Gebirgsziege  32, Zwergziege  28, Kreuzung  12, Saanenziege  7, Buendner_Strahlenziege  6",
Péry-La Heutte,14.0,0.6,0.7,,
Sonvilier,59.0,2.5,4.8,"Gaemsfarbige_Gebirgsziege  20, Kreuzung  14, Zwergziege  9, Buendner_Strahlenziege  8",
Gersau,156.0,10.9,6.6,"Burenziege  55, Kreuzung  26, Buendner_Strahlenziege  10, Capra_Grigia  9, Pfauenziege  9",
Hohenrain,47.0,2.0,1.9,"Zwergziege  14, Saanenziege  13, Toggenburgerziege  9",
Brissago,,,,,
Morschach,88.0,4.2,7.6,"Toggenburgerziege  36, Capra_Grigia  21, Saanenziege  14, Gaemsfarbige_Gebirgsziege  7",
Rossinière,33.0,1.4,6.2,Buendner_Strahlenziege  24,
Belp,12.0,0.5,0.1,Gaemsfarbige_Gebirgsziege  7,
Saxon,33.0,1.4,0.5,"Zwergziege  10, Gaemsfarbige_Gebirgsziege  6, Kreuzung  5",
Vallorbe,11.0,0.5,0.3,,
Madiswil,91.0,3.9,2.8,"Zwergziege  31, Toggenburgerziege  20, Kreuzung  11, Buendner_Strahlenziege  6",
Triesenberg,107.0,3.6,4.1,"Buendner_Strahlenziege  25, Pfauenziege  23, Saanenziege  22, Gaemsfarbige_Gebirgsziege  12, Toggenburgerziege  8",
Gampel-Bratsch,42.0,1.8,2.1,"Walliser_Schwarzhalsziege  25, Capra_Grigia  7",
Basse-Allaine,27.0,1.2,2.2,Zwergziege  15,
Risch,51.0,3.4,0.5,Gaemsfarbige_Gebirgsziege  10,
Alpthal,22.0,1.0,3.6,"Zwergziege  10, Buendner_Strahlenziege  9",
Finhaut,95.0,4.2,24.9,Gaemsfarbige_Gebirgsziege  94,
Rothenthurm,140.0,6.2,5.6,"Toggenburgerziege  48, Saanenziege  34, Burenziege  25, Gaemsfarbige_Gebirgsziege  11, Nera_Verzascaziege  9",
Beinwil (SO),92.0,4.1,33.6,"Kreuzung  31, Saanenziege  22, Burenziege  15, Tauernschecken  7, Gaemsfarbige_Gebirgsziege  6",
Bever,0.0,0.0,0.0,,
Spiringen,300.0,4.6,35.6,"Burenziege  66, Gaemsfarbige_Gebirgsziege  63, Kreuzung  26, Appenzellerziege  16, Nera_Verzascaziege  16",
Buchegg,69.0,3.1,2.7,"Zwergziege  19, Saanenziege  15, Burenziege  10, Kreuzung  6",
Rapperswil (BE),27.0,1.2,1.0,"Kupferhalsziege  10, Buendner_Strahlenziege  5",
Baulmes,,,,,
Falera,,,,,
Wimmis,48.0,2.1,1.8,"Gaemsfarbige_Gebirgsziege  24, Zwergziege  7, Kreuzung  6, Saanenziege  6",
Cheyres-Châbles,72.0,7.4,3.1,Toggenburgerziege  68,
Böztal,229.0,10.3,8.3,"Saanenziege  105, Kreuzung  64, Gaemsfarbige_Gebirgsziege  22, Burenziege  14, Zwergziege  8",
Hinwil,81.0,3.6,0.7,"Zwergziege  15, Pfauenziege  13, Kreuzung  10, Appenzellerziege  9, Saanenziege  9",
Gams,144.0,6.5,4.0,"Toggenburgerziege  55, Walliser_Schwarzhalsziege  39, Buendner_Strahlenziege  28, Appenzellerziege  10",
Courtelary,23.0,1.0,1.6,Kreuzung  7,
Bäretswil,138.0,6.2,2.7,"Appenzellerziege  26, Buendner_Strahlenziege  25, Zwergziege  22, Kreuzung  19, Burenziege  8",
Heimiswil,56.0,2.4,3.4,"Zwergziege  29, Burenziege  9, Capra_Grigia  5",
