commune,count,count_per_surfacekm2,count_per100_inhabitants,top5breeds,top5names
Saint-Cergue,332.0,13.7,12.4,"Red Holstein  109, Swiss Fleckvieh  48, Holstein  41, Simmental  37, Kreuzung  32",
Domat/Ems,593.0,24.5,7.3,"Kreuzung  280, Angus  128, Braunvieh  118, Limousin  105, Hereford  47",Bella  5
Payerne,527.0,21.8,5.2,"Kreuzung  170, Montbéliarde  168, Angus  127, Limousin  97, Red Holstein  93",
Saint-Sulpice (VD),0.0,0.0,0.0,,
Homburg,1603.0,66.4,103.9,"Holstein  661, Kreuzung  563, Braunvieh  247, Limousin  190, Red Holstein  181","Heidi  7, Anna  6"
La Roche,1613.0,67.0,88.6,"Holstein  883, Red Holstein  377, Swiss Fleckvieh  160, Kreuzung  132, Angus  104","Etoile  6, Jolie  6, Edelweiss  5, Elsa  5, Heidi  5, Hirondelle  5, Iris  5, Jonquille  5, Tulipe  5"
Hundwil,1890.0,78.5,195.2,"Braunvieh  1425, Original Braunvieh  221, Kreuzung  152, Holstein  57, Red Holstein  49","Bella  15, Alma  11, Freudi  11, Blüemli  10, Fiona  10, Goldi  10"
Celerina/Schlarigna,404.0,16.8,27.2,"Braunvieh  253, Angus  72, Kreuzung  45, Holstein  23, Original Braunvieh  15",Nelly  5
Vuisternens-devant-Romont,2918.0,121.5,124.8,"Holstein  1488, Red Holstein  783, Swiss Fleckvieh  192, Kreuzung  128, Simmental  126","Venise  9, Barbie  8, Victoire  8, Eclipse  7, Souris  7, Tulipe  7"
Stammheim,953.0,39.8,33.3,"Kreuzung  805, Limousin  191, Holstein  101, Red Holstein  100, Braunvieh  90","Max  7, Emma  5, Gina  5"
Petit-Val,1382.0,57.8,352.6,"Red Holstein  464, Holstein  310, Swiss Fleckvieh  203, Kreuzung  89, Montbéliarde  82",Anita  5
Riddes,173.0,7.2,5.3,"Red Holstein  91, Holstein  54, Eringer  20, Weissblaue Belgier  14, Simmental  7",
Ins,980.0,41.1,27.5,"Kreuzung  362, Red Holstein  293, Simmental  232, Swiss Fleckvieh  170, Holstein  152",
Dagmersellen,2119.0,88.8,37.3,"Holstein  695, Kreuzung  604, Limousin  539, Red Holstein  307, Swiss Fleckvieh  156","Bella  8, Sina  8, Susi  7, Bianca  6, Carla  6, Cora  6, Hanna  6, Mona  6, Olivia  6"
Bulle,1205.0,50.5,4.9,"Holstein  923, Red Holstein  232, Angus  30, Montbéliarde  25, Swiss Fleckvieh  20","Nina  5, Noisette  5"
Basel,19.0,0.8,0.0,"Bison  18, Swiss Fleckvieh  6",
Péry-La Heutte,615.0,25.9,32.2,"Holstein  159, Limousin  101, Kreuzung  90, Red Holstein  82, Swiss Fleckvieh  56",
Sonvilier,1741.0,73.2,142.4,"Swiss Fleckvieh  459, Holstein  384, Red Holstein  360, Limousin  151, Kreuzung  117","Hirondelle  7, Bella  5, Bianca  5, Diva  5, Lady  5"
Gersau,656.0,45.7,27.7,"Braunvieh  228, Original Braunvieh  167, Kreuzung  139, Hinterwaelder  46, Grauvieh  37","Lara  6, Laubi  5, Müni  5, Wendy  5"
Hohenrain,3159.0,136.0,130.1,"Holstein  991, Kreuzung  935, Braunvieh  618, Red Holstein  488, Limousin  350","Muk  40, Bella  14, Sina  13, Fiona  10, Alma  9"
Brissago,5.0,0.3,0.3,Highland Cattle  27,
Morschach,1381.0,66.3,120.0,"Braunvieh  837, Original Braunvieh  324, Kreuzung  96, Holstein  75, Red Holstein  28","Fiona  8, Lotti  8, Rina  8, Bianca  6, Ladina  6, Linda  6, Lisa  6, Wendy  6"
Rossinière,707.0,30.3,132.4,"Red Holstein  181, Swiss Fleckvieh  174, Montbéliarde  96, Holstein  93, Simmental  73",
Belp,1314.0,56.5,11.3,"Red Holstein  350, Swiss Fleckvieh  249, Holstein  243, Kreuzung  212, Simmental  92","Fiona  8, Pia  6, Jasmin  5, Ladina  5, Lena  5, Mia  5, Tina  5"
Saxon,31.0,1.3,0.5,Eringer  27,
Vallorbe,455.0,19.6,11.8,"Simmental  109, Holstein  81, Angus  74, Kreuzung  52, Red Holstein  46",
Madiswil,1932.0,83.4,58.8,"Swiss Fleckvieh  418, Holstein  399, Kreuzung  319, Red Holstein  285, Limousin  176","Bäbi  15, Diana  11, Sina  10, Fiona  9, Hanna  9, Heidi  9"
Triesenberg,691.0,23.3,26.2,"Braunvieh  293, Kreuzung  161, Holstein  74, Original Braunvieh  40, Red Holstein  34","Bella  6, Belinda  5, Lena  5, Nora  5"
Gampel-Bratsch,185.0,8.0,9.3,"Eringer  75, Swiss Fleckvieh  21, Galloway  20, Kreuzung  17, Red Holstein  14",
Basse-Allaine,1079.0,46.8,86.9,"Limousin  548, Montbéliarde  346, Holstein  237, Kreuzung  139, Red Holstein  61, Simmental  61",
Risch,1191.0,80.1,10.6,"Kreuzung  514, Braunvieh  330, Holstein  243, Red Holstein  105, Limousin  84","Nina  5, Viola  5"
Alpthal,678.0,29.6,110.6,"Braunvieh  507, Kreuzung  100, Original Braunvieh  39, Holstein  36, Limousin  21",Sina  5
Finhaut,,,,,
Rothenthurm,1020.0,44.8,41.1,"Braunvieh  628, Original Braunvieh  145, Kreuzung  143, Holstein  83, Red Holstein  37","Bella  7, Belinda  6, Lorena  6, Viola  5, Wendy  5"
Beinwil (SO),1245.0,54.9,454.4,"Holstein  213, Red Holstein  200, Swiss Fleckvieh  200, Angus  148, Kreuzung  135","Belinda  6, Bianca  6, Fabiola  6, Nina  6, Tina  5"
Bever,266.0,5.8,45.5,"Braunvieh  160, Holstein  78, Kreuzung  17, Red Holstein  8, Swiss Fleckvieh  6",
Spiringen,2102.0,32.5,249.6,"Braunvieh  1354, Original Braunvieh  412, Kreuzung  134, Limousin  64, Swiss Fleckvieh  34","Bella  21, Belinda  14, Bianca  13, Hanna  11, Luna  11"
Buchegg,1041.0,46.1,41.3,"Swiss Fleckvieh  375, Kreuzung  196, Holstein  176, Red Holstein  164, Limousin  101","Fiona  5, Nina  5, Sina  5"
Rapperswil (BE),1347.0,59.7,52.0,"Red Holstein  553, Holstein  275, Kreuzung  112, Swiss Fleckvieh  108, Highland Cattle  77","Diana  6, Fabiola  6, Lumpi  6, Olivia  6, Gloria  5, Mara  5, Sarah  5, Ursina  5"
Baulmes,894.0,39.7,83.2,"Holstein  264, Montbéliarde  141, Red Holstein  109, Simmental  105, Swiss Fleckvieh  52",
Falera,734.0,32.8,117.4,"Braunvieh  380, Kreuzung  105, Simmental  72, Original Braunvieh  62, Limousin  50",Bella  6
Wimmis,773.0,34.6,29.6,"Holstein  245, Swiss Fleckvieh  166, Simmental  157, Kreuzung  89, Limousin  72",Lisa  5
Cheyres-Châbles,438.0,45.0,18.9,"Angus  202, Kreuzung  126, Holstein  70, Simmental  60, Limousin  53",
Böztal,1189.0,53.3,43.2,"Kreuzung  550, Holstein  290, Limousin  233, Angus  216, Braunvieh  96","Bella  6, Diana  6, Sina  5, Vera  5"
Hinwil,1512.0,67.9,13.3,"Kreuzung  465, Braunvieh  442, Jersey  178, Holstein  163, Simmental  124","Anna  6, Barbara  5, Belinda  5, Bella  5, Fanny  5, Gina  5, Julia  5, Kira  5, Laura  5, Lisa  5, Luna  5, Nora  5, Ronja  5, Susi  5"
Gams,1265.0,56.8,35.3,"Braunvieh  821, Kreuzung  269, Original Braunvieh  74, Holstein  73, Red Holstein  60","Bella  8, Julia  7, Fanny  6, Fink  6, Flora  6, Mara  6, Nora  6"
Courtelary,1726.0,77.7,122.8,"Holstein  666, Red Holstein  378, Swiss Fleckvieh  320, Limousin  154, Kreuzung  91",
Bäretswil,1305.0,58.8,25.8,"Braunvieh  489, Kreuzung  247, Holstein  197, Angus  97, Red Holstein  93","Bella  10, Fränzi  8, Lea  7, Luna  6, Sina  6"
Heimiswil,2453.0,105.0,150.3,"Holstein  762, Red Holstein  523, Swiss Fleckvieh  487, Kreuzung  335, Limousin  192","Tina  13, Belinda  11, Alina  10, Max  9, Emma  8, Flora  8, Lara  8, Ronja  8, Vreni  8"
Signau,1905.0,86.1,73.4,"Swiss Fleckvieh  477, Red Holstein  379, Holstein  354, Kreuzung  236, Limousin  131","Fiona  9, Luna  9, Olivia  9, Sina  9, Kira  7, Lea  7, Lena  7, Livia  7, Mara  7, Nina  7"
Triengen,2293.0,103.8,49.7,"Holstein  844, Red Holstein  574, Kreuzung  356, Braunvieh  227, Swiss Fleckvieh  125","Luna  8, Sina  8, Amanda  7, Viola  7, Bella  6"
Unterbäch,167.0,7.6,37.6,"Swiss Fleckvieh  60, Eringer  41, Holstein  20, Braunvieh  11, Kiwicross  10",
Alto Malcantone,264.0,12.0,19.1,"Braunvieh  107, Highland Cattle  102, Kreuzung  36, Wagyu  16, Holstein  5",
Corbeyrier,223.0,10.1,50.1,"Limousin  98, Swiss Fleckvieh  54, Holstein  38, Red Holstein  17, Montbéliarde  10",
Bosco/Gurin,100.0,4.5,192.3,"Braunvieh  43, Holstein  18, Red Holstein  13, Kreuzung  9, Swiss Fleckvieh  7",
Delémont,693.0,31.5,5.5,"Limousin  339, Kreuzung  117, Holstein  95, Angus  73, Red Holstein  70",
Courtepin,1012.0,46.2,18.4,"Red Holstein  426, Swiss Fleckvieh  259, Holstein  133, Angus  100, Limousin  85",
Iseltwald,376.0,17.2,90.6,"Swiss Fleckvieh  202, Braunvieh  39, Tuxer  25, Simmental  23, Original Braunvieh  22",
Hasle bei Burgdorf,1932.0,88.3,58.5,"Red Holstein  522, Holstein  371, Swiss Fleckvieh  328, Kreuzung  301, Limousin  132","Bella  12, Fiona  11, Belinda  9, Nora  7, Vera  7"
Bütschwil-Ganterschwil,1742.0,79.8,34.6,"Braunvieh  919, Kreuzung  189, Swiss Fleckvieh  148, Red Holstein  133, Original Braunvieh  110","Flora  10, Bella  9, Bianca  9, Gerda  9, Linda  9"
Neuenegg,1210.0,55.4,21.6,"Kreuzung  309, Swiss Fleckvieh  201, Red Holstein  191, Limousin  149, Holstein  125","Max  9, Nora  7, Bella  6, Lisa  6, Anna  5, Nala  5, Olivia  5, Petra  5"
Lantsch/Lenz,239.0,11.0,42.7,"Braunvieh  206, Kreuzung  29",
Eriz,1307.0,60.0,269.5,"Swiss Fleckvieh  457, Simmental  396, Zwergzebu  87, Red Holstein  69, Holstein  53","Diana  7, Marina  6, Flora  5, Gloria  5, Iris  5, Julia  5, Lea  5, Melissa  5, Selma  5, Simona  5, Soldanelle  5, Sonja  5, Tina  5, Viola  5"
Schleitheim,958.0,44.3,57.4,"Kreuzung  745, Limousin  217, Simmental  189, Swiss Fleckvieh  145, Holstein  137",
Mettauertal,762.0,35.3,36.9,"Kreuzung  465, Limousin  309, Swiss Fleckvieh  116, Red Holstein  98, Angus  58",
Orvin,967.0,44.8,80.7,"Swiss Fleckvieh  198, Kreuzung  162, Red Holstein  153, Holstein  148, Angus  140","Bella  5, Maya  5"
Thun,444.0,20.6,1.0,"Swiss Fleckvieh  78, Limousin  67, Kreuzung  66, Red Holstein  59, Simmental  40",Crosso  20
Courrendlin,835.0,38.7,23.0,"Limousin  238, Kreuzung  182, Red Holstein  162, Holstein  100, Swiss Fleckvieh  80",
Concise,187.0,16.4,18.7,"Limousin  68, Montbéliarde  47, Kreuzung  40, Angus  22, Charolais  7",
Arbedo-Castione,25.0,1.2,0.5,Highland Cattle  232,
Gais,1273.0,60.0,41.5,"Braunvieh  917, Kreuzung  209, Original Braunvieh  128, Grauvieh  48, Dexter  41","Belinda  7, Nina  7, Flora  6, Ronja  6, Bella  5, Emma  5, Mira  5"
Biel/Bienne,71.0,3.4,0.1,"Kreuzung  37, Holstein  18, Galloway  16",
Lauperswil,1570.0,74.1,59.0,"Red Holstein  385, Swiss Fleckvieh  348, Holstein  279, Kreuzung  210, Limousin  147","Sina  9, Tina  7, Diana  6, Fiona  6, Luna  6, Mia  6, Olivia  6, Perle  6, Rina  6, Ronja  6"
Lützelflüh,2552.0,95.0,60.6,"Swiss Fleckvieh  823, Red Holstein  464, Holstein  431, Kreuzung  392, Limousin  197","Tina  13, Ronja  12, Anna  11, Bella  11, Diana  10, Lisa  10"
Langenthal,799.0,37.8,5.0,"Swiss Fleckvieh  251, Kreuzung  231, Red Holstein  136, Holstein  121, Limousin  27","Cindy  6, Viola  6, Bella  5, Mia  5"
Wilchingen,714.0,33.8,41.3,"Kreuzung  978, Limousin  225, Angus  113, Holstein  112, Red Holstein  93",
Avenches,718.0,36.9,16.0,"Holstein  261, Limousin  223, Red Holstein  90, Bison  85, Hereford  49",
Worb,1394.0,66.1,12.0,"Red Holstein  337, Kreuzung  318, Holstein  308, Swiss Fleckvieh  192, Limousin  136","Fiona  7, Ladina  6, Nora  6, Luna  5, Nina  5, Olivia  5, Sina  5"
Buchillon,0.0,0.0,0.0,,
Vionnaz,437.0,20.9,15.9,"Angus  163, Simmental  122, Kreuzung  55, Red Holstein  47, Grauvieh  44",
Saint-Imier,1229.0,58.9,23.8,"Red Holstein  346, Holstein  319, Simmental  150, Limousin  137, Kreuzung  89",Fiona  5
Seedorf (BE),1507.0,72.2,48.1,"Red Holstein  535, Holstein  285, Kreuzung  259, Limousin  211, Simmental  94","Fiona  6, Lena  6, Gina  5, Lea  5, Sina  5"
Yvonand,193.0,14.4,5.6,"Red Holstein  89, Holstein  76, Kreuzung  17, Montbéliarde  15, Angus  7",
Wil (SG),1420.0,68.2,5.9,"Braunvieh  510, Holstein  433, Red Holstein  242, Kreuzung  204, Swiss Fleckvieh  98","Lisa  8, Fiona  6, Linda  6, Luna  6, Sina  6"
Bassins,652.0,31.4,44.5,"Montbéliarde  122, Salers  115, Angus  114, Red Holstein  106, Kreuzung  75",
Grône,141.0,6.8,5.7,"Eringer  124, Braunvieh  9",
Freienbach,607.0,44.0,3.7,"Braunvieh  401, Holstein  62, Angus  35, Kreuzung  31, Original Braunvieh  23",Viola  5
Horw,439.0,34.1,3.1,"Braunvieh  136, Original Braunvieh  104, Kreuzung  59, Swiss Fleckvieh  39, Limousin  33",
Ardon,14.0,0.7,0.4,Eringer  13,
Le Noirmont,846.0,41.5,44.2,"Holstein  401, Red Holstein  209, Limousin  97, Swiss Fleckvieh  73, Kreuzung  56",
Emmen,1325.0,65.0,4.3,"Holstein  727, Braunvieh  298, Kreuzung  251, Red Holstein  126, Limousin  98","Anna  5, Belinda  5, Bianca  5, Sina  5"
Sins,2086.0,102.7,48.5,"Holstein  635, Kreuzung  606, Braunvieh  494, Red Holstein  194, Limousin  145","Bella  10, Flora  8, Diana  7, Fiona  6, Anna  5, Arnika  5, Bali  5, Bianca  5, Elina  5, Flurina  5, Lena  5, Lina  5, Lora  5, Mona  5, Nina  5, Sina  5"
Siviriez,2249.0,110.9,95.9,"Holstein  1228, Red Holstein  601, Swiss Fleckvieh  258, Kreuzung  95, Kiwicross  58","Gazelle  6, Ragusa  6, Vanille  6, Alouette  5, Bella  5, Diva  5, Doucette  5, Gamine  5, Hirondelle  5, Jasmine  5, Lady  5, Radieuse  5, Royale  5, Surprise  5"
Hemberg,0.0,0.0,0.0,,
Oberried am Brienzersee,208.0,10.3,45.1,"Simmental  61, Swiss Fleckvieh  52, Grauvieh  43, Highland Cattle  21, Dexter  9, Red Holstein  9",
Cerentino,9.0,0.4,22.5,"Braunvieh  13, Highland Cattle  5, Kreuzung  5",
Monthey,365.0,12.7,2.0,"Eringer  127, Simmental  70, Kreuzung  50, Swiss Fleckvieh  28, Hereford  26",
Fontenais,1055.0,52.8,62.4,"Montbéliarde  547, Holstein  190, Limousin  135, Red Holstein  121, Kreuzung  92",Canelle  5
Noville,46.0,4.4,3.9,"Swiss Fleckvieh  19, Angus  10, Holstein  8, Highland Cattle  7, Simmental  6",
Aadorf,1002.0,50.3,10.9,"Holstein  382, Braunvieh  258, Red Holstein  201, Kreuzung  141, Swiss Fleckvieh  54","Lena  5, Luna  5"
Thayngen,1537.0,77.2,27.4,"Kreuzung  901, Limousin  309, Holstein  236, Red Holstein  229, Swiss Fleckvieh  226","Alex  6, Felix  5, Max  5, Sämi  5"
Sisikon,229.0,13.9,59.8,"Original Braunvieh  120, Braunvieh  50, Grauvieh  35, Red Holstein  10, Jersey  8",
Schüpfen,837.0,42.2,22.1,"Kreuzung  293, Red Holstein  171, Limousin  150, Holstein  138, Angus  102",
Mont-la-Ville,703.0,35.5,143.5,"Montbéliarde  209, Holstein  164, Red Holstein  108, Limousin  86, Kreuzung  79",
Niederbipp,1006.0,50.9,19.7,"Kreuzung  437, Holstein  252, Simmental  162, Limousin  149, Red Holstein  120",
Courroux,952.0,48.2,28.7,"Holstein  498, Angus  194, Limousin  181, Red Holstein  110, Kreuzung  76",
Grosswangen,2070.0,105.1,62.9,"Kreuzung  673, Holstein  515, Red Holstein  490, Swiss Fleckvieh  273, Braunvieh  231","Bella  10, Lisa  8, Sina  8, Anna  7, Bianca  7, Gabi  7, Lea  7, Luna  7, Nina  7, Stella  7, Susi  7, Tina  7"
Moutier,843.0,43.0,11.5,"Swiss Fleckvieh  264, Red Holstein  185, Limousin  166, Kreuzung  105, Holstein  82",Nina  6
Pfäffikon,863.0,44.2,7.1,"Holstein  208, Kreuzung  208, Braunvieh  186, Red Holstein  113, Original Braunvieh  78","Tanja  6, Bianca  5"
Giornico,18.0,0.9,2.2,"Braunvieh  8, Red Holstein  6",
Selzach,454.0,23.3,13.0,"Kreuzung  140, Limousin  121, Angus  117, Swiss Fleckvieh  53, Braunvieh  52",Diana  5
Krauchthal,1069.0,55.0,44.8,"Red Holstein  405, Kreuzung  231, Holstein  219, Swiss Fleckvieh  140, Limousin  83","Fiona  9, Sarina  6"
Saxeten,536.0,27.7,582.6,"Swiss Fleckvieh  187, Simmental  153, Braunvieh  98, Holstein  23, Red Holstein  19",
Chavornay,410.0,21.3,7.8,"Montbéliarde  169, Kreuzung  69, Simmental  62, Angus  48, Red Holstein  40",
Kloten,415.0,21.5,2.0,"Kreuzung  262, Red Holstein  90, Angus  71, Limousin  64, Holstein  47",
San Vittore,43.0,1.9,5.0,"Kreuzung  101, Limousin  36, Angus  12",
Wiesendangen,1172.0,61.1,17.7,"Holstein  386, Kreuzung  369, Braunvieh  255, Red Holstein  234, Limousin  146",
Arbaz,217.0,11.3,16.0,Eringer  210,
Sierre,36.0,1.9,0.2,"Eringer  14, Braunvieh  10, Kreuzung  10",
Cham,1694.0,95.5,9.9,"Braunvieh  699, Kreuzung  531, Holstein  339, Limousin  146, Jersey  85","Lea  6, Susi  5"
Riederalp,191.0,10.0,43.6,"Braunvieh  115, Eringer  27, Original Braunvieh  24, Kreuzung  12, Swiss Fleckvieh  5",
Amriswil,1986.0,104.4,14.0,"Holstein  869, Braunvieh  413, Kreuzung  368, Red Holstein  234, Simmental  64","Carla  8, Diana  6, Cora  5, Enzian  5, Mia  5, Mona  5"
Satigny,169.0,8.9,3.9,"Braunvieh  113, Galloway  40, Kreuzung  13",
Seelisberg,343.0,25.8,49.9,"Braunvieh  142, Original Braunvieh  60, Dexter  34, Jersey  34, Kreuzung  18",Luna  6
Bussnang,1733.0,91.8,70.1,"Holstein  579, Braunvieh  577, Kreuzung  382, Red Holstein  192, Limousin  111","Pia  8, Bella  7, Fiona  7, Nora  7, Olivia  7"
Gimel,686.0,36.3,29.7,"Red Holstein  225, Swiss Fleckvieh  95, Kreuzung  93, Montbéliarde  87, Holstein  84",
Sâles,2869.0,152.4,197.6,"Holstein  1622, Red Holstein  841, Swiss Fleckvieh  164, Montbéliarde  102, Simmental  70","Etoile  8, Vanille  7, Eclipse  6, Emeraude  6, Prune  6"
Möhlin,595.0,31.6,5.4,"Kreuzung  186, Holstein  141, Limousin  102, Red Holstein  100, Angus  99",
Valbirse,1268.0,67.9,31.9,"Holstein  435, Red Holstein  301, Angus  184, Limousin  138, Simmental  62","Iris  6, Alice  5"
Beringen,133.0,7.1,2.6,"Kreuzung  266, Limousin  94, Simmental  23, Angus  20, Swiss Fleckvieh  9, Weissblaue Belgier  9",
Hünenberg,1415.0,76.9,16.1,"Kreuzung  720, Holstein  488, Braunvieh  198, Limousin  171, Red Holstein  132","Vreni  69, Susi  8, Bella  7, Gloria  6, Lisa  6"
Termen,78.0,4.2,7.6,"Eringer  48, Angus  13, Grauvieh  8, Highland Cattle  8",
Kaltbrunn,1259.0,67.5,25.3,"Braunvieh  474, Kreuzung  279, Holstein  226, Red Holstein  104, Original Braunvieh  102","Sina  7, Alina  6, Flora  6, Gloria  6, Heidi  6, Petra  6, Sabrina  6"
Murgenthal,612.0,32.9,20.7,"Kreuzung  352, Holstein  124, Swiss Fleckvieh  112, Limousin  97, Red Holstein  86","Nora  5, Olga  5"
Leysin,665.0,35.8,18.4,"Angus  295, Kreuzung  152, Limousin  92, Simmental  79, Montbéliarde  51",
Le Mouret,1361.0,73.3,43.2,"Holstein  759, Red Holstein  348, Kreuzung  147, Swiss Fleckvieh  97, Limousin  77","Eclipse  5, Jonquille  5"
Egnach,1581.0,85.8,33.0,"Braunvieh  846, Holstein  230, Kreuzung  207, Red Holstein  207, Angus  139","Viola  8, Lisa  7, Wilma  7, Amanda  6, Nora  6, Ramona  6, Wega  6"
Forel (Lavaux),1227.0,66.3,58.2,"Simmental  271, Montbéliarde  191, Holstein  186, Red Holstein  159, Kreuzung  88",Caline  5
Courgenay,950.0,51.5,39.6,"Holstein  314, Montbéliarde  223, Limousin  178, Red Holstein  166, Kreuzung  145",
Conters im Prättigau,349.0,19.0,158.6,"Kreuzung  133, Braunvieh  122, Limousin  39, Original Braunvieh  34, Angus  28",
Gossau (ZH),1213.0,66.4,11.8,"Braunvieh  367, Kreuzung  363, Holstein  253, Red Holstein  147, Swiss Fleckvieh  129","Belinda  5, Marlen  5"
Montfaucon,1196.0,65.5,209.1,"Red Holstein  264, Holstein  232, Limousin  200, Angus  195, Kreuzung  163","Fanny  5, Gina  5"
Cugnasco-Gerra,42.0,2.3,1.5,"Braunvieh  25, Kiwicross  7",
Seedorf (UR),181.0,9.4,8.9,"Braunvieh  123, Original Braunvieh  22, Holstein  11, Kreuzung  9, Limousin  6",
Liestal,238.0,13.1,1.6,"Kreuzung  123, Swiss Fleckvieh  61, Holstein  55, Simmental  40, Red Holstein  31",
Les Ponts-de-Martel,1423.0,78.3,115.7,"Red Holstein  391, Montbéliarde  308, Holstein  281, Swiss Fleckvieh  191, Angus  128","Noisette  5, Vanille  5"
Plasselb,1559.0,85.8,154.4,"Red Holstein  386, Holstein  374, Swiss Fleckvieh  289, Angus  183, Kreuzung  97","Bella  7, Perle  5"
Kaisten,633.0,35.0,23.0,"Kreuzung  662, Simmental  204, Limousin  191, Swiss Fleckvieh  82, Angus  80",Anton  7
Kallnach,834.0,46.4,37.6,"Red Holstein  209, Swiss Fleckvieh  184, Kreuzung  165, Holstein  143, Simmental  100","Köbu  12, Jana  5, Vreni  5"
Schlatt-Haslen,1687.0,94.1,149.8,"Braunvieh  1058, Kreuzung  341, Holstein  148, Original Braunvieh  124, Red Holstein  118","Bella  9, Luna  8, Viola  8, Lena  7, Linda  7, Nina  7, Ronja  7"
Neunkirch,337.0,18.8,14.0,"Kreuzung  420, Limousin  86, Angus  75, Red Holstein  51, Simmental  35",Max  5
Pleigne,1428.0,80.0,409.2,"Holstein  613, Red Holstein  248, Angus  229, Limousin  218, Kreuzung  89","Vanille  11, Eclaire  7, Derborance  6, Fiona  5, Havanna  5, Selina  5"
Oberbüren,2030.0,114.5,44.4,"Braunvieh  663, Holstein  569, Kreuzung  306, Red Holstein  279, Limousin  146","Lisa  10, Bella  9, Alma  7, Anna  7, Bianca  7, Daria  7, Diana  7, Dora  7, Lena  7, Sissi  7, Tina  7"
Ennetbürgen,515.0,55.3,10.6,"Braunvieh  253, Original Braunvieh  95, Kreuzung  44, Simmental  37, Swiss Fleckvieh  36","Arnika  5, Bella  5"
Horrenbach-Buchen,1325.0,65.0,586.3,"Swiss Fleckvieh  506, Simmental  256, Holstein  151, Red Holstein  139, Kreuzung  114","Sina  9, Bianca  7, Arnika  6, Kira  6, Olga  6, Ronja  6"
Pfaffnau,1267.0,71.7,47.4,"Kreuzung  394, Holstein  375, Braunvieh  217, Swiss Fleckvieh  180, Limousin  111","Diana  6, Susi  6, Bella  5, Gabi  5"
Sembrancher,235.0,13.3,22.4,"Eringer  138, Red Holstein  56, Highland Cattle  38, Holstein  7",
Corgémont,1256.0,71.1,70.8,"Angus  252, Limousin  242, Red Holstein  227, Swiss Fleckvieh  214, Holstein  171",Bella  5
Hüttwilen,434.0,24.6,24.6,"Braunvieh  126, Red Holstein  107, Kreuzung  103, Swiss Fleckvieh  60, Limousin  45",
Jorat-Menthue,787.0,44.6,49.1,"Red Holstein  314, Montbéliarde  183, Holstein  147, Kreuzung  99, Angus  64",
Niedergesteln,14.0,0.8,1.9,Highland Cattle  6,
Merishausen,438.0,24.9,49.9,"Kreuzung  202, Swiss Fleckvieh  96, Holstein  95, Montbéliarde  93, Charolais  78",
Montagny (FR),924.0,52.7,34.1,"Holstein  354, Angus  215, Limousin  165, Kreuzung  160, Red Holstein  153",
Törbel,250.0,14.3,50.2,"Eringer  165, Braunvieh  24, Simmental  20, Highland Cattle  15, Holstein  6, Swiss Fleckvieh  6",
Feusisberg,982.0,56.1,18.1,"Braunvieh  515, Holstein  155, Kreuzung  107, Original Braunvieh  70, Limousin  51, Red Holstein  51","Fiona  7, Arve  5, Bianca  5"
Schwellbrunn,1345.0,77.2,86.8,"Braunvieh  803, Original Braunvieh  273, Kreuzung  235, Limousin  57, Red Holstein  40","Bella  14, Enzian  9, Gloria  9, Vroni  8, Belinda  7, Lisa  7, Luna  7"
Sattel,1305.0,75.0,67.8,"Braunvieh  595, Original Braunvieh  237, Kreuzung  173, Holstein  136, Red Holstein  70","Viola  9, Bella  7, Mona  7, Diana  6, Linda  6, Tina  6"
Römerswil,2096.0,126.3,115.8,"Kreuzung  729, Holstein  565, Braunvieh  434, Red Holstein  195, Swiss Fleckvieh  189","Bella  8, Dora  8, Lisa  8, Sina  7, Alaska  6, Belinda  6, Bianca  6, Fina  6, Luna  6, Nina  6, Paula  6, Ronja  6, Sara  6"
La Chaux-du-Milieu,1005.0,58.1,195.5,"Montbéliarde  219, Swiss Fleckvieh  200, Red Holstein  178, Holstein  108, Rotfleckvieh  101",Noisette  5
Gland,78.0,9.4,0.6,"Angus  92, Braunvieh  60, Hereford  38, Jersey  8",
Huttwil,1773.0,102.8,35.4,"Swiss Fleckvieh  677, Red Holstein  410, Kreuzung  281, Holstein  179, Limousin  114","Bella  8, Nina  8, Diana  7, Fabiola  7, Gloria  7, Lara  7, Nora  7"
Gränichen,326.0,18.9,4.0,"Kreuzung  153, Red Holstein  85, Swiss Fleckvieh  72, Angus  27, Limousin  17",
Walkringen,1471.0,85.5,83.8,"Red Holstein  410, Swiss Fleckvieh  351, Holstein  228, Kreuzung  105, Limousin  87","Belinda  8, Luna  8, Alina  6, Daisy  6, Mia  6, Vanessa  6, Viola  6"
Rüderswil,1900.0,110.4,80.1,"Red Holstein  635, Swiss Fleckvieh  438, Holstein  391, Kreuzung  164, Limousin  114","Ronja  8, Tina  8, Dana  6, Elena  6, Elsa  6, Lara  6, Lea  6, Viola  6"
Wigoltingen,953.0,55.6,37.3,"Holstein  296, Kreuzung  234, Braunvieh  223, Red Holstein  95, Limousin  83",
Stansstad,409.0,45.1,8.7,"Braunvieh  213, Kreuzung  143, Limousin  59, Original Braunvieh  53, Swiss Fleckvieh  30",Sina  6
Pully,149.0,25.4,0.8,"Holstein  85, Red Holstein  61, Jersey  8",
Hergiswil (NW),374.0,26.2,6.4,"Braunvieh  209, Kreuzung  57, Original Braunvieh  33, Holstein  19, Limousin  18, Red Holstein  18",
Utzenstorf,499.0,29.5,11.3,"Red Holstein  220, Swiss Fleckvieh  154, Kreuzung  103, Holstein  54, Limousin  24",
