year,month,breed,n_animals
2017,5,Mastiff,58.0
2017,6,Mastiff,57.0
2017,7,Mastiff,55.0
2017,8,Mastiff,55.0
2017,9,Mastiff,55.0
2017,10,Mastiff,55.0
2017,11,Mastiff,54.0
2017,12,Mastiff,55.0
2018,1,Mastiff,56.0
2018,2,Mastiff,54.0
2018,3,Mastiff,54.0
2018,4,Mastiff,54.0
2018,5,Mastiff,55.0
2018,6,Mastiff,56.0
2018,7,Mastiff,57.0
2018,8,Mastiff,57.0
2018,9,Mastiff,57.0
2018,10,Mastiff,57.0
2018,11,Mastiff,57.0
2018,12,Mastiff,57.0
2019,1,Mastiff,60.0
2019,2,Mastiff,59.0
2019,3,Mastiff,58.0
2019,4,Mastiff,58.0
2019,5,Mastiff,58.0
2019,6,Mastiff,58.0
2019,7,Mastiff,56.0
2019,8,Mastiff,57.0
2019,9,Mastiff,55.0
2019,10,Mastiff,56.0
2019,11,Mastiff,56.0
2019,12,Mastiff,56.0
2020,1,Mastiff,56.0
2020,2,Mastiff,56.0
2020,3,Mastiff,54.0
2020,4,Mastiff,55.0
2020,5,Mastiff,55.0
2020,6,Mastiff,56.0
2020,7,Mastiff,57.0
2020,8,Mastiff,57.0
2020,9,Mastiff,57.0
2020,10,Mastiff,57.0
2020,11,Mastiff,57.0
2020,12,Mastiff,57.0
2021,1,Mastiff,58.0
2021,2,Mastiff,56.0
2021,3,Mastiff,58.0
2021,4,Mastiff,58.0
2021,5,Mastiff,58.0
2021,6,Mastiff,58.0
2021,7,Mastiff,60.0
2021,8,Mastiff,61.0
2021,9,Mastiff,61.0
2021,10,Mastiff,61.0
2021,11,Mastiff,62.0
2021,12,Mastiff,62.0
2022,1,Mastiff,62.0
2022,2,Mastiff,62.0
2022,3,Mastiff,61.0
2022,4,Mastiff,63.0
2022,5,Mastiff,63.0
2022,6,Mastiff,62.0
2022,7,Mastiff,64.0
2022,8,Mastiff,64.0
2022,9,Mastiff,65.0
2022,10,Mastiff,65.0
2022,11,Mastiff,65.0
2022,12,Mastiff,64.0
2023,1,Mastiff,66.0
2023,2,Mastiff,68.0
2023,3,Mastiff,67.0
2023,4,Mastiff,67.0
2023,5,Mastiff,66.0
2023,6,Mastiff,65.0
2023,7,Mastiff,64.0
2016,1,Mastin Espanol,25.0
2016,2,Mastin Espanol,25.0
2016,3,Mastin Espanol,24.0
2016,4,Mastin Espanol,22.0
2016,5,Mastin Espanol,23.0
2016,6,Mastin Espanol,23.0
2016,7,Mastin Espanol,25.0
2016,8,Mastin Espanol,26.0
2016,9,Mastin Espanol,26.0
2016,10,Mastin Espanol,29.0
2016,11,Mastin Espanol,31.0
2016,12,Mastin Espanol,32.0
2017,1,Mastin Espanol,31.0
2017,2,Mastin Espanol,31.0
2017,3,Mastin Espanol,32.0
2017,4,Mastin Espanol,32.0
2017,5,Mastin Espanol,34.0
2017,6,Mastin Espanol,34.0
2017,7,Mastin Espanol,35.0
2017,8,Mastin Espanol,35.0
2017,9,Mastin Espanol,33.0
2017,10,Mastin Espanol,34.0
2017,11,Mastin Espanol,35.0
2017,12,Mastin Espanol,35.0
2018,1,Mastin Espanol,35.0
2018,2,Mastin Espanol,35.0
2018,3,Mastin Espanol,36.0
2018,4,Mastin Espanol,36.0
2018,5,Mastin Espanol,36.0
2018,6,Mastin Espanol,36.0
2018,7,Mastin Espanol,36.0
2018,8,Mastin Espanol,36.0
2018,9,Mastin Espanol,36.0
2018,10,Mastin Espanol,36.0
2018,11,Mastin Espanol,37.0
2018,12,Mastin Espanol,38.0
2019,1,Mastin Espanol,41.0
2019,2,Mastin Espanol,41.0
2019,3,Mastin Espanol,41.0
2019,4,Mastin Espanol,42.0
2019,5,Mastin Espanol,42.0
2019,6,Mastin Espanol,43.0
2019,7,Mastin Espanol,43.0
2019,8,Mastin Espanol,43.0
2019,9,Mastin Espanol,43.0
2019,10,Mastin Espanol,44.0
2019,11,Mastin Espanol,45.0
2019,12,Mastin Espanol,45.0
2020,1,Mastin Espanol,46.0
2020,2,Mastin Espanol,46.0
2020,3,Mastin Espanol,46.0
2020,4,Mastin Espanol,46.0
2020,5,Mastin Espanol,46.0
2020,6,Mastin Espanol,47.0
2020,7,Mastin Espanol,47.0
2020,8,Mastin Espanol,47.0
2020,9,Mastin Espanol,48.0
2020,10,Mastin Espanol,49.0
2020,11,Mastin Espanol,50.0
2020,12,Mastin Espanol,50.0
2021,1,Mastin Espanol,52.0
2021,2,Mastin Espanol,54.0
2021,3,Mastin Espanol,56.0
2021,4,Mastin Espanol,59.0
2021,5,Mastin Espanol,59.0
2021,6,Mastin Espanol,62.0
2021,7,Mastin Espanol,62.0
2021,8,Mastin Espanol,61.0
2021,9,Mastin Espanol,61.0
2021,10,Mastin Espanol,60.0
2021,11,Mastin Espanol,60.0
2021,12,Mastin Espanol,58.0
2022,1,Mastin Espanol,57.0
2022,2,Mastin Espanol,59.0
2022,3,Mastin Espanol,59.0
2022,4,Mastin Espanol,59.0
2022,5,Mastin Espanol,59.0
2022,6,Mastin Espanol,57.0
2022,7,Mastin Espanol,59.0
2022,8,Mastin Espanol,60.0
2022,9,Mastin Espanol,61.0
2022,10,Mastin Espanol,63.0
2022,11,Mastin Espanol,63.0
2022,12,Mastin Espanol,63.0
2023,1,Mastin Espanol,64.0
2023,2,Mastin Espanol,64.0
2023,3,Mastin Espanol,65.0
2023,4,Mastin Espanol,66.0
2023,5,Mastin Espanol,66.0
2023,6,Mastin Espanol,65.0
2023,7,Mastin Espanol,65.0
2016,1,Mastino Neapoletano,32.0
2016,2,Mastino Neapoletano,31.0
2016,3,Mastino Neapoletano,31.0
