commune,count,count_per_surfacekm2,count_per100_inhabitants,top5breeds,top5names
Muttenz,2249.0,135.1,12.5,"European  991, European Shorthair  743, British Shorthair  105, Crossbred  85, European Longhair  50","Leo  23, Luna  22, Lilly  15, Mia  14, Charly  12, Nala  12"
Lutry,2661.0,314.5,25.4,"European  2159, Crossbred  79, European Shorthair  74, Maine Coon  45, Sacred Birman  33","Luna  14, Plume  9, Tigrou  9, Jack  7, Lola  7, Léon  7, Nala  7"
Delley-Portalban,172.0,24.9,14.1,"European  108, European Shorthair  21, Crossbred  15, Bengal  8, British Shorthair  5",
La Rippe,143.0,8.6,12.6,"European  99, Crossbred  10, Bengal  6, European Shorthair  6, Ragdoll  5",
Bolligen,675.0,40.7,10.7,"European  302, European Shorthair  219, Crossbred  40, Maine Coon  19, British Shorthair  17","Luna  18, Nala  11, Leo  8, Louis  8, Charly  6, Momo  6"
Benken (SG),254.0,15.4,8.5,"European Shorthair  107, European  77, British Shorthair  19, Crossbred  10, European Longhair  8, Maine Coon  8","Luna  7, Charly  6"
Oberdiessbach,391.0,23.7,11.0,"European  236, European Shorthair  57, Crossbred  27, British Shorthair  15, Persian  13","Luna  11, Nala  7, Filou  5, Leo  5, Moritz  5"
Wängi,572.0,34.8,12.0,"European  272, European Shorthair  152, Crossbred  46, Maine Coon  34, Norwegian Forest Cat  20","Luna  11, Leo  9, Nala  9, Filou  6, Lucy  6"
Aigle,1247.0,76.0,11.9,"European  588, Norwegian Forest Cat  399, Crossbred  41, Maine Coon  29, European Shorthair  28","Luna  10, Nala  9, Caramel  6, Kira  6, Mimi  6, Tao  6"
Niederhelfenschwil,359.0,21.9,11.3,"European Shorthair  141, European  126, British Shorthair  22, Maine Coon  12, Crossbred  9, European Longhair  9","Luna  7, Mia  6, Nala  6"
Schattdorf,222.0,13.6,4.1,"European  100, European Shorthair  52, Crossbred  18, Bengal  7, European Longhair  6, Maine Coon  6, Sacred Birman  6",
Kleinlützel,160.0,9.8,13.1,"European  95, European Shorthair  46, Crossbred  5",Luna  6
Seewen,155.0,9.5,15.2,"European  82, European Shorthair  45, Maine Coon  8, Crossbred  6",
Herbetswil,90.0,5.5,15.8,"European  45, European Shorthair  27, Crossbred  9",
Villeret,77.0,4.7,8.2,"European  44, European Shorthair  11, Crossbred  5",
Perroy,185.0,63.8,12.2,"European  105, European Shorthair  16, Crossbred  13, Ragdoll  13, British Shorthair  8",
L'Isle,164.0,10.1,15.4,"European  110, Crossbred  16, Persian  6, European Longhair  5",
Oberdorf (NW),142.0,8.8,4.6,"European  86, European Shorthair  23, Crossbred  6",
Ueberstorf,229.0,14.2,9.6,"European  98, European Shorthair  68, Crossbred  9, Maine Coon  9, British Shorthair  7, Sacred Birman  7","Nala  6, Leo  5"
Brot-Plamboz,8.0,0.5,2.8,European  7,
Bülach,1485.0,92.3,6.8,"European Shorthair  598, European  439, Crossbred  95, British Shorthair  91, Maine Coon  51","Luna  24, Nala  17, Leo  12, Kira  11, Jimmy  10, Lilly  10, Mia  10"
Prez,49.0,3.1,2.1,"European  23, Maine Coon  9",
Rheinfelden,886.0,55.3,6.5,"European  321, European Shorthair  242, British Shorthair  97, Crossbred  58, Maine Coon  38","Luna  14, Leo  10, Nala  8, Cleo  6, Milo  6"
Savigny,470.0,29.4,14.0,"European  313, Crossbred  24, Ragdoll  18, European Shorthair  17, Siberian  13","Gribouille  6, Léo  5"
Trachselwald,93.0,5.8,9.7,"European  50, European Shorthair  19, European Longhair  5, Unknown  5",
Gurmels,609.0,35.2,13.6,"European  309, European Shorthair  135, Crossbred  46, Maine Coon  25, British Shorthair  18","Luna  11, Leo  8, Milo  8, Nala  7, Rocky  7"
Buchs (SG),937.0,58.7,7.2,"European  384, European Shorthair  335, Crossbred  39, British Shorthair  37, Maine Coon  24","Luna  18, Nala  12, Bella  9, Mia  9, Charly  8, Lilly  8, Max  8, Tom  8"
Walchwil,251.0,18.5,6.6,"European  123, European Shorthair  27, Crossbred  18, British Shorthair  16, Maine Coon  9",
Schaan,558.0,20.7,9.2,"European  243, European Shorthair  197, British Shorthair  30, Crossbred  18, Maine Coon  17","Luna  9, Bella  6"
Niederbüren,130.0,8.2,8.6,"European Shorthair  58, European  39, Crossbred  7, Bengal  6, British Shorthair  6",
Werthenstein,89.0,5.6,4.2,"European  50, European Shorthair  15, Crossbred  5, Maine Coon  5",
Münsingen,1329.0,84.3,10.2,"European  741, European Shorthair  298, Crossbred  70, Maine Coon  37, British Shorthair  31","Luna  24, Nala  20, Charly  14, Mila  13, Leo  12"
Flüelen,82.0,6.6,4.0,"European Shorthair  30, European  15, Maine Coon  15, British Shorthair  6, Crossbred  5",
St. Ursen,47.0,3.0,3.4,"European Shorthair  21, European  20",
Balsthal,542.0,34.5,8.7,"European  243, European Shorthair  170, Crossbred  48, Ragdoll  17, Maine Coon  11, Unknown  11","Luna  12, Mogli  7, Nala  6, Findus  5, Kira  5"
Le Cerneux-Péquignot,24.0,1.5,7.7,"European  15, European Shorthair  7",
Langenbruck,116.0,7.4,12.2,"European  62, European Shorthair  29, Crossbred  7, Unknown  5",
Trubschachen,81.0,5.2,5.5,"European  52, European Shorthair  12, Norwegian Forest Cat  5",
Moudon,417.0,26.6,6.8,"European  250, European Shorthair  37, Crossbred  20, Bengal  18, Maine Coon  15","Mia  6, Tigrou  5"
Basadingen-Schlattingen,389.0,24.9,21.4,"European  182, European Shorthair  100, Crossbred  22, Unknown  21, Maine Coon  17","Luna  9, Filou  6, Findus  5"
Thundorf,193.0,12.4,12.8,"European  126, European Shorthair  38, Crossbred  10",
Burgdorf,1352.0,86.9,8.2,"European  920, European Shorthair  153, British Shorthair  65, Crossbred  52, Maine Coon  39","Luna  22, Nala  16, Max  14, Leo  13, Lilly  12"
Albinen,8.0,0.5,3.3,,
Schlatt (TG),292.0,18.8,16.1,"European  131, European Shorthair  76, Maine Coon  35, Crossbred  14, Bengal  6, British Shorthair  6",Luna  9
Blumenstein,154.0,9.9,12.5,"European  111, European Shorthair  17, British Shorthair  6",
Bözberg,285.0,18.4,17.1,"European  142, European Shorthair  47, Crossbred  22, British Shorthair  11, Unknown  11",
Laupersdorf,168.0,10.8,9.3,"European  89, European Shorthair  41, Crossbred  8, Norwegian Forest Cat  7, British Shorthair  5, Ragdoll  5, Unknown  5",
Rothenburg,538.0,34.7,7.0,"European  300, European Shorthair  106, Crossbred  36, British Shorthair  26, Norwegian Forest Cat  11","Luna  10, Mia  6, Leo  5, Nala  5"
Weinfelden,905.0,58.5,7.8,"European Shorthair  376, European  325, Crossbred  48, British Shorthair  34, European Longhair  31","Luna  16, Nala  12, Max  9, Mia  9, Findus  6, Kira  6, Leo  6, Mogli  6, Sira  6, Speedy  6"
Dallenwil,70.0,4.5,3.8,"European  55, European Shorthair  9",
Villorsonnens,146.0,9.4,9.8,"European  100, Maine Coon  8, European Shorthair  5, Sacred Birman  5, Siberian  5",
Ersigen,241.0,15.6,11.7,"European  143, Crossbred  23, European Shorthair  23, Bengal  11, British Shorthair  10",Luna  5
Villaz,44.0,2.9,1.9,European  26,
Chardonne,429.0,41.6,13.9,"European  255, Crossbred  23, European Shorthair  22, Maine Coon  21, Bengal  11, Siamese  11",
Buchholterberg,187.0,12.2,12.3,"European  102, Maine Coon  44, European Shorthair  15, Norwegian Forest Cat  10, British Shorthair  6",
Hallau,285.0,18.6,13.1,"European  146, European Shorthair  60, Crossbred  19, Maine Coon  14, Norwegian Forest Cat  8",
Schötz,258.0,16.9,5.6,"European  130, European Shorthair  37, Maine Coon  20, Unknown  13, Crossbred  12",Mia  5
Teufen (AR),607.0,39.8,9.5,"European  354, European Shorthair  142, Norwegian Forest Cat  19, British Shorthair  16, Crossbred  16","Luna  14, Nala  10, Momo  9, Leo  8, Lilly  7, Tigi  7"
Isérables,42.0,2.8,5.1,"European  22, Maine Coon  10",
Gryon,199.0,13.1,14.5,"European  149, Maine Coon  15, Crossbred  11, Bengal  5, Persian  5",
Versoix,708.0,67.4,5.3,"European  402, European Shorthair  57, Crossbred  31, Maine Coon  30, British Shorthair  23","Luna  7, Coco  5, Plume  5"
Tuggen,218.0,16.1,6.6,"European  87, European Shorthair  79, Maine Coon  8, British Shorthair  7, Norwegian Forest Cat  7",
Grossaffoltern,570.0,37.8,18.8,"European  328, European Shorthair  135, Crossbred  23, British Shorthair  19, Norwegian Forest Cat  14","Nala  11, Luna  9, Filou  8, Leo  7, Rocky  6"
Bönigen,365.0,24.2,14.2,"European  243, European Shorthair  76, Crossbred  10, Maine Coon  8, Unknown  8","Nala  6, Leo  5"
Port-Valais,399.0,27.8,9.3,"European  233, Maine Coon  32, Bengal  24, Crossbred  21, European Shorthair  12",
Neftenbach,703.0,46.6,12.2,"European Shorthair  313, European  178, Crossbred  43, European Longhair  29, British Shorthair  24","Nala  9, Luna  7, Filou  6, Leo  6, Mogli  6"
Rüegsau,312.0,20.7,9.6,"European  182, European Shorthair  62, Crossbred  18, British Shorthair  9, Maine Coon  7","Namenlos  11, Luna  8"
Yverdon-les-Bains,2086.0,154.1,7.0,"European  1373, European Shorthair  100, Crossbred  96, Maine Coon  81, Persian  61","Caramel  18, Luna  17, Nala  15, Plume  14, Caline  13"
Saint-Brais,,,,,
Ausserberg,27.0,1.8,4.3,European  16,
Cama,59.0,3.9,10.0,"European  38, Maine Coon  7",
Sonceboz-Sombeval,162.0,10.8,8.3,"European  100, European Shorthair  15, Crossbred  9, Maine Coon  9",
Ennetmoos,155.0,11.0,6.9,"European  94, European Shorthair  24, Crossbred  15",
Ursy,380.0,25.5,11.5,"European  184, Maine Coon  41, Sacred Birman  33, Crossbred  24, British Shorthair  18",Plume  6
Saint-Maurice,303.0,20.3,6.7,"European  218, Maine Coon  21, Crossbred  12, Persian  10, European Shorthair  9",Plume  5
Wiler (Lötschen),9.0,0.6,1.6,European  6,
Nottwil,228.0,22.1,5.6,"European  102, European Shorthair  69, Crossbred  17, Unknown  10, British Shorthair  7",
Lyss,1557.0,105.0,9.9,"European  906, European Shorthair  172, Crossbred  89, British Shorthair  62, Maine Coon  61","Luna  33, Nala  18, Leo  14, Tigi  13, Filou  12, Mia  12"
Steffisburg,1464.0,98.9,9.2,"European  847, European Shorthair  315, Crossbred  74, Maine Coon  40, British Shorthair  34","Luna  32, Nala  17, Leo  16, Balu  13, Mia  13"
Surpierre,71.0,4.8,6.2,"European  42, Norwegian Forest Cat  9, European Shorthair  8",
Tavannes,232.0,15.7,6.7,"European  150, European Shorthair  17, Crossbred  12, Maine Coon  7, Ragdoll  6",Nala  5
Maur,1221.0,82.7,11.3,"European Shorthair  407, European  375, Crossbred  94, British Shorthair  90, Maine Coon  40","Luna  13, Leo  10, Max  9, Lilly  8, Nala  8"
Porrentruy,324.0,22.0,5.0,"European  218, European Shorthair  41, Maine Coon  19, Crossbred  11, Ragdoll  6",Mimi  5
Cortébert,52.0,3.5,7.5,"European  33, European Shorthair  7",
Radelfingen,231.0,15.7,18.2,"European  103, European Shorthair  94, Crossbred  11, European Longhair  6, Bengal  5",
Bowil,142.0,9.7,10.5,"European  88, European Shorthair  27, Maine Coon  10, Crossbred  6",
Regensdorf,1277.0,87.3,6.9,"European Shorthair  483, European  379, British Shorthair  71, Crossbred  68, Maine Coon  64","Luna  25, Leo  14, Lilly  9, Kira  8, Lucy  8, Mimi  8"
Kirchdorf (BE),130.0,8.9,7.2,"European  74, European Shorthair  20, Maine Coon  9, Crossbred  8",
Dalpe,9.0,0.6,5.2,,
Wattenwil,308.0,21.2,10.1,"European  209, European Shorthair  40, Unknown  12, Crossbred  9, British Shorthair  7, Norwegian Forest Cat  7, Persian  7","Leo  5, Nala  5"
Egg,1380.0,95.0,15.6,"European Shorthair  599, European  489, Crossbred  57, British Shorthair  44, Maine Coon  36","Luna  21, Nala  11, Mimi  9, Coco  7, Leo  7"
Uzwil,848.0,58.5,6.4,"European Shorthair  344, European  310, Crossbred  36, British Shorthair  28, Bengal  18, European Longhair  18","Nala  14, Luna  13, Lilly  11, Lucy  10, Filou  9"
Laufenburg,275.0,19.0,7.5,"European  124, European Shorthair  68, Maine Coon  32, Crossbred  19, British Shorthair  9","Lilly  7, Luna  6"
Amlikon-Bissegg,223.0,15.4,16.7,"European  91, European Shorthair  71, Devon Rex  27, Crossbred  9, European Longhair  5",
Affeltrangen,342.0,23.7,12.9,"European  152, European Shorthair  103, Crossbred  25, British Shorthair  20, Maine Coon  10","Baghira  5, Luna  5"
Bonaduz,256.0,17.8,7.4,"European Shorthair  121, European  58, Crossbred  29, British Shorthair  11, European Longhair  10",
Aubonne,373.0,26.0,9.9,"European  213, Crossbred  28, British Shorthair  26, European Shorthair  18, Maine Coon  12, Sacred Birman  12",
Bösingen,422.0,29.5,12.3,"European  194, European Shorthair  101, Norwegian Forest Cat  39, Crossbred  17, Maine Coon  16","Luna  9, Kira  5"
Wolhusen,179.0,12.5,4.1,"European  111, European Shorthair  22, Crossbred  12, British Shorthair  6",
Vérossaz,86.0,6.0,11.1,"European  52, Maine Coon  9, Crossbred  7, European Shorthair  5",
Scharans,80.0,5.6,10.1,"European  36, European Shorthair  15, Norwegian Forest Cat  7, Crossbred  6",
Tévenon,238.0,16.7,26.6,"Sacred Birman  94, European  88, Maine Coon  19, Crossbred  7, European Shorthair  7",
Staldenried,18.0,1.3,3.4,European  11,
Grächen,35.0,2.5,2.8,"European  17, Unknown  8, European Shorthair  5",
Stocken-Höfen,153.0,10.8,14.7,"European  103, European Shorthair  17, Maine Coon  11, Crossbred  5",Luna  5
Russikon,679.0,47.8,15.4,"European Shorthair  291, European  180, Crossbred  56, Maine Coon  29, British Shorthair  25","Luna  14, Baghira  6, Leo  6, Mia  6, Nala  6"
Lavey-Morcles,137.0,9.6,14.5,"European  98, Maine Coon  13",
La Ferrière,41.0,2.9,7.7,"European  31, European Shorthair  5",
Dürrenroth,189.0,13.4,18.0,"European  144, European Shorthair  16, Maine Coon  8, Sacred Birman  6, Crossbred  5",
Marthalen,282.0,20.0,14.6,"European  119, European Shorthair  104, Crossbred  16, Maine Coon  11, European Longhair  8",
Lütisburg,143.0,10.1,8.9,"European  72, European Shorthair  38, Crossbred  11, British Shorthair  8",
Eischoll,14.0,1.0,3.1,European  11,
Oberuzwil,539.0,38.3,8.3,"European  230, European Shorthair  196, Crossbred  22, British Shorthair  21, Maine Coon  21","Nala  14, Luna  12, Leo  8, Tigi  6, Whisky  6"
Fläsch,88.0,4.4,10.6,"European  41, European Shorthair  33",
Volketswil,1740.0,123.9,9.2,"European Shorthair  607, European  533, British Shorthair  126, Crossbred  118, Maine Coon  68","Luna  36, Nala  17, Mia  16, Leo  15, Mimi  11"
Altishofen,114.0,8.0,5.8,"European  69, European Shorthair  20, Crossbred  7, Maine Coon  6, British Shorthair  5",Luna  5
Steg-Hohtenn,50.0,3.6,3.1,"European  31, Norwegian Forest Cat  6",
Uesslingen-Buch,194.0,13.8,17.7,"European  108, European Shorthair  51, European Longhair  8, Crossbred  7, British Shorthair  5",
Unterseen,523.0,37.4,9.1,"European  306, European Shorthair  123, Crossbred  24, Maine Coon  19, British Shorthair  11","Nala  8, Luna  7, Filou  5, Sämi  5"
Lens,468.0,33.5,10.8,"European  293, European Shorthair  36, Maine Coon  32, Crossbred  19, Persian  12",
Cheseaux-Noréaz,72.0,12.2,9.7,European  52,
Degersheim,268.0,18.5,6.5,"European Shorthair  118, European  77, British Shorthair  27, Crossbred  15, Maine Coon  13","Nala  7, Tigi  7, Luna  5"
Bellwald,43.0,3.1,12.1,"European  28, European Shorthair  7",
Hägendorf,481.0,34.5,9.3,"European  198, European Shorthair  131, Crossbred  30, British Shorthair  25, Maine Coon  24","Luna  11, Filou  10, Nala  8, Leo  7, Kira  6, Nero  6"
Meggen,560.0,77.0,7.4,"European  285, European Shorthair  109, British Shorthair  50, Crossbred  21, Maine Coon  13, Norwegian Forest Cat  13","Nala  7, Leo  6, Momo  6, Chili  5, Luna  5, Nero  5"
Zell (LU),116.0,8.3,5.5,"European  44, European Shorthair  43, Unknown  10, British Shorthair  9",
Grandson,418.0,53.2,12.4,"European  256, Maine Coon  27, European Shorthair  26, Crossbred  24, Bengal  13","Gribouille  6, Luna  5"
Saicourt,46.0,3.3,7.1,"European  29, Maine Coon  5",
Leuggern,267.0,19.4,12.2,"European  102, European Shorthair  83, Maine Coon  19, Crossbred  16, British Shorthair  9","Nala  8, Luna  6"
Herdern,195.0,14.2,17.5,"European  91, European Shorthair  38, Norwegian Forest Cat  16, Crossbred  15, Bengal  6",
Bure,25.0,1.8,3.9,European  21,
Brittnau,554.0,40.5,14.0,"European  200, European Shorthair  190, Norwegian Forest Cat  41, Crossbred  39, Maine Coon  17","Luna  9, Baghira  7, Lilly  6, Mia  6, Felix  5, Leo  5, Nala  5, Nemo  5"
Les Genevez (JU),33.0,2.4,6.4,"European  14, European Shorthair  5, Persian  5",
Dübendorf,1984.0,145.7,6.6,"European Shorthair  793, European  585, Crossbred  101, British Shorthair  99, Maine Coon  72","Luna  37, Leo  18, Momo  14, Nala  13, Merlin  11"
Hausen am Albis,519.0,38.2,13.7,"European Shorthair  238, European  181, Crossbred  21, European Longhair  14, British Shorthair  13","Luna  9, Nala  9, Felix  7, Balu  6, Tigi  5"
Bonfol,35.0,2.6,5.3,"European  21, Maine Coon  7",
Morges,1329.0,346.1,8.3,"European  751, Crossbred  102, European Shorthair  66, Maine Coon  48, Norwegian Forest Cat  37","Luna  14, Caramel  10, Isis  8, Nala  7, Felix  6, Leo  6"
Courtételle,168.0,12.4,6.4,"European  86, European Shorthair  21, Maine Coon  11, Ragdoll  11, British Shorthair  9",
Bourrignon,13.0,1.0,4.8,European  11,
Rolle,466.0,170.1,7.4,"European  236, Maine Coon  42, European Shorthair  33, Crossbred  29, Ragdoll  20",
Merenschwand,435.0,32.2,11.7,"European  194, European Shorthair  100, Crossbred  21, Maine Coon  19, British Shorthair  17, Siberian  17","Luna  7, Nala  7"
Ramsen,186.0,13.8,12.7,"European  106, European Shorthair  23, Crossbred  13, Maine Coon  10, British Shorthair  7",
Schmitten (FR),391.0,29.0,9.4,"European  152, European Shorthair  126, European Longhair  20, Maine Coon  19, Crossbred  16","Nala  7, Jimmy  6, Luna  6"
Soubey,8.0,0.6,6.1,,
Cormoret,50.0,3.7,10.1,"European  35, European Shorthair  6",
Bürchen,29.0,2.2,3.9,"European  16, European Shorthair  11",
Sauge,120.0,8.9,14.5,"European  53, European Shorthair  43, Maine Coon  9",
La Verrerie,133.0,9.9,10.2,"European  81, Maine Coon  14, European Shorthair  12, Crossbred  6",
Felsberg,242.0,18.1,9.2,"European Shorthair  115, European  69, Crossbred  11, European Longhair  9, British Shorthair  6, Maine Coon  6",Nala  5
Embd,6.0,0.4,2.1,,
Rhäzüns,105.0,7.9,6.5,"European Shorthair  44, European  29, British Shorthair  8, Crossbred  5, Maine Coon  5",
Wald (BE),162.0,12.2,14.0,"European  106, European Shorthair  31, Crossbred  7",
Echichens,340.0,25.6,10.9,"European  198, Crossbred  21, European Shorthair  18, British Shorthair  15, Siberian  13",
Wünnewil-Flamatt,429.0,32.3,7.7,"European  206, European Shorthair  105, Crossbred  19, British Shorthair  18, European Longhair  14","Luna  8, Nala  7"
Galgenen,548.0,41.3,10.4,"European  262, European Shorthair  116, Crossbred  36, Maine Coon  35, British Shorthair  28","Luna  13, Filou  7, Nala  6, Gismo  5, Leo  5, Mimi  5"
Lostorf,549.0,41.4,13.9,"European  233, European Shorthair  152, Crossbred  37, Maine Coon  35, British Shorthair  33","Luna  16, Nala  11, Filou  5"
Linden,133.0,10.1,10.2,"European  87, European Shorthair  22, Unknown  10, Maine Coon  7",
Locarno,815.0,43.6,5.2,"European  409, European Shorthair  89, Maine Coon  51, Crossbred  39, Sphynx  31","Luna  6, Birba  5, Kira  5"
Eschenbach (LU),249.0,18.8,6.8,"European  150, European Shorthair  40, British Shorthair  12, Maine Coon  11, Crossbred  10",Luna  5
Visp,357.0,27.0,4.4,"European  155, British Shorthair  37, European Shorthair  35, Norwegian Forest Cat  24, Unknown  19","Nala  7, Luna  5"
Chevroux,64.0,18.8,13.0,"European  43, European Shorthair  5, Persian  5",
Wilderswil,296.0,22.4,11.2,"European  177, European Shorthair  66, Maine Coon  17, Crossbred  14","Leo  5, Luna  5, Mogli  5, Sämi  5"
Vaulion,72.0,5.5,14.3,"European  57, European Shorthair  5",
Pfyn,284.0,21.6,13.5,"European  158, European Shorthair  76, Crossbred  14, Maine Coon  11, British Shorthair  7","Nala  7, Luna  6, Mia  5"
Berg (TG),454.0,34.6,13.2,"European  214, European Shorthair  160, Crossbred  18, European Longhair  17, Bengal  10, British Shorthair  10","Leo  7, Luna  5"
Ossingen,236.0,18.0,13.7,"European  106, European Shorthair  77, Crossbred  9, Maine Coon  9, European Longhair  5",
Bovernier,56.0,4.3,6.1,"European  42, Maine Coon  6",
Vex,208.0,15.9,11.6,"European  121, Persian  27, Maine Coon  12, Crossbred  8, Ragdoll  8",
Mettmenstetten,541.0,41.5,10.1,"European Shorthair  230, European  179, Crossbred  29, British Shorthair  27, Maine Coon  14","Luna  10, Moritz  6, Tigi  6, Jimmy  5, Mogli  5, Nala  5"
Zell (ZH),320.0,24.7,5.0,"European  138, European Shorthair  92, Crossbred  28, European Longhair  14, Unknown  9","Leo  5, Luna  5, Nala  5"
Hittnau,593.0,45.8,15.9,"European  260, European Shorthair  177, Crossbred  42, Maine Coon  21, British Shorthair  16","Luna  12, Moritz  7, Max  6, Findus  5, Leo  5, Miro  5, Nala  5, Tigi  5"
Bernex,6366.0,491.6,62.1,"European  2759, European Shorthair  2263, Crossbred  428, Angora  241, Siamese  134","Chaton  931, Nala  36, Mimi  33, Luna  32, Tigrou  26"
Aedermannsdorf,64.0,5.0,11.0,"European  38, European Shorthair  21",
Stadel,393.0,30.5,16.8,"European Shorthair  193, European  92, Crossbred  25, Maine Coon  17, European Longhair  15","Nala  8, Luna  6, Leo  5"
Oftringen,856.0,66.6,5.9,"European  313, European Shorthair  294, Crossbred  61, British Shorthair  38, Maine Coon  31","Nala  16, Luna  14, Leo  7, Mia  7, Felix  6, Lucy  6"
Isone,29.0,2.3,7.3,"European  11, European Shorthair  9",
La Côte-aux-Fées,32.0,2.5,7.0,European  21,
Varen,32.0,2.5,4.7,"European  21, Maine Coon  5",
Weisslingen,501.0,39.1,14.9,"European Shorthair  193, European  180, Crossbred  31, Bengal  20, British Shorthair  17","Luna  12, Mogli  7, Leo  5, Mona  5"
Konolfingen,546.0,42.8,10.0,"European  329, European Shorthair  111, Crossbred  25, Maine Coon  20, British Shorthair  18","Luna  11, Nala  9, Lulu  5, Max  5"
Embrach,816.0,64.3,8.5,"European  324, European Shorthair  259, British Shorthair  40, Crossbred  34, Unknown  31","Luna  11, Leo  10, Lucy  10, Lilly  8, Nala  8, Tigi  8"
Lengnau (AG),352.0,27.8,12.7,"European  169, European Shorthair  114, Crossbred  21, British Shorthair  8, European Longhair  8",Luna  5
Oberhelfenschwil,5.0,0.4,0.4,,
Gaiserwald,677.0,53.6,8.1,"European Shorthair  275, European  237, British Shorthair  32, Crossbred  23, Maine Coon  21","Luna  13, Filou  9, Leo  8, Nala  8, Charly  6"
Renan (BE),90.0,7.1,9.6,"European  55, Ragdoll  13, European Shorthair  12",
Büren an der Aare,378.0,30.0,10.4,"European  185, European Shorthair  110, British Shorthair  12, Crossbred  11, Unknown  11","Luna  7, Nala  7"
Beggingen,41.0,3.3,8.7,"European  20, Crossbred  7, European Shorthair  6",
Ettiswil,152.0,12.1,5.4,"European  79, European Shorthair  27, Crossbred  12, Maine Coon  8, Sacred Birman  8, Unknown  8",
Dorénaz,149.0,11.8,14.3,"European  96, Maine Coon  8, Crossbred  7, Selkirk Rex  6, Sacred Birman  5, Siberian  5",
Gingins,148.0,11.8,11.8,"European  75, Maine Coon  20, Siberian  8, European Shorthair  6, Crossbred  5, Ragdoll  5",
Densbüren,114.0,9.1,15.7,"European  48, European Shorthair  27, Unknown  8, Crossbred  7, Oriental Longhair  7",
Lignières,150.0,12.0,15.3,"European  66, European Shorthair  26, Sacred Birman  22, Crossbred  8, Maine Coon  5",
Hauptwil-Gottshaus,210.0,16.8,10.4,"European Shorthair  83, European  69, Crossbred  10, British Shorthair  8, Unknown  8",
Wohlen (AG),1071.0,85.8,6.3,"European  358, European Shorthair  348, Crossbred  70, Maine Coon  59, British Shorthair  50","Luna  17, Lucy  12, Nala  12, Amy  11, Kira  9, Leo  9, Mia  9, Mogli  9"
Develier,73.0,5.9,5.3,"European  47, European Shorthair  7, Maine Coon  5",
Baden,1623.0,123.2,8.3,"European Shorthair  636, European  505, Crossbred  117, British Shorthair  82, Maine Coon  51","Luna  13, Mimi  13, Nala  13, Balu  12, Mogli  12"
Liesberg,172.0,13.8,15.6,"European  111, European Shorthair  38, Crossbred  9",
Schongau,120.0,9.7,11.5,"European  68, European Shorthair  28, Maine Coon  8",
Rümlang,725.0,58.4,8.8,"European  269, European Shorthair  236, Crossbred  41, British Shorthair  38, Maine Coon  22","Mia  9, Mimi  7, Mogli  7, Balu  6, Felix  6, Leo  6, Luna  6, Nala  6"
Oberbalm,151.0,12.2,17.4,"European  97, European Shorthair  26, British Shorthair  6, Maine Coon  6, Siberian  6",
Lajoux (JU),54.0,4.4,8.0,"European  24, Chartreux  23",
Sirnach,640.0,51.7,8.1,"European  315, European Shorthair  170, Crossbred  31, British Shorthair  26, Maine Coon  23","Luna  16, Nala  12, Leo  10, Kira  7, Filou  6, Mogli  6, Tigi  6"
Küsnacht (ZH),964.0,78.0,6.5,"European Shorthair  363, European  270, British Shorthair  55, Crossbred  52, European Longhair  24, Maine Coon  24","Luna  11, Leo  9, Rocky  8, Lilly  7, Mimi  7, Nala  7, Zorro  7"
Boécourt,56.0,4.5,6.1,"European  37, Crossbred  5, European Shorthair  5, Maine Coon  5",
Muri (AG),727.0,58.9,8.8,"European  419, European Shorthair  110, British Shorthair  44, Crossbred  38, Maine Coon  34","Nala  11, Luna  10, Mia  9, Leo  7, Momo  7"
Aarau,1695.0,137.4,7.8,"European  883, European Shorthair  353, Crossbred  120, British Shorthair  77, Maine Coon  46","Luna  14, Mia  14, Leo  13, Nala  12, Mila  11"
Lucens,244.0,12.7,5.7,"European  147, European Shorthair  23, Crossbred  15, Maine Coon  9, Bengal  8",Luna  5
Saint-George,114.0,9.3,10.6,"European  77, Crossbred  5, Maine Coon  5",
Birwinken,257.0,20.9,19.3,"European  98, European Shorthair  84, Crossbred  23, British Shorthair  12, Norwegian Forest Cat  9",
Bois-d'Amont,58.0,4.7,2.5,"European  34, European Shorthair  10, Maine Coon  5",
Kerzers,515.0,41.9,10.2,"European  340, European Shorthair  60, Crossbred  24, Maine Coon  18, European Longhair  12","Jimmy  8, Luna  6, Rocky  6, Momo  5, Nala  5"
Lütschental,17.0,1.4,7.9,"European  9, European Shorthair  5",
Biberist,1005.0,82.0,11.0,"European  564, European Shorthair  223, Crossbred  47, Maine Coon  39, British Shorthair  38","Luna  12, Nala  12, Leo  11, Lucy  9, Mia  9"
Schinznach,320.0,26.1,13.8,"European  161, European Shorthair  64, Maine Coon  23, Crossbred  21, Bengal  8, British Shorthair  8","Filou  5, Kira  5, Luna  5"
Wäldi,201.0,16.5,19.1,"European  76, European Shorthair  52, Crossbred  23, Maine Coon  21, Norwegian Forest Cat  6, Persian  6",
Ufhusen,26.0,2.1,2.8,"European  15, European Shorthair  6, British Shorthair  5",
Zihlschlacht-Sitterdorf,224.0,18.3,9.0,"European  95, European Shorthair  76, Crossbred  13, European Longhair  10, British Shorthair  7",
Collonges,137.0,11.2,16.5,"European  65, Selkirk Rex  36, Crossbred  10",
