commune,count,count_per_surfacekm2,count_per100_inhabitants,top5breeds,top5names
Oberems,774.0,15.4,645.0,"Weisses_Alpenschaf  176, Kreuzung  59, Engadinerschaf  44, Skudde  42, Schwarzbraunes_Bergschaf  34","Diego  10, Delia  6, Dukigen  5"
Innerthal,1253.0,25.0,703.9,"Weisses_Alpenschaf  441, Kreuzung  22, Engadinerschaf  16, Jakobsschaf  10, Schwarzbraunes_Bergschaf  10",
Seewis im Prättigau,1220.0,24.6,88.7,"Weisses_Alpenschaf  363, Schwarzbraunes_Bergschaf  151, Spiegelschaf  87, Engadinerschaf  61, Kreuzung  43",
Neckertal,0.0,0.0,0.0,,
Walenstadt,400.0,8.8,7.0,"Ostfriesisches_Milchschaf  27, Engadinerschaf  25, Spiegelschaf  23, Skudde  14, Weisses_Alpenschaf  14",
Rougemont,12.0,0.2,1.4,,
Churwalden,463.0,9.5,23.9,"Weisses_Alpenschaf  269, Engadinerschaf  35, Kreuzung  35, Schwarzbraunes_Bergschaf  22, Suffolk  18",
Arth,921.0,21.9,7.6,"Weisses_Alpenschaf  288, Kreuzung  215, Schwarzbraunes_Bergschaf  91, Braunkoepfiges_Fleischschaf  19, Texel  15",
Langnau im Emmental,957.0,19.8,10.3,"Braunkoepfiges_Fleischschaf  117, Schwarzbraunes_Bergschaf  112, Kreuzung  110, Weisses_Alpenschaf  105, Walliser_Schwarznasenschaf  66",Luna  6
Urnäsch,296.0,6.1,13.1,"Weisses_Alpenschaf  123, Kreuzung  32, Braunkoepfiges_Fleischschaf  7",
Evionnaz,1161.0,24.1,86.3,"Schwarzbraunes_Bergschaf  349, Suffolk  313, Skudde  96, Kreuzung  94, Berrichon_du_Cher  57",
Brienz (BE),275.0,5.7,8.7,"Weisses_Alpenschaf  111, Kreuzung  52, Nolana  43, Schwarzbraunes_Bergschaf  24, Braunkoepfiges_Fleischschaf  11",
Châtel-Saint-Denis,388.0,8.1,5.2,"Weisses_Alpenschaf  85, Schwarzbraunes_Bergschaf  75, Kreuzung  67, Walliser_Schwarznasenschaf  41, Suffolk  26",
Amden,56.0,1.3,3.0,"Heidschnucke  24, Weisses_Alpenschaf  7, Kreuzung  6",
Ried-Brig,491.0,10.3,22.9,"Walliser_Schwarznasenschaf  470, Skudde  10, Ouessant  9",
Willisau,788.0,16.7,8.8,"Engadinerschaf  145, Kreuzung  133, Schwarzbraunes_Bergschaf  72, Weisses_Alpenschaf  64, Braunkoepfiges_Fleischschaf  58",
Trin,1025.0,21.7,69.3,"Kreuzung  366, Suffolk  90, Scottish_Blackface  59, Engadinerschaf  44, Lacaune  31",
Attinghausen,1024.0,21.8,58.6,"Weisses_Alpenschaf  284, Schwarzbraunes_Bergschaf  108, Kreuzung  96, Suffolk  27, Braunkoepfiges_Fleischschaf  8, Texel  8",
Val Terbi,483.0,10.3,15.1,"Kreuzung  163, Schwarzbraunes_Bergschaf  49, Texel  46, Berrichon_du_Cher  26, Weisses_Alpenschaf  26",
Lungern,161.0,3.5,7.5,"Schwarzbraunes_Bergschaf  65, Weisses_Alpenschaf  23, Walliser_Landschaf  20, Skudde  14, Engadinerschaf  10, Kreuzung  10",
Unteriberg,1525.0,32.8,63.2,"Weisses_Alpenschaf  548, Kreuzung  289, Lacaune  75, Nolana  16, Ile_de_France_Suisse  14",
Soazza,22.0,0.5,6.8,Weisses_Alpenschaf  20,
Andeer,11.0,0.2,1.2,Shropshire  8,
Brusio,345.0,7.5,30.8,"Kreuzung  139, Weisses_Alpenschaf  109",
Oberwil im Simmental,785.0,17.0,97.6,"Schwarzbraunes_Bergschaf  222, Weisses_Alpenschaf  183, Texel  167, Braunkoepfiges_Fleischschaf  103, Kreuzung  30",
Domleschg,1717.0,37.4,79.5,"Kreuzung  390, Weisses_Alpenschaf  275, Spiegelschaf  250, Heidschnucke  76, Dorper  22, Ouessant  22",Bergamasker  11
Ruswil,618.0,13.7,8.8,"Schwarzbraunes_Bergschaf  117, Kreuzung  114, Nolana  37, Weisses_Alpenschaf  34, Suffolk  30",
Schwarzenburg,2025.0,45.2,29.7,"Schwarzbraunes_Bergschaf  464, Braunkoepfiges_Fleischschaf  201, Kreuzung  180, Suffolk  61, Texel  57",Hirschi  9
Silvaplana,13.0,0.3,1.2,Skudde  13,
Montreux,905.0,27.1,3.5,"Ile_de_France_Suisse  448, Weisses_Alpenschaf  173, Schwarzbraunes_Bergschaf  53, Kreuzung  38, Dorper  18",
Ebnat-Kappel,341.0,7.8,6.8,"Kreuzung  86, Braunkoepfiges_Fleischschaf  43, Ouessant  33, Spiegelschaf  21, Weisses_Alpenschaf  19",
Mont-Noble,700.0,16.1,63.5,"Walliser_Schwarznasenschaf  389, Lacaune  168, Kreuzung  25, Schwarzbraunes_Bergschaf  17, Ouessant  8",
Campo (Vallemaggia),,,,,
Grüsch,155.0,3.6,7.3,"Engadinerschaf  77, Weisses_Alpenschaf  28, Spiegelschaf  10, Walliser_Schwarznasenschaf  5",
Trimmis,154.0,3.6,4.6,"Weisses_Alpenschaf  73, Engadinerschaf  25, Kreuzung  21, Ouessant  15, Lacaune  12",
Kirchberg (SG),1129.0,26.5,12.2,"Schwarzbraunes_Bergschaf  161, Engadinerschaf  129, Kreuzung  109, Weisses_Alpenschaf  84, Buendner_Oberlaender_Schaf  38",
Vaz/Obervaz,138.0,3.2,4.9,"Weisses_Alpenschaf  38, Walliser_Schwarznasenschaf  15, Engadinerschaf  6",
Beromünster,792.0,18.8,11.9,"Lacaune  164, Nolana  68, Spiegelschaf  62, Kreuzung  53, Schwarzbraunes_Bergschaf  46",
La Grande Béroche,140.0,3.3,1.6,"Schwarzbraunes_Bergschaf  25, Kreuzung  10, Engadinerschaf  7, Weisses_Alpenschaf  5",
Schaffhausen,337.0,8.1,0.9,"Kamerunschaf  110, Braunkoepfiges_Fleischschaf  37, Engadinerschaf  9, Weisses_Alpenschaf  9, Kreuzung  8",
La Brévine,23.0,0.6,3.7,,
Wartau,267.0,6.4,5.0,"Schwarzbraunes_Bergschaf  49, Weisses_Alpenschaf  19, Kamerunschaf  17, Kreuzung  13, Spiegelschaf  9",
Hasliberg,351.0,8.4,30.3,"Schwarzbraunes_Bergschaf  28, Braunkoepfiges_Fleischschaf  25, Texel  11, Weisses_Alpenschaf  11, Kreuzung  9",
Sennwald,1479.0,35.6,25.9,"Weisses_Alpenschaf  226, Kreuzung  115, Spiegelschaf  59, Heidschnucke  33, Schwarzbraunes_Bergschaf  22",
Tafers,455.0,11.0,6.0,"Lacaune  68, Braunkoepfiges_Fleischschaf  56, Spiegelschaf  56, Kreuzung  55, Charollais_Suisse  47",
Haute-Ajoie,395.0,9.7,36.0,"Schwarzbraunes_Bergschaf  162, Weisses_Alpenschaf  13, Kreuzung  10, Walliser_Landschaf  5",
Tamins,801.0,19.7,65.3,"Kreuzung  416, Heidschnucke  86, Braunkoepfiges_Fleischschaf  52, Texel  40, Schwarzbraunes_Bergschaf  35",
Meiringen,138.0,3.4,3.0,"Braunkoepfiges_Fleischschaf  41, Skudde  27, Buendner_Oberlaender_Schaf  17, Weisses_Alpenschaf  15, Schwarzbraunes_Bergschaf  11",
Hasle (LU),1251.0,31.0,71.9,"Lacaune  477, Ile_de_France_Suisse  241, Kreuzung  120, Nolana  87, Schwarzbraunes_Bergschaf  52",
Saas-Fee,131.0,3.2,8.4,"Kreuzung  112, Saaser_Mutte  8, Weisses_Alpenschaf  5",
Schänis,368.0,9.2,9.4,"Kreuzung  78, Weisses_Alpenschaf  58, Schwarzbraunes_Bergschaf  28, Walliser_Schwarznasenschaf  24, Braunkoepfiges_Fleischschaf  23",
Trient,514.0,13.0,315.3,,
Sainte-Croix,73.0,1.8,1.5,"Kreuzung  11, Texel  11, Walliser_Schwarznasenschaf  11, Ouessant  8, Schwarzbraunes_Bergschaf  7, Weisses_Alpenschaf  7",
St. Gallen,254.0,6.4,0.3,"Spiegelschaf  74, Engadinerschaf  30, Kreuzung  28, Heidschnucke  25, Buendner_Oberlaender_Schaf  24",
Schwarzenberg,901.0,22.9,51.8,"Kreuzung  75, Engadinerschaf  38, Schwarzbraunes_Bergschaf  37, Heidschnucke  21, Spiegelschaf  18","Peter  30, Mario  7"
Val-d'Illiez,1979.0,50.4,95.4,"Weisses_Alpenschaf  584, Lacaune  145, Suffolk  109, Kreuzung  43, Schwarzbraunes_Bergschaf  34",
Personico,252.0,6.5,77.3,"Weisses_Alpenschaf  116, Lacaune  115, Ouessant  6",
Champéry,1592.0,41.0,116.1,"Weisses_Alpenschaf  580, Schwarzbraunes_Bergschaf  111, Walliser_Landschaf  95, Lacaune  78, Kreuzung  61",Perrin  199
Roveredo (GR),,,,,
Schüpfheim,676.0,17.6,16.0,"Lacaune  212, Braunkoepfiges_Fleischschaf  119, Schwarzbraunes_Bergschaf  84, Kreuzung  71, Weisses_Alpenschaf  42",Tara  5
Eisten,366.0,9.6,194.7,"Walliser_Schwarznasenschaf  153, Kreuzung  31, Walliser_Landschaf  14, Dorper  10, Lacaune  8",
Fully,89.0,2.4,1.0,"Spiegelschaf  15, Walliser_Landschaf  11",
Luthern,412.0,10.9,33.1,"Kreuzung  87, Engadinerschaf  55, Buendner_Oberlaender_Schaf  50, Braunkoepfiges_Fleischschaf  41, Texel  41",
Calanca,0.0,0.0,0.0,,
Brig-Glis,240.0,6.4,1.8,"Walliser_Schwarznasenschaf  112, Walliser_Landschaf  22, Saaser_Mutte  19, Weisses_Alpenschaf  19, Texel  14",
Martigny-Combe,22.0,0.6,0.9,"Walliser_Landschaf  9, Skudde  8",
Romoos,567.0,15.2,86.4,"Braunkoepfiges_Fleischschaf  146, Schwarzbraunes_Bergschaf  121, Lacaune  102, Kreuzung  50, Weisses_Alpenschaf  39",
Saint-Martin (VS),401.0,10.8,47.6,"Weisses_Alpenschaf  328, Schwarzbraunes_Bergschaf  39, Charollais_Suisse  12, Ile_de_France_Suisse  10",
Troistorrents,521.0,14.1,10.8,"Schwarzbraunes_Bergschaf  274, Kreuzung  45, Suffolk  43, Lacaune  37, Dorper  16",
Röthenbach im Emmental,526.0,14.3,45.0,"Lacaune  169, Kreuzung  54, Braunkoepfiges_Fleischschaf  42, Suffolk  24, Engadinerschaf  22, Schwarzbraunes_Bergschaf  22",
Erlenbach im Simmental,202.0,5.5,11.7,"Weisses_Alpenschaf  114, Schwarzbraunes_Bergschaf  42, Kreuzung  6, Kamerunschaf  5",
Schangnau,217.0,5.9,23.6,"Schwarzbraunes_Bergschaf  73, Braunkoepfiges_Fleischschaf  53, Kreuzung  28, Skudde  10, Engadinerschaf  9",
Capriasca,147.0,4.0,2.2,"Weisses_Alpenschaf  40, Kreuzung  12",
Wohlen bei Bern,418.0,11.5,4.5,"Schwarzbraunes_Bergschaf  101, Soayschaf  84, Braunkoepfiges_Fleischschaf  47, Kreuzung  30, Heidschnucke  25",
L'Abbaye,0.0,0.0,0.0,,
Gibloux,330.0,9.2,4.3,"Schwarzbraunes_Bergschaf  111, Suffolk  32, Saaser_Mutte  24, Texel  19, Kreuzung  10",Garde  6
Oberägeri,962.0,32.0,15.1,"Weisses_Alpenschaf  222, Kreuzung  195, Schwarzbraunes_Bergschaf  154, Texel  44, Suffolk  28",
Küssnacht (SZ),928.0,31.6,6.9,"Lacaune  242, Engadinerschaf  86, Kreuzung  60, Skudde  58, Braunkoepfiges_Fleischschaf  49",
Monteceneri,72.0,2.0,1.6,"Kreuzung  17, Schwarzbraunes_Bergschaf  12, Ouessant  11, Texel  11, Weisses_Alpenschaf  6",
Le Lieu,119.0,3.7,13.4,"Suffolk  89, Charollais_Suisse  7, Kreuzung  6",
Wädenswil,957.0,26.9,3.9,"Weisses_Alpenschaf  151, Kreuzung  132, Buendner_Oberlaender_Schaf  31, Rouge_de_lOuest  30, Schwarzbraunes_Bergschaf  27",
Mümliswil-Ramiswil,558.0,15.7,23.4,"Schwarzbraunes_Bergschaf  128, Suffolk  42, Ile_de_France_Suisse  35, Texel  25, Weisses_Alpenschaf  24",
Ernen,903.0,25.5,174.3,"Weisses_Alpenschaf  457, Nolana  151, Kreuzung  105, Buendner_Oberlaender_Schaf  33, Walliser_Schwarznasenschaf  27",
Murten,576.0,15.8,6.2,"Ostfriesisches_Milchschaf  240, Schwarzbraunes_Bergschaf  116, Braunkoepfiges_Fleischschaf  59, Walliser_Schwarznasenschaf  19, Suffolk  17",
Hospental,1238.0,35.2,680.2,"Engadinerschaf  411, Weisses_Alpenschaf  138, Kreuzung  46","Paula  7, Leila  5"
Sion,140.0,4.0,0.4,"Texel  44, Kreuzung  27, Ouessant  19, Dorper  8, Walliser_Schwarznasenschaf  5",
Vully-les-Lacs,199.0,9.5,5.9,"Charollais_Suisse  127, Walliser_Schwarznasenschaf  18, Kreuzung  10, Suffolk  9, Walliser_Landschaf  7",
Le Locle,142.0,4.1,1.3,"Walliser_Schwarznasenschaf  52, Schwarzbraunes_Bergschaf  34, Kreuzung  13, Jakobsschaf  11, Lacaune  7",
Sufers,613.0,17.7,419.9,"Weisses_Alpenschaf  399, Lacaune  115, Suffolk  39, Kreuzung  19, Ostfriesisches_Milchschaf  16",
Oberriet (SG),1985.0,57.4,22.1,"Kreuzung  352, Schwarzbraunes_Bergschaf  268, Weisses_Alpenschaf  159, Suffolk  119, Heidschnucke  111",Spriggel  6
Villeneuve (VD),16.0,0.5,0.3,Weisses_Alpenschaf  7,
Riggisberg,493.0,14.3,16.2,"Kreuzung  61, Skudde  44, Weisses_Alpenschaf  35, Walliser_Schwarznasenschaf  34, Texel  16, Walliser_Landschaf  16",
Gommiswald,395.0,11.8,7.4,"Kreuzung  123, Weisses_Alpenschaf  18, Dorper  13, Ouessant  10, Spiegelschaf  9",
Vouvry,810.0,24.2,19.1,"Kreuzung  285, Suffolk  119, Skudde  64, Braunkoepfiges_Fleischschaf  56, Ile_de_France_Suisse  52",
Montanaire,279.0,8.3,10.0,"Weisses_Alpenschaf  158, Schwarzbraunes_Bergschaf  47, Kreuzung  17, Walliser_Schwarznasenschaf  12, Engadinerschaf  7",
Bas-Intyamon,880.0,26.4,56.6,"Lacaune  214, Schwarzbraunes_Bergschaf  134, Dorper  98, Charmoise  59, Texel  47",
Furna,91.0,2.7,44.0,"Skudde  37, Weisses_Alpenschaf  13",
Oberiberg,892.0,26.9,101.6,"Weisses_Alpenschaf  430, Engadinerschaf  98, Schwarzbraunes_Bergschaf  48, Suffolk  33, Braunkoepfiges_Fleischschaf  9",
Puidoux,309.0,13.5,10.7,"Ostfriesisches_Milchschaf  169, Walliser_Schwarznasenschaf  20, Kreuzung  16, Schwarzbraunes_Bergschaf  15",
Hautemorges,207.0,6.3,5.0,"Spiegelschaf  77, Ouessant  47, Lacaune  44, Suffolk  16, Weisses_Alpenschaf  8",
Beckenried,314.0,12.9,8.4,"Ouessant  44, Weisses_Alpenschaf  37, Kreuzung  30, Heidschnucke  19, Braunkoepfiges_Fleischschaf  17",
Illnau-Effretikon,399.0,12.1,2.3,"Lacaune  117, Schwarzbraunes_Bergschaf  70, Kreuzung  36, Walliser_Schwarznasenschaf  22, Ouessant  19",
Därstetten,811.0,24.7,94.1,"Braunkoepfiges_Fleischschaf  165, Schwarzbraunes_Bergschaf  149, Kreuzung  35, Charollais_Suisse  34, Suffolk  30",
Zug,446.0,20.6,1.4,"Rouge_de_lOuest  132, Kreuzung  65, Suffolk  60, Weisses_Alpenschaf  44, Charollais_Suisse  15",
Vilters-Wangs,880.0,26.9,18.0,"Weisses_Alpenschaf  291, Kreuzung  229, Texel  47, Schwarzbraunes_Bergschaf  29, Suffolk  23",
Martigny,10.0,0.3,0.0,Ouessant  8,
Chamoson,373.0,11.5,9.4,"Kreuzung  146, Walliser_Schwarznasenschaf  52, Walliser_Landschaf  47, Weisses_Alpenschaf  27, Suffolk  14",Duay  18
Maienfeld,1546.0,47.8,51.0,"Weisses_Alpenschaf  520, Kreuzung  64, Spiegelschaf  60, Engadinerschaf  46, Suffolk  12",
Kandergrund,126.0,3.9,15.6,"Saaser_Mutte  45, Suffolk  26, Schwarzbraunes_Bergschaf  21, Walliser_Schwarznasenschaf  10, Texel  6",
Mendrisio,79.0,2.5,0.5,"Kreuzung  29, Weisses_Alpenschaf  9, Dorper  6, Texel  6",
Rüeggisberg,1058.0,29.5,59.9,"Kreuzung  459, Braunkoepfiges_Fleischschaf  147, Texel  56, Schwarzbraunes_Bergschaf  35, Skudde  31",
Fraubrunnen,284.0,8.9,5.5,"Weisses_Alpenschaf  87, Jakobsschaf  40, Schwarzbraunes_Bergschaf  31, Dorper  30, Kreuzung  16",
Cudrefin,17.0,1.1,1.0,Charollais_Suisse  17,
Provence,32.0,1.0,8.2,Suffolk  24,
Saignelégier,201.0,6.3,7.7,"Walliser_Landschaf  18, Schwarzbraunes_Bergschaf  10",
Laax,58.0,1.8,2.9,"Weisses_Alpenschaf  36, Schwarzbraunes_Bergschaf  13, Braunkoepfiges_Fleischschaf  9",
Schattenhalb,383.0,12.1,69.4,"Schwarzbraunes_Bergschaf  40, Engadinerschaf  18, Walliser_Schwarznasenschaf  17, Skudde  9, Weisses_Alpenschaf  7",
Rapperswil-Jona,119.0,5.3,0.4,"Suffolk  28, Kreuzung  21, Heidschnucke  11",
Waldkirch,412.0,13.1,11.6,"Kreuzung  87, Schwarzbraunes_Bergschaf  62, Weisses_Alpenschaf  39, Scottish_Blackface  16, Shropshire  16",
Hergiswil bei Willisau,946.0,30.2,49.6,"Lacaune  406, Schwarzbraunes_Bergschaf  152, Braunkoepfiges_Fleischschaf  85, Suffolk  59, Kreuzung  57",
Blonay - Saint-Légier,192.0,6.1,1.6,"Kreuzung  55, Skudde  18, Ouessant  10, Schwarzbraunes_Bergschaf  8",
Hitzkirch,348.0,12.6,5.9,"Ile_de_France_Suisse  105, Schwarzbraunes_Bergschaf  66, Ouessant  40, Walliser_Schwarznasenschaf  32, Dorper  14",
Cazis,344.0,11.0,15.0,"Weisses_Alpenschaf  120, Kamerunschaf  45, Spiegelschaf  25, Kreuzung  5",
Altstätten,986.0,25.0,8.3,"Schwarzbraunes_Bergschaf  360, Weisses_Alpenschaf  262, Kreuzung  51, Engadinerschaf  37, Braunkoepfiges_Fleischschaf  31",
Luzern,149.0,5.1,0.2,"Braunkoepfiges_Fleischschaf  28, Weisses_Alpenschaf  20, Kreuzung  12, Schwarzbraunes_Bergschaf  11, Kamerunschaf  5, Suffolk  5","Weiss  8, Schwarz  6"
La Baroche,482.0,15.5,42.5,"Schwarzbraunes_Bergschaf  206, Kreuzung  142, Charollais_Suisse  85, Ouessant  7, Spiegelschaf  6",
Aeschi bei Spiez,589.0,19.0,26.1,"Braunkoepfiges_Fleischschaf  130, Schwarzbraunes_Bergschaf  65, Weisses_Alpenschaf  46, Spiegelschaf  38, Heidschnucke  18",Tschägg  5
Horgen,402.0,13.0,1.7,"Shropshire  94, Kreuzung  56, Dorper  45, Schwarzbraunes_Bergschaf  42, Skudde  40",
Düdingen,177.0,5.8,2.1,"Charollais_Suisse  76, Heidschnucke  18, Braunkoepfiges_Fleischschaf  17, Nolana  14, Texel  13",
Fischingen,614.0,20.1,21.7,"Engadinerschaf  109, Kreuzung  87, Schwarzbraunes_Bergschaf  80, Weisses_Alpenschaf  60, Dorper  36",
Raron,395.0,13.0,20.3,"Weisses_Alpenschaf  239, Walliser_Schwarznasenschaf  129, Schwarzbraunes_Bergschaf  12, Ouessant  5",Kalk  5
Menznau,383.0,12.6,12.9,"Kreuzung  75, Nolana  75, Schwarzbraunes_Bergschaf  33, Charollais_Suisse  26, Heidschnucke  23",
Sevelen,244.0,8.0,4.8,"Weisses_Alpenschaf  99, Kreuzung  46, Braunkoepfiges_Fleischschaf  15, Heidschnucke  14, Schwarzbraunes_Bergschaf  13, Skudde  13",
Fischenthal,585.0,19.3,23.4,"Kreuzung  199, Braunkoepfiges_Fleischschaf  85, Buendner_Oberlaender_Schaf  66, Weisses_Alpenschaf  14, Walliser_Schwarznasenschaf  12",
Saas-Balen,9.0,0.3,2.6,Walliser_Schwarznasenschaf  9,
Neuchâtel,71.0,2.4,0.2,"Schwarzbraunes_Bergschaf  36, Walliser_Landschaf  9, Ostfriesisches_Milchschaf  7, Kreuzung  6",
Collombey-Muraz,1381.0,46.4,14.4,"Kreuzung  189, Suffolk  77, Charollais_Suisse  12, Buendner_Oberlaender_Schaf  9",
Ergisch,146.0,4.9,82.5,"Walliser_Landschaf  90, Walliser_Schwarznasenschaf  33, Charollais_Suisse  19",
Bauma,716.0,24.2,14.7,"Schwarzbraunes_Bergschaf  80, Ostfriesisches_Milchschaf  76, Engadinerschaf  46, Kreuzung  24, Buendner_Oberlaender_Schaf  20","Schwarz  41, Weiss  35, Gesch  24"
Semsales,96.0,3.3,6.7,"Charollais_Suisse  30, Suffolk  22, Schwarzbraunes_Bergschaf  21, Weisses_Alpenschaf  10",
Beatenberg,73.0,2.5,6.1,"Scottish_Blackface  30, Weisses_Alpenschaf  13, Kamerunschaf  7",
Schübelbach,305.0,10.5,3.3,"Weisses_Alpenschaf  72, Kreuzung  58, Braunkoepfiges_Fleischschaf  47, Heidschnucke  38, Nolana  31",
Les Verrières,5.0,0.2,0.8,Kreuzung  5,
Grono,,,,,
Bettmeralp,278.0,9.7,61.5,Walliser_Schwarznasenschaf  118,
St. Moritz,0.0,0.0,0.0,,
Emmetten,697.0,28.0,45.2,"Weisses_Alpenschaf  107, Kreuzung  69, Schwarzbraunes_Bergschaf  32, Ile_de_France_Suisse  13, Suffolk  8",
Malters,837.0,29.3,11.3,"Kreuzung  190, Lacaune  153, Schwarzbraunes_Bergschaf  60, Suffolk  29, Weisses_Alpenschaf  20",
Uster,176.0,6.2,0.5,"Texel  49, Kreuzung  21, Engadinerschaf  9, Spiegelschaf  9, Ouessant  6, Suffolk  6",
Gruyères,52.0,1.8,2.4,Walliser_Schwarznasenschaf  38,
Wynigen,626.0,22.1,30.1,"Braunkoepfiges_Fleischschaf  140, Schwarzbraunes_Bergschaf  94, Kreuzung  78, Charollais_Suisse  45, Engadinerschaf  22",
Vorderthal,860.0,30.7,84.8,"Lacaune  152, Kreuzung  105, Heidschnucke  62, Ostfriesisches_Milchschaf  52, Weisses_Alpenschaf  42",
Ferden,598.0,21.4,242.1,"Walliser_Schwarznasenschaf  349, Weisses_Alpenschaf  249",
Tschiertschen-Praden,61.0,2.2,20.3,"Kreuzung  37, Schwarzbraunes_Bergschaf  7",
Untervaz,,,,,
Menzingen,1117.0,40.6,24.6,"Kreuzung  313, Spiegelschaf  90, Weisses_Alpenschaf  89, Shropshire  85, Texel  76",
Gossau (SG),754.0,27.4,4.2,"Ostfriesisches_Milchschaf  247, Kreuzung  104, Schwarzbraunes_Bergschaf  104, Weisses_Alpenschaf  38, Engadinerschaf  29",
Bourg-en-Lavaux,15.0,1.6,0.3,Skudde  8,
Frauenfeld,862.0,31.5,3.3,"Kreuzung  365, Spiegelschaf  83, Schwarzbraunes_Bergschaf  75, Skudde  42, Weisses_Alpenschaf  39",
Avegno Gordevio,0.0,0.0,0.0,,
Kriens,445.0,16.3,1.6,"Kreuzung  49, Weisses_Alpenschaf  44, Nolana  29, Suffolk  29, Schwarzbraunes_Bergschaf  28",
Reiden,312.0,11.5,4.3,"Weisses_Alpenschaf  80, Kreuzung  58, Shropshire  36, Nolana  18, Texel  16",
Leytron,65.0,2.4,2.0,"Walliser_Landschaf  22, Weisses_Alpenschaf  18, Schwarzbraunes_Bergschaf  5",
Unterägeri,559.0,21.8,6.2,"Suffolk  45, Kreuzung  26, Dorper  23, Weisses_Alpenschaf  19, Shropshire  18",
Nods,67.0,2.5,8.5,"Kreuzung  36, Braunkoepfiges_Fleischschaf  8, Schwarzbraunes_Bergschaf  5",
Triesen,205.0,7.7,3.8,"Weisses_Alpenschaf  45, Schwarzbraunes_Bergschaf  29, Buendner_Oberlaender_Schaf  22",
Oron,285.0,10.8,4.7,"Schwarzbraunes_Bergschaf  61, Kreuzung  47, Ouessant  32, Charmoise  21, Braunkoepfiges_Fleischschaf  14, Engadinerschaf  14",
Neuenkirch,250.0,9.8,3.5,"Skudde  47, Kreuzung  36, Dorper  17, Walliser_Schwarznasenschaf  17, Berrichon_du_Cher  10",
Mühleberg,560.0,21.3,18.7,"Heidschnucke  166, Schwarzbraunes_Bergschaf  111, Engadinerschaf  100, Shropshire  53, Texel  15",
Grenchen,518.0,19.9,2.9,"Braunkoepfiges_Fleischschaf  237, Spiegelschaf  68, Schwarzbraunes_Bergschaf  51, Kreuzung  44, Suffolk  9",
Montricher,0.0,0.0,0.0,,
Jenaz,47.0,1.8,4.1,"Coburger_Fuchsschaf  37, Kreuzung  5",
Rochefort,30.0,1.2,2.3,Weisses_Alpenschaf  20,
Belmont-Broye,104.0,4.0,1.8,"Ouessant  31, Schwarzbraunes_Bergschaf  29, Kreuzung  23",
Zurzach,117.0,4.5,1.5,"Weisses_Alpenschaf  30, Shropshire  22, Engadinerschaf  7, Kreuzung  6, Skudde  6",
La Sagne,49.0,1.9,4.6,"Schwarzbraunes_Bergschaf  15, Kreuzung  9",
Plateau de Diesse,,,,,
Breggia,176.0,6.9,9.1,"Kreuzung  32, Ile_de_France_Suisse  29, Weisses_Alpenschaf  14, Ouessant  12, Skudde  10",
Bad Ragaz,16.0,0.6,0.2,Weisses_Alpenschaf  16,
Fideris,47.0,1.9,7.9,"Heidschnucke  25, Spiegelschaf  18",
Weggis,223.0,18.9,5.0,"Kamerunschaf  71, Spiegelschaf  62, Buendner_Oberlaender_Schaf  16, Engadinerschaf  15, Saaser_Mutte  13",Galaxus  5
Wald (ZH),464.0,18.4,4.5,"Kreuzung  125, Heidschnucke  28, Braunkoepfiges_Fleischschaf  15, Spiegelschaf  13, Engadinerschaf  12",
Saint-Prex,31.0,5.6,0.5,Engadinerschaf  15,
Turbenthal,536.0,21.3,10.8,"Lacaune  351, Braunkoepfiges_Fleischschaf  64, Schwarzbraunes_Bergschaf  12, Kreuzung  11, Skudde  11",
Herisau,389.0,15.4,2.5,"Kreuzung  150, Weisses_Alpenschaf  63, Ouessant  25, Braunkoepfiges_Fleischschaf  24, Ostfriesisches_Milchschaf  24",
Bière,657.0,26.2,40.5,"Spiegelschaf  50, Shropshire  22, Ile_de_France_Suisse  17",
Kemmental,360.0,14.4,13.8,"Kreuzung  69, Skudde  53, Texel  52, Weisses_Alpenschaf  36, Engadinerschaf  28",
Valbroye,434.0,12.9,12.9,"Charollais_Suisse  324, Schwarzbraunes_Bergschaf  51, Engadinerschaf  11, Ouessant  9, Suffolk  9",
Baar,858.0,34.5,3.5,"Kreuzung  277, Shropshire  68, Weisses_Alpenschaf  44, Schwarzbraunes_Bergschaf  41, Engadinerschaf  29",
Tramelan,91.0,3.7,2.0,"Braunkoepfiges_Fleischschaf  40, Schwarzbraunes_Bergschaf  15, Kreuzung  10, Suffolk  5",
Icogne,308.0,12.4,48.7,"Walliser_Schwarznasenschaf  174, Lacaune  133",
Vechigen,409.0,16.5,7.4,"Braunkoepfiges_Fleischschaf  90, Kreuzung  62, Kamerunschaf  20, Weisses_Alpenschaf  20, Schwarzbraunes_Bergschaf  14, Skudde  14",
Saas-Grund,45.0,1.8,4.5,"Saaser_Mutte  28, Walliser_Schwarznasenschaf  12",
Gonten,277.0,11.2,19.2,"Weisses_Alpenschaf  54, Kreuzung  50, Suffolk  11, Engadinerschaf  10, Schwarzbraunes_Bergschaf  7",
Les Bois,143.0,5.8,11.5,"Kreuzung  22, Ostfriesisches_Milchschaf  21, Schwarzbraunes_Bergschaf  17, Suffolk  8, Charollais_Suisse  6, Lacaune  6",
Tschappina,35.0,1.4,26.1,"Weisses_Alpenschaf  22, Kreuzung  12",
