year,month,breed,n_animals
2011,6,Hereford,2108.0
2011,7,Hereford,2097.0
2011,8,Hereford,2105.0
2011,9,Hereford,2119.0
2011,10,Hereford,2138.0
2011,11,Hereford,2126.0
2011,12,Hereford,2150.0
2012,1,Hereford,2142.0
2012,2,Hereford,2110.0
2012,3,Hereford,2117.0
2012,4,Hereford,2126.0
2012,5,Hereford,2106.0
2012,6,Hereford,2099.0
2012,7,Hereford,2109.0
2012,8,Hereford,2135.0
2012,9,Hereford,2160.0
2012,10,Hereford,2162.0
2012,11,Hereford,2141.0
2012,12,Hereford,2144.0
2013,1,Hereford,2171.0
2013,2,Hereford,2150.0
2013,3,Hereford,2173.0
2013,4,Hereford,2156.0
2013,5,Hereford,2141.0
2013,6,Hereford,2128.0
2013,7,Hereford,2155.0
2013,8,Hereford,2184.0
2013,9,Hereford,2216.0
2013,10,Hereford,2218.0
2013,11,Hereford,2225.0
2013,12,Hereford,2209.0
2014,1,Hereford,2240.0
2014,2,Hereford,2213.0
2014,3,Hereford,2237.0
2014,4,Hereford,2234.0
2014,5,Hereford,2215.0
2014,6,Hereford,2215.0
2014,7,Hereford,2240.0
2014,8,Hereford,2258.0
2014,9,Hereford,2284.0
2014,10,Hereford,2269.0
2014,11,Hereford,2262.0
2014,12,Hereford,2231.0
2015,1,Hereford,2211.0
2015,2,Hereford,2207.0
2015,3,Hereford,2216.0
2015,4,Hereford,2201.0
2015,5,Hereford,2200.0
2015,6,Hereford,2171.0
2015,7,Hereford,2165.0
2015,8,Hereford,2188.0
2015,9,Hereford,2210.0
2015,10,Hereford,2226.0
2015,11,Hereford,2240.0
2015,12,Hereford,2256.0
2016,1,Hereford,2254.0
2016,2,Hereford,2247.0
2016,3,Hereford,2228.0
2016,4,Hereford,2227.0
2016,5,Hereford,2201.0
2016,6,Hereford,2174.0
2016,7,Hereford,2201.0
2016,8,Hereford,2235.0
2016,9,Hereford,2209.0
2016,10,Hereford,2185.0
2016,11,Hereford,2143.0
2016,12,Hereford,2135.0
2017,1,Hereford,2135.0
2017,2,Hereford,2151.0
2017,3,Hereford,2160.0
2017,4,Hereford,2169.0
2017,5,Hereford,2152.0
2017,6,Hereford,2124.0
2017,7,Hereford,2142.0
2017,8,Hereford,2186.0
2017,9,Hereford,2196.0
2017,10,Hereford,2194.0
2017,11,Hereford,2184.0
2017,12,Hereford,2198.0
2018,1,Hereford,2210.0
2018,2,Hereford,2206.0
2018,3,Hereford,2221.0
2018,4,Hereford,2259.0
2018,5,Hereford,2242.0
2018,6,Hereford,2216.0
2018,7,Hereford,2231.0
2018,8,Hereford,2239.0
2018,9,Hereford,2256.0
2018,10,Hereford,2254.0
2018,11,Hereford,2218.0
2018,12,Hereford,2248.0
2019,1,Hereford,2225.0
2019,2,Hereford,2205.0
2019,3,Hereford,2219.0
2019,4,Hereford,2261.0
2019,5,Hereford,2240.0
2019,6,Hereford,2229.0
2019,7,Hereford,2232.0
2019,8,Hereford,2221.0
2019,9,Hereford,2226.0
2019,10,Hereford,2255.0
2019,11,Hereford,2258.0
2019,12,Hereford,2245.0
2020,1,Hereford,2235.0
2020,2,Hereford,2246.0
2020,3,Hereford,2270.0
2020,4,Hereford,2267.0
2020,5,Hereford,2232.0
2020,6,Hereford,2199.0
2020,7,Hereford,2227.0
2020,8,Hereford,2241.0
2020,9,Hereford,2277.0
2020,10,Hereford,2299.0
2020,11,Hereford,2274.0
2020,12,Hereford,2293.0
2021,1,Hereford,2331.0
2021,2,Hereford,2327.0
2021,3,Hereford,2311.0
2021,4,Hereford,2323.0
2021,5,Hereford,2319.0
2021,6,Hereford,2287.0
2021,7,Hereford,2342.0
2021,8,Hereford,2376.0
2021,9,Hereford,2391.0
2021,10,Hereford,2380.0
2021,11,Hereford,2320.0
2021,12,Hereford,2347.0
2022,1,Hereford,2365.0
2022,2,Hereford,2379.0
2022,3,Hereford,2381.0
2022,4,Hereford,2410.0
2022,5,Hereford,2409.0
2022,6,Hereford,2417.0
2022,7,Hereford,2413.0
2022,8,Hereford,2450.0
2022,9,Hereford,2455.0
2022,10,Hereford,2454.0
2022,11,Hereford,2433.0
2022,12,Hereford,2437.0
2023,1,Hereford,2426.0
2023,2,Hereford,2438.0
2023,3,Hereford,2443.0
2023,4,Hereford,2449.0
2023,5,Hereford,2448.0
2023,6,Hereford,2445.0
2023,7,Hereford,2448.0
2010,1,Highland Cattle,7238.0
2010,2,Highland Cattle,7232.0
2010,3,Highland Cattle,7365.0
2010,4,Highland Cattle,7600.0
2010,5,Highland Cattle,7694.0
2010,6,Highland Cattle,7779.0
2010,7,Highland Cattle,7863.0
2010,8,Highland Cattle,7926.0
2010,9,Highland Cattle,7905.0
2010,10,Highland Cattle,7855.0
2010,11,Highland Cattle,7718.0
2010,12,Highland Cattle,7698.0
2011,1,Highland Cattle,7656.0
2011,2,Highland Cattle,7629.0
2011,3,Highland Cattle,7759.0
2011,4,Highland Cattle,7981.0
2011,5,Highland Cattle,8075.0
2011,6,Highland Cattle,8143.0
2011,7,Highland Cattle,8244.0
2011,8,Highland Cattle,8304.0
2011,9,Highland Cattle,8311.0
2011,10,Highland Cattle,8219.0
2011,11,Highland Cattle,8092.0
2011,12,Highland Cattle,8061.0
2012,1,Highland Cattle,8004.0
2012,2,Highland Cattle,8046.0
2012,3,Highland Cattle,8197.0
2012,4,Highland Cattle,8412.0
2012,5,Highland Cattle,8493.0
2012,6,Highland Cattle,8574.0
2012,7,Highland Cattle,8640.0
2012,8,Highland Cattle,8690.0
2012,9,Highland Cattle,8689.0
2012,10,Highland Cattle,8599.0
2012,11,Highland Cattle,8409.0
2012,12,Highland Cattle,8431.0
2013,1,Highland Cattle,8434.0
2013,2,Highland Cattle,8466.0
2013,3,Highland Cattle,8620.0
2013,4,Highland Cattle,8816.0
2013,5,Highland Cattle,8921.0
2013,6,Highland Cattle,9003.0
2013,7,Highland Cattle,9016.0
2013,8,Highland Cattle,9066.0
2013,9,Highland Cattle,9013.0
2013,10,Highland Cattle,8827.0
2013,11,Highland Cattle,8582.0
2013,12,Highland Cattle,8560.0
2014,1,Highland Cattle,8516.0
2014,2,Highland Cattle,8451.0
2014,3,Highland Cattle,8566.0
2014,4,Highland Cattle,8776.0
2014,5,Highland Cattle,8905.0
2014,6,Highland Cattle,8965.0
2014,7,Highland Cattle,9018.0
2014,8,Highland Cattle,9052.0
2014,9,Highland Cattle,8980.0
2014,10,Highland Cattle,8882.0
2014,11,Highland Cattle,8680.0
2014,12,Highland Cattle,8672.0
2015,1,Highland Cattle,8640.0
2015,2,Highland Cattle,8618.0
2015,3,Highland Cattle,8785.0
2015,4,Highland Cattle,9002.0
2015,5,Highland Cattle,9146.0
2015,6,Highland Cattle,9177.0
2015,7,Highland Cattle,9242.0
2015,8,Highland Cattle,9261.0
2015,9,Highland Cattle,9175.0
2015,10,Highland Cattle,9007.0
2015,11,Highland Cattle,8845.0
2015,12,Highland Cattle,8842.0
2016,1,Highland Cattle,8827.0
2016,2,Highland Cattle,8749.0
2016,3,Highland Cattle,8866.0
2016,4,Highland Cattle,9002.0
2016,5,Highland Cattle,9122.0
2016,6,Highland Cattle,9103.0
2016,7,Highland Cattle,9200.0
2016,8,Highland Cattle,9212.0
2016,9,Highland Cattle,9203.0
2016,10,Highland Cattle,9054.0
2016,11,Highland Cattle,8888.0
2016,12,Highland Cattle,8919.0
2017,1,Highland Cattle,8905.0
2017,2,Highland Cattle,8844.0
2017,3,Highland Cattle,8975.0
2017,4,Highland Cattle,9174.0
2017,5,Highland Cattle,9316.0
2017,6,Highland Cattle,9337.0
2017,7,Highland Cattle,9428.0
2017,8,Highland Cattle,9507.0
2017,9,Highland Cattle,9499.0
2017,10,Highland Cattle,9327.0
2017,11,Highland Cattle,9163.0
2017,12,Highland Cattle,9110.0
2018,1,Highland Cattle,9068.0
2018,2,Highland Cattle,9089.0
2018,3,Highland Cattle,9221.0
2018,4,Highland Cattle,9302.0
2018,5,Highland Cattle,9449.0
2018,6,Highland Cattle,9466.0
2018,7,Highland Cattle,9544.0
2018,8,Highland Cattle,9532.0
2018,9,Highland Cattle,9544.0
2018,10,Highland Cattle,9414.0
2018,11,Highland Cattle,9201.0
2018,12,Highland Cattle,9212.0
2019,1,Highland Cattle,9130.0
2019,2,Highland Cattle,9074.0
2019,3,Highland Cattle,9200.0
2019,4,Highland Cattle,9286.0
2019,5,Highland Cattle,9361.0
2019,6,Highland Cattle,9414.0
2019,7,Highland Cattle,9406.0
2019,8,Highland Cattle,9461.0
2019,9,Highland Cattle,9444.0
2019,10,Highland Cattle,9315.0
2019,11,Highland Cattle,9163.0
2019,12,Highland Cattle,9137.0
2020,1,Highland Cattle,9017.0
2020,2,Highland Cattle,8962.0
2020,3,Highland Cattle,9050.0
2020,4,Highland Cattle,9233.0
2020,5,Highland Cattle,9290.0
2020,6,Highland Cattle,9345.0
2020,7,Highland Cattle,9405.0
2020,8,Highland Cattle,9417.0
2020,9,Highland Cattle,9415.0
2020,10,Highland Cattle,9226.0
2020,11,Highland Cattle,9045.0
2020,12,Highland Cattle,9042.0
2021,1,Highland Cattle,9017.0
2021,2,Highland Cattle,8995.0
2021,3,Highland Cattle,9149.0
2021,4,Highland Cattle,9303.0
2021,5,Highland Cattle,9356.0
2021,6,Highland Cattle,9369.0
2021,7,Highland Cattle,9382.0
2021,8,Highland Cattle,9419.0
2021,9,Highland Cattle,9438.0
2021,10,Highland Cattle,9351.0
2021,11,Highland Cattle,9077.0
2021,12,Highland Cattle,9036.0
2022,1,Highland Cattle,8962.0
2022,2,Highland Cattle,8982.0
2022,3,Highland Cattle,9034.0
2022,4,Highland Cattle,9233.0
