year,month,ai,ar,be,bl,fl,fr,gl,gr,ju,lu,ne,nw,ow,sg,so,sz,tg,ti,ur,vd,vs,zg,zh,
2022,5,9.0,10.0,57.0,0.0,0.0,64.0,6.0,10.0,15.0,,16.0,14.0,21.0,14.0,,28.0,0.0,,,147.0,19.0,0.0,0.0,
2022,6,21.0,40.0,284.0,0.0,0.0,139.0,31.0,173.0,12.0,33.0,23.0,24.0,43.0,81.0,28.0,121.0,0.0,23.0,27.0,384.0,84.0,,,17.0
2022,7,39.0,38.0,407.0,0.0,,198.0,47.0,462.0,16.0,38.0,54.0,39.0,100.0,118.0,35.0,178.0,,40.0,52.0,419.0,146.0,,0.0,32.0
2022,8,101.0,83.0,588.0,0.0,,240.0,81.0,693.0,34.0,28.0,32.0,83.0,148.0,175.0,21.0,175.0,,62.0,41.0,504.0,159.0,,0.0,57.0
2022,9,27.0,38.0,349.0,14.0,0.0,136.0,135.0,456.0,13.0,25.0,24.0,60.0,161.0,117.0,11.0,74.0,0.0,53.0,22.0,398.0,101.0,0.0,0.0,25.0
2022,10,0.0,0.0,36.0,,0.0,15.0,0.0,29.0,11.0,,0.0,,0.0,0.0,11.0,,0.0,12.0,0.0,71.0,13.0,0.0,10.0,34.0
2022,11,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,
2022,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,4,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2023,5,7.0,6.0,78.0,0.0,0.0,48.0,0.0,17.0,11.0,8.0,6.0,,11.0,17.0,,27.0,0.0,,,152.0,16.0,0.0,0.0,
2023,6,11.0,23.0,251.0,0.0,0.0,106.0,38.0,119.0,,20.0,23.0,23.0,41.0,62.0,25.0,93.0,0.0,9.0,29.0,322.0,61.0,,0.0,10.0
2023,7,28.0,39.0,289.0,0.0,0.0,124.0,35.0,325.0,9.0,24.0,24.0,47.0,65.0,60.0,30.0,150.0,0.0,14.0,51.0,289.0,68.0,,,25.0
