year,month,ai,ar,be,bl,fl,fr,gl,gr,ju,lu,ne,nw,ow,sg,so,sz,tg,ti,ur,vd,vs,zg,zh,
2022,9,11.0,16.0,189.0,0.0,,108.0,38.0,151.0,15.0,24.0,7.0,19.0,47.0,71.0,,62.0,0.0,54.0,36.0,150.0,96.0,0.0,0.0,5.0
2022,10,0.0,0.0,57.0,0.0,0.0,24.0,0.0,47.0,12.0,,,,6.0,,0.0,10.0,0.0,5.0,0.0,64.0,34.0,0.0,,
2022,11,0.0,0.0,28.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2022,12,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2023,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
2023,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2023,3,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,5,,,38.0,0.0,0.0,20.0,,,,,0.0,,,,,7.0,0.0,0.0,0.0,34.0,,0.0,0.0,0.0
2023,6,13.0,22.0,184.0,,0.0,70.0,23.0,89.0,10.0,12.0,5.0,17.0,20.0,66.0,,56.0,0.0,15.0,18.0,102.0,23.0,0.0,,
2023,7,28.0,26.0,235.0,0.0,,75.0,37.0,169.0,5.0,37.0,9.0,22.0,55.0,116.0,11.0,90.0,0.0,22.0,35.0,130.0,34.0,0.0,0.0,
