year,month,,ad,ae,af,ag,al,am,an,ao,ar,as,at,au,az,ba,be,bg,bj,bl,bm,bo,br,bs,by,ca,cd,cf,cg,ci,cl,cm,cn,co,cr,cu,cv,cy,cz,de,dj,dk,dm,do,dz,ec,ee,eg,es,fi,fj,fr,ga,gb,gd,ge,gf,gg,gh,gi,gl,gm,gn,gp,gr,gt,hk,hn,hr,ht,hu,id,ie,il,in,ir,is,it,je,jo,jp,ke,kh,kn,ko,kr,kw,ky,kz,lb,lk,lt,lu,lv,ly,ma,mc,md,me,mf,mg,mk,ml,mm,mn,mq,mt,mu,mw,mx,my,mz,na,ng,ni,nl,no,np,nz,om,pa,pe,pf,ph,pk,pl,pr,pt,py,qa,re,ro,rs,ru,rw,sa,sc,sd,se,sg,si,sk,sn,sv,sz,tc,td,tg,th,tn,tr,tt,tv,tw,tz,ua,ug,us,uy,uz,ve,vg,vi,vn,za,zm,zw
2017,9,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,,0.0,,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,123,0.0,,0.0,,0.0,0.0,0.0,0.0,27.0,5.0,0.0,64,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,15.0,,,0.0,0.0,0.0,0.0,43,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,41,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0,0.0,,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2017,10,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,5.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,105,0.0,5.0,0.0,,0.0,0.0,,,25.0,8.0,0.0,56,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,29,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2017,11,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,66,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,22.0,0.0,,,0.0,0.0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,33.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36,0.0,0.0,0.0,,,5.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,12,42.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,124,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,42.0,8.0,0.0,94,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,14.0,,,,,0.0,,82,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,95,5.0,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,10.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0,0.0,0.0,,0.0,27.0,,0.0,0.0,0.0,0.0,,,0.0,0.0
2018,1,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,113,0.0,,0.0,,0.0,0.0,0.0,0.0,22.0,,0.0,83,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,,,,0.0,,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2018,2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,80,,,0.0,,0.0,0.0,0.0,0.0,16.0,,0.0,61,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,26,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,,0.0,
2018,3,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,108,0.0,,0.0,,0.0,0.0,0.0,0.0,24.0,,0.0,79,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,10.0,0.0,,,0.0,0.0,,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,45,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,97,0.0,,0.0,0.0,0.0,0.0,0.0,,23.0,,0.0,63,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,103,0.0,,0.0,,0.0,0.0,0.0,0.0,19.0,,0.0,91,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,28,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,6,33.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,16,,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,5.0,129,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,19.0,,0.0,115,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,,,,,,0.0,45,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,56,0.0,0.0,0.0,,5.0,6.0,0.0,0.0,,0.0,,11.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0,0.0,0.0,,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,7,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16,,,,5.0,,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,120,0.0,,0.0,,0.0,0.0,,0.0,28.0,,0.0,82,0.0,19.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,,,0.0,0.0,0.0,51,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,58,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,8,16.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10,,0.0,,6.0,,0.0,0.0,0.0,,,,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,110,0.0,5.0,0.0,0.0,0.0,,0.0,,30.0,,0.0,69,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,39,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,78,0.0,0.0,0.0,,7.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,26.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2018,9,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,113,0.0,,0.0,0.0,0.0,0.0,,0.0,41.0,,0.0,91,0.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,11.0,0.0,,0.0,,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,39,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,10,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,91,0.0,0.0,0.0,0.0,0.0,,0.0,,20.0,,0.0,72,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,,0.0,0.0,0.0,45,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,31,0.0,0.0,0.0,,8.0,,0.0,0.0,0.0,0.0,16.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,0.0,0.0,,,0.0,0.0
2018,11,30.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,16,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,81,0.0,,0.0,,0.0,0.0,0.0,0.0,73.0,,0.0,41,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47,,0.0,0.0,,,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0.0,0.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,12,37.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,,,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,7.0,134,0.0,6.0,0.0,,0.0,,0.0,0.0,38.0,,0.0,89,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,11.0,0.0,,0.0,,0.0,0.0,57,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,7.0,,0.0,,0.0,,,0.0,,0.0,11.0,0.0,83,,0.0,0.0,,5.0,,0.0,,0.0,0.0,,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22,,0.0,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,74,0.0,,0.0,,0.0,0.0,,0.0,31.0,,0.0,56,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,41,,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,,0.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10,,0.0,0.0,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,0.0,43,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,21,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2019,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,111,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,59,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,40,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,50,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,16.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019,4,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,8.0,94,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,59,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,34,0.0,0.0,0.0,7.0,7.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,19,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,78,0.0,,0.0,0.0,0.0,0.0,0.0,,22.0,,0.0,60,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,29,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,13.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,6,33.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,17,0.0,0.0,,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,108,0.0,,0.0,,0.0,,,,24.0,7.0,0.0,85,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,39,0.0,,0.0,,,,0.0,0.0,0.0,0.0,5.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,10.0,0.0,0,0.0,0.0,,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019,7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19,,0.0,,,,0.0,0.0,,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,109,0.0,5.0,0.0,,0.0,,0.0,0.0,25.0,17.0,0.0,69,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,44,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,67,0.0,,0.0,,8.0,,0.0,0.0,0.0,0.0,13.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
