year,month,ag,ai,ar,be,bl,bs,fr,ge,gl,gr,ju,lu,ne,nw,ow,sg,sh,so,sz,tg,ti,ur,vd,vs,zg,zh,
2018,12,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0
2019,1,,0.0,0.0,19.0,,0.0,9.0,0.0,0.0,10.0,0.0,8.0,5.0,0.0,0.0,,0.0,,,,5.0,0.0,,7.0,0.0,0.0,0.0
2019,2,13.0,0.0,,48.0,6.0,0.0,33.0,,0.0,8.0,34.0,20.0,9.0,0.0,,7.0,0.0,19.0,,6.0,10.0,0.0,9.0,14.0,,7.0,0.0
2019,3,42.0,,,171.0,10.0,0.0,65.0,,,27.0,214.0,49.0,24.0,0.0,,25.0,,42.0,7.0,18.0,17.0,0.0,26.0,20.0,5.0,10.0,
2019,4,44.0,,12.0,229.0,15.0,0.0,109.0,5.0,0.0,33.0,308.0,56.0,31.0,,,31.0,,59.0,17.0,31.0,24.0,,41.0,40.0,7.0,24.0,
2019,5,44.0,,,155.0,16.0,0.0,69.0,,,36.0,148.0,36.0,22.0,,0.0,23.0,,28.0,17.0,32.0,32.0,,34.0,34.0,,27.0,
2019,6,16.0,0.0,,51.0,5.0,0.0,24.0,,,25.0,29.0,24.0,14.0,0.0,0.0,16.0,,13.0,7.0,14.0,19.0,0.0,12.0,13.0,,27.0,0.0
2019,7,5.0,0.0,0.0,17.0,,0.0,,,0.0,16.0,,12.0,,0.0,0.0,8.0,0.0,11.0,,,7.0,0.0,8.0,7.0,,11.0,0.0
2019,8,,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,14.0,,7.0,,0.0,,9.0,0.0,,7.0,,,0.0,,9.0,,,0.0
2019,9,0.0,0.0,0.0,6.0,,,0.0,,0.0,,,,0.0,0.0,0.0,,,,,0.0,,0.0,,,0.0,0.0,0.0
2019,10,,0.0,,,0.0,0.0,,0.0,,8.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,5.0,,,
2019,11,0.0,0.0,,,,0.0,,0.0,0.0,16.0,0.0,,0.0,,0.0,,,0.0,,0.0,5.0,0.0,,9.0,0.0,0.0,0.0
2019,12,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,9.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,5.0,0.0,,6.0,0.0,,0.0
2020,1,,,,13.0,0.0,0.0,7.0,0.0,0.0,8.0,,9.0,6.0,0.0,0.0,0.0,0.0,8.0,,,12.0,0.0,,11.0,0.0,,0.0
2020,2,21.0,0.0,,56.0,6.0,0.0,33.0,0.0,0.0,11.0,42.0,20.0,5.0,0.0,0.0,7.0,0.0,29.0,,10.0,11.0,0.0,13.0,5.0,,,0.0
2020,3,37.0,,7.0,165.0,9.0,0.0,73.0,,0.0,30.0,192.0,48.0,22.0,0.0,,24.0,0.0,46.0,8.0,17.0,25.0,0.0,29.0,25.0,,15.0,0.0
2020,4,50.0,,7.0,194.0,10.0,0.0,90.0,5.0,0.0,43.0,303.0,62.0,27.0,,,32.0,,49.0,13.0,22.0,31.0,,29.0,28.0,6.0,33.0,0.0
2020,5,35.0,,,132.0,10.0,,60.0,,,45.0,146.0,42.0,23.0,,,27.0,,44.0,9.0,20.0,19.0,0.0,39.0,34.0,,38.0,
2020,6,12.0,0.0,0.0,29.0,,0.0,24.0,,,22.0,16.0,23.0,5.0,0.0,0.0,10.0,,8.0,5.0,12.0,13.0,0.0,18.0,11.0,,19.0,
2020,7,13.0,0.0,,11.0,,0.0,5.0,,,20.0,,8.0,5.0,0.0,,,0.0,6.0,,,21.0,0.0,6.0,12.0,,6.0,0.0
