year,month,breedtype,age1year,age1year,tot
2022,8,Iberer,,12.0,12.0
2022,8,Kaltblut,,25.0,25.0
2022,8,Maultier-Maulesel,,,
2022,8,Ponys und Kleinpferde,,79.0,79.0
2022,8,Vollblut,,18.0,18.0
2022,8,Warmblut,,104.0,104.0
2022,8,Wildequiden,,,
2022,9,Esel,,12.0,12.0
2022,9,Hofische Rasse,,,
2022,9,Iberer,,10.0,10.0
2022,9,Kaltblut,,35.0,35.0
2022,9,Maultier-Maulesel,,,
2022,9,Ponys und Kleinpferde,,89.0,89.0
2022,9,Vollblut,,15.0,15.0
2022,9,Warmblut,,112.0,112.0
2022,9,Wildequiden,,,
2022,10,Esel,,13.0,13.0
2022,10,Hofische Rasse,,,
2022,10,Iberer,,11.0,11.0
2022,10,Kaltblut,,38.0,38.0
2022,10,Maultier-Maulesel,,,
2022,10,Ponys und Kleinpferde,,84.0,84.0
2022,10,Vollblut,,16.0,16.0
2022,10,Warmblut,,115.0,115.0
2022,10,Wildequiden,,,
2022,11,Esel,,21.0,21.0
2022,11,Hofische Rasse,,,
2022,11,Iberer,,9.0,9.0
2022,11,Kaltblut,,38.0,38.0
2022,11,Maultier-Maulesel,,,
2022,11,Ponys und Kleinpferde,,81.0,81.0
2022,11,Vollblut,,16.0,16.0
2022,11,Warmblut,,123.0,123.0
2022,11,Wildequiden,,,
2022,12,Esel,,31.0,31.0
2022,12,Hofische Rasse,,,
2022,12,Iberer,,11.0,11.0
2022,12,Kaltblut,,27.0,27.0
2022,12,Maultier-Maulesel,,,
2022,12,Ponys und Kleinpferde,,91.0,91.0
2022,12,Vollblut,,14.0,14.0
2022,12,Warmblut,,123.0,123.0
2022,12,Wildequiden,,,
2023,1,Esel,,13.0,13.0
2023,1,Hofische Rasse,,,
2023,1,Iberer,,14.0,14.0
2023,1,Kaltblut,,29.0,29.0
2023,1,Maultier-Maulesel,,,
2023,1,Ponys und Kleinpferde,,86.0,86.0
2023,1,Vollblut,,11.0,11.0
2023,1,Warmblut,,105.0,105.0
2023,1,Wildequiden,,,
2023,2,Esel,,19.0,19.0
2023,2,Hofische Rasse,,,
2023,2,Iberer,,,
2023,2,Kaltblut,,35.0,35.0
2023,2,Maultier-Maulesel,,,
2023,2,Ponys und Kleinpferde,,68.0,68.0
2023,2,Vollblut,,17.0,17.0
2023,2,Warmblut,,96.0,96.0
2023,2,Wildequiden,,,
2023,3,Esel,,14.0,14.0
2023,3,Hofische Rasse,,,
2023,3,Iberer,,11.0,11.0
2023,3,Kaltblut,,30.0,30.0
2023,3,Maultier-Maulesel,,,
2023,3,Ponys und Kleinpferde,,74.0,74.0
2023,3,Vollblut,,16.0,16.0
2023,3,Warmblut,,89.0,89.0
2023,3,Wildequiden,,,
2023,4,Esel,,17.0,17.0
2023,4,Hofische Rasse,,,
2023,4,Iberer,,10.0,10.0
2023,4,Kaltblut,,32.0,32.0
2023,4,Maultier-Maulesel,,,
2023,4,Ponys und Kleinpferde,,70.0,70.0
2023,4,Vollblut,,16.0,16.0
2023,4,Warmblut,,76.0,76.0
2023,4,Wildequiden,,,
2023,5,Esel,,9.0,9.0
2023,5,Hofische Rasse,,6.0,6.0
2023,5,Iberer,,9.0,9.0
2023,5,Kaltblut,,28.0,28.0
2023,5,Maultier-Maulesel,,,
2023,5,Ponys und Kleinpferde,,67.0,67.0
2023,5,Vollblut,,10.0,10.0
2023,5,Warmblut,,71.0,71.0
2023,5,Wildequiden,,,
2023,6,Esel,,13.0,13.0
2023,6,Hofische Rasse,,,
2023,6,Iberer,,6.0,6.0
2023,6,Kaltblut,,29.0,29.0
2023,6,Maultier-Maulesel,,,
2023,6,Ponys und Kleinpferde,,69.0,69.0
2023,6,Vollblut,,6.0,6.0
2023,6,Warmblut,,95.0,95.0
2023,6,Wildequiden,,,
2023,7,Esel,,7.0,7.0
2023,7,Hofische Rasse,,,
2023,7,Iberer,,8.0,8.0
2023,7,Kaltblut,,25.0,25.0
2023,7,Maultier-Maulesel,,,
2023,7,Ponys und Kleinpferde,,48.0,48.0
2023,7,Vollblut,,7.0,7.0
2023,7,Warmblut,,75.0,75.0
2023,7,Wildequiden,,,
