year,month,breed,n_animals
2016,4,Islandpferd,4070.0
2016,5,Islandpferd,4105.0
2016,6,Islandpferd,4137.0
2016,7,Islandpferd,4133.0
2016,8,Islandpferd,4129.0
2016,9,Islandpferd,4111.0
2016,10,Islandpferd,4165.0
2016,11,Islandpferd,4165.0
2016,12,Islandpferd,4151.0
2017,1,Islandpferd,4196.0
2017,2,Islandpferd,4210.0
2017,3,Islandpferd,4261.0
2017,4,Islandpferd,4277.0
2017,5,Islandpferd,4306.0
2017,6,Islandpferd,4339.0
2017,7,Islandpferd,4349.0
2017,8,Islandpferd,4353.0
2017,9,Islandpferd,4356.0
2017,10,Islandpferd,4394.0
2017,11,Islandpferd,4394.0
2017,12,Islandpferd,4381.0
2018,1,Islandpferd,4414.0
2018,2,Islandpferd,4423.0
2018,3,Islandpferd,4443.0
2018,4,Islandpferd,4450.0
2018,5,Islandpferd,4479.0
2018,6,Islandpferd,4507.0
2018,7,Islandpferd,4508.0
2018,8,Islandpferd,4506.0
2018,9,Islandpferd,4501.0
2018,10,Islandpferd,4523.0
2018,11,Islandpferd,4503.0
2018,12,Islandpferd,4501.0
2019,1,Islandpferd,4559.0
2019,2,Islandpferd,4564.0
2019,3,Islandpferd,4566.0
2019,4,Islandpferd,4581.0
2019,5,Islandpferd,4592.0
2019,6,Islandpferd,4598.0
2019,7,Islandpferd,4586.0
2019,8,Islandpferd,4589.0
2019,9,Islandpferd,4588.0
2019,10,Islandpferd,4605.0
2019,11,Islandpferd,4596.0
2019,12,Islandpferd,4576.0
2020,1,Islandpferd,4594.0
2020,2,Islandpferd,4596.0
2020,3,Islandpferd,4626.0
2020,4,Islandpferd,4624.0
2020,5,Islandpferd,4647.0
2020,6,Islandpferd,4666.0
2020,7,Islandpferd,4668.0
2020,8,Islandpferd,4694.0
2020,9,Islandpferd,4692.0
2020,10,Islandpferd,4710.0
2020,11,Islandpferd,4700.0
2020,12,Islandpferd,4688.0
2021,1,Islandpferd,4706.0
2021,2,Islandpferd,4714.0
2021,3,Islandpferd,4733.0
2021,4,Islandpferd,4738.0
2021,5,Islandpferd,4760.0
2021,6,Islandpferd,4797.0
2021,7,Islandpferd,4803.0
2021,8,Islandpferd,4799.0
2021,9,Islandpferd,4790.0
2021,10,Islandpferd,4830.0
2021,11,Islandpferd,4821.0
2021,12,Islandpferd,4808.0
2022,1,Islandpferd,4825.0
2022,2,Islandpferd,4846.0
2022,3,Islandpferd,4853.0
2022,4,Islandpferd,4865.0
2022,5,Islandpferd,4883.0
2022,6,Islandpferd,4905.0
2022,7,Islandpferd,4924.0
2022,8,Islandpferd,4923.0
2022,9,Islandpferd,4914.0
