year,month,ad,ae,af,ag,ai,al,am,an,ao,ar,as,at,au,aw,ax,az,ba,bb,bd,be,bf,bg,bh,bi,bj,bl,bm,bn,bo,br,bs,bt,bw,by,ca,cd,cf,cg,ci,ck,cl,cm,cn,co,cr,cu,cv,cy,cz,de,dk,dm,do,dz,ec,ee,eg,eh,es,et,fi,fj,fk,fr,gb,gd,ge,gf,gh,gi,gl,gm,gp,gq,gr,gt,hk,hn,hr,ht,hu,id,ie,il,im,in,iq,ir,is,it,je,jm,jo,jp,ke,kg,kh,kn,ko,kp,kr,kw,ky,kz,la,lb,lc,li,lk,lt,lu,lv,ma,mc,md,me,mf,mg,mk,ml,mm,mn,mo,mq,mt,mu,mw,mx,my,mz,na,nc,ne,ng,ni,nl,no,np,nz,om,pa,pe,pf,ph,pk,pl,pr,pt,py,qa,re,ro,rs,ru,rw,sa,sb,sc,sd,se,sg,si,sk,sl,sm,sn,so,sv,sy,sz,tg,th,tj,tl,tm,tn,tr,tt,tw,tz,ua,ug,us,uy,uz,va,vc,ve,vg,vi,vn,ye,za,zm,zw
2018,7,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,56,,0.0,0.0,0.0,19.0,0.0,0.0,16.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,23,463,,0.0,,0.0,,0.0,0.0,0.0,188,,6.0,0.0,0.0,361,33,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,,0.0,16.0,0.0,109,0.0,12.0,,0.0,,0.0,,,321,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,,,0.0,,0.0,27,,104,0.0,,,77,9.0,29.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,11.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,6.0,0.0,,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
2018,8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,40,,0.0,0.0,0.0,33.0,0.0,0.0,24.0,,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,35,515,7.0,,,0.0,0.0,0.0,,0.0,207,0.0,,0.0,0.0,358,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,,0.0,35.0,0.0,142,0.0,,,0.0,0.0,0.0,0.0,,428,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,,0.0,0.0,,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,,0.0,,0.0,0.0,,0.0,5.0,0.0,30,,339,0.0,0.0,0.0,144,24.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,,5.0,53,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,0.0,0.0,,,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,9,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,45,,0.0,0.0,0.0,19.0,0.0,0.0,14.0,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,23,471,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0.0,7.0,0.0,0.0,352,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,,0.0,14.0,0.0,140,,7.0,,0.0,,0.0,0.0,0.0,379,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,32,,180,0.0,0.0,0.0,125,17.0,28.0,0.0,0.0,0.0,0.0,0.0,,,8.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2018,10,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40,0.0,0.0,0.0,0.0,18.0,0.0,0.0,25.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,18,481,,0.0,,0.0,,0.0,,0.0,256,0.0,,0.0,0.0,353,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,0.0,0.0,20.0,0.0,87,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,44,0.0,122,0.0,,,159,14.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,,10.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,8.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2018,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,32.0,0.0,0.0,10.0,0.0,79,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,,0.0,,0.0,,17,387,,0.0,,0.0,0.0,0.0,0.0,0.0,168,0.0,6.0,0.0,0.0,373,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,,,0.0,16.0,0.0,124,0.0,,,0.0,,0.0,0.0,0.0,332,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20,0.0,125,0.0,,0.0,155,12.0,28.0,0.0,0.0,0.0,0.0,0.0,5.0,,,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,5.0,0.0,17.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43,,0.0,0.0,0.0,28.0,0.0,0.0,8.0,0.0,48,0.0,0.0,0.0,,,0.0,0.0,12.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,16,496,,0.0,0.0,0.0,0.0,,0.0,0.0,180,0.0,,0.0,0.0,395,14,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,30.0,0.0,0.0,0.0,10.0,0.0,138,,,0.0,0.0,,0.0,0.0,0.0,315,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,35,0.0,167,0.0,,,112,18.0,35.0,0.0,0.0,0.0,0.0,0.0,9.0,,5.0,61,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,,29.0,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0
2019,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,,0.0,0.0,0.0,44.0,0.0,0.0,20.0,,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,22,524,,0.0,0.0,0.0,,0.0,0.0,0.0,211,0.0,,0.0,0.0,453,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,,,22.0,,168,,5.0,,0.0,0.0,0.0,0.0,0.0,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,5.0,,0.0,,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,0.0,0.0,0.0,,6.0,0.0,0.0,,49,0.0,249,0.0,0.0,0.0,138,26.0,43.0,0.0,0.0,0.0,0.0,0.0,5.0,,9.0,69,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,,12.0,0.0,,0.0,,0.0,37.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,43,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,,0.0,,5.0,8,410,,0.0,0.0,0.0,,,,0.0,225,0.0,,0.0,0.0,369,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,0.0,138,,,,0.0,,0.0,0.0,0.0,288,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,31,0.0,108,0.0,0.0,,115,9.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019,3,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,45,,0.0,0.0,0.0,25.0,0.0,0.0,29.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,11,508,,0.0,0.0,0.0,0.0,0.0,,0.0,185,0.0,,0.0,0.0,354,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,,0.0,0.0,20.0,0.0,114,0.0,,,0.0,0.0,0.0,0.0,0.0,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,31,,118,0.0,0.0,0.0,151,11.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,,6.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,7.0,0.0,,0.0,,0.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,36,,0.0,0.0,,18.0,0.0,0.0,11.0,0.0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,20,484,,,,0.0,,,,,176,0.0,,0.0,0.0,398,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,14.0,0.0,176,0.0,,,0.0,0.0,0.0,,0.0,311,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.0,124,0.0,0.0,0.0,91,18.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,60,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,10.0,0.0,,0.0,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0
2019,5,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,46,,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,37,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,14,456,,0.0,,0.0,0.0,,0.0,0.0,156,0.0,,0.0,0.0,357,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.0,0.0,0.0,0.0,21.0,0.0,97,0.0,,0.0,0.0,,0.0,0.0,,361,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,23,,105,0.0,0.0,0.0,106,13.0,26.0,0.0,,0.0,,0.0,10.0,,6.0,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,9.0,0.0,,0.0,,0.0,34.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2019,6,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,46,11.0,0.0,0.0,0.0,22.0,0.0,0.0,17.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,23,443,,0.0,,0.0,0.0,,0.0,0.0,222,0.0,,0.0,0.0,368,22,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,,0.0,12.0,0.0,134,,,0.0,0.0,,0.0,0.0,0.0,327,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,,0.0,,0.0,0.0,0.0,,,0.0,38,0.0,119,0.0,0.0,0.0,92,7.0,15.0,0.0,0.0,0.0,0.0,,,,6.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
2019,7,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,,58,,0.0,0.0,0.0,10.0,0.0,,20.0,0.0,14,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,25,511,,0.0,,0.0,0.0,0.0,,0.0,210,,5.0,0.0,0.0,408,22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,27.0,,,0.0,15.0,0.0,89,,,,0.0,,0.0,0.0,,278,,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,0.0,0.0,,,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,135,0.0,0.0,0.0,69,8.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,,11.0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,,0.0,43.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0
2019,8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,58,,0.0,0.0,0.0,23.0,0.0,0.0,21.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,0.0,0.0,,13.0,0.0,0.0,0.0,,0.0,,0.0,6.0,,,,0.0,,28,534,,0.0,,0.0,0.0,,,0.0,194,,6.0,0.0,0.0,420,33,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,0.0,0.0,0.0,36.0,0.0,167,0.0,,,0.0,0.0,0.0,0.0,0.0,421,0.0,,,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,6.0,,0.0,0.0,0.0,,,0.0,16.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,44,0.0,354,0.0,0.0,0.0,103,20.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,9.0,76,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,,51.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,13.0,0.0,0.0
2019,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38,,0.0,0.0,0.0,14.0,0.0,0.0,15.0,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,23,448,,0.0,0.0,0.0,,0.0,,0.0,192,,,0.0,0.0,365,29,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,46.0,0.0,0.0,0.0,32.0,0.0,118,,5.0,,0.0,,0.0,0.0,0.0,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,,0.0,,,0.0,5.0,0.0,0.0,0.0,25,0.0,151,0.0,0.0,0.0,99,20.0,25.0,0.0,,0.0,0.0,0.0,9.0,,5.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0
2019,10,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,41,,0.0,0.0,0.0,15.0,0.0,0.0,19.0,0.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21,444,7.0,0.0,5.0,0.0,0.0,,0.0,0.0,179,,,0.0,0.0,400,36,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,18.0,0.0,148,,,0.0,0.0,,0.0,,0.0,380,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,35,0.0,142,0.0,0.0,,142,14.0,31.0,0.0,,0.0,0.0,0.0,13.0,0.0,9.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,5.0,0.0,30.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0
2019,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,34,,0.0,,0.0,22.0,0.0,0.0,8.0,0.0,63,,0.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,18,497,,0.0,,0.0,0.0,0.0,,0.0,190,0.0,,0.0,0.0,410,18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,40.0,0.0,0.0,0.0,13.0,0.0,139,,,,0.0,0.0,0.0,,0.0,330,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,12.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,29,,127,0.0,0.0,0.0,159,9.0,21.0,0.0,,0.0,0.0,0.0,,0.0,,87,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0
2019,12,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,39,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,21,555,,0.0,0.0,0.0,0.0,0.0,,0.0,167,0.0,,0.0,0.0,345,29,0.0,,0.0,,0.0,0.0,0.0,,0.0,47.0,0.0,0.0,0.0,12.0,0.0,128,0.0,6.0,,0.0,,0.0,0.0,0.0,369,0.0,,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30,0.0,130,0.0,0.0,0.0,162,10.0,25.0,,0.0,0.0,0.0,0.0,10.0,5.0,5.0,88,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2020,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,52,,0.0,0.0,0.0,33.0,0.0,0.0,24.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,21,511,,0.0,,0.0,0.0,0.0,,0.0,186,0.0,,0.0,0.0,420,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,28.0,0.0,167,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,440,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,275,0.0,0.0,0.0,132,21.0,35.0,0.0,,0.0,0.0,0.0,8.0,,9.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,,0.0,29.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,
2020,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,42,,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,,0.0,0.0,0.0,34,483,,0.0,0.0,0.0,0.0,,0.0,0.0,223,0.0,,0.0,0.0,351,11,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,,0.0,15.0,0.0,99,,,0.0,0.0,0.0,0.0,0.0,,349,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,6.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,19,0.0,124,0.0,0.0,,106,17.0,46.0,0.0,0.0,0.0,,0.0,5.0,,11.0,76,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,0.0,0.0,,0.0,23.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0
