year,month,abyssiniane,aegean_cat,american_bobtail_shorthair,american_curl_longhair,american_curl_shorthair,american_shorthair,american_wirehair,angora,arabian_mau,asian_shorthair,balinese,bengal,bengal_longhair,bombay,brazilian_shorthair,british_longhair_highlander,british_shorthair,burma,burmilla,california_spangled,celestial_british_shorthair,chartreux,chausie,colourpoint_shorthair,cornish_rex,cornish_rex_longhair,crossbred,devon_rex,domestic_longhair,domestic_mediumhair,domestic_shorthair,don_sphynx,eur_europe,egyptian_mau,elfcat,european,european_longhair,european_shorthair,exotic_shorthair,german_rex,havana_brown,japanese_bobtail,karelian_bobtail,khao_manee,korat,kurilian_bobtail,la_perm_shorthair,lambkin,lykoi,maine_coon,mandalay,manx,mekong_bobtail,minuet,munchkin,nebelung,neva_masquerade,norwegian_forest_cat,ocicat,ojos_azules,oriental_longhair,oriental_shorthair,persian,peterbald,pixiebob,ragamuffin,ragdoll,russian_blue,sacred_birman,savannah,scottish_fold_highland_fold,scottish_straight,selkirk_rex,serengeti,siamese,siberian,singapura,snowshoe,sokoke,somali,sphynx,thai,thai_siam,tonkinese_shorthair,toyger,turkish_angora,turkish_vankedisi,ukrainian_levkoy,unknown
2019,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
2019,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,20.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,58,,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,,0.0,,13.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,67,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,0.0,7.0,0.0,,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0
2019,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0
2019,10,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70,,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,6.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0
2019,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,0.0,,0.0,87,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2019,12,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,1,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,5.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,,0.0,80,,46,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2020,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,15.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,39,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,37,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2020,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,13.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,47,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,78,,13,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,7.0,,,5.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020,7,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,28.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,15.0,,,0.0,0.0,0.0,0.0,0.0,0.0,94,0.0,20,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,0.0,,,6.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,,0.0,
2020,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,105,,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,
2020,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,0.0,0.0,0.0,0.0,0.0,0.0,125,,33,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,6.0,0.0,,,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0
2020,10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,0.0,,21.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,,0.0,109,,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,6.0,,7.0,0.0,,0.0,,0.0,7.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,120,,38,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.0,0.0,,0.0,,0.0,,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,0.0,0.0,0.0,88,0.0,21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,5.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,1,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,,0.0,0.0,0.0,0.0,101,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,12.0,,,,,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,0.0,,0.0,0.0,,0.0,88,,19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,,,,5.0,,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0
2021,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,,18.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,26,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,,0.0,,8.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0
2021,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,,0.0,0.0,61,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,,0.0,0.0,
2021,5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,,0.0,,0.0,0.0,68,,19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,,0.0,0.0,21.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,,0.0,0.0,96,,18,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,8.0,6.0,0.0,,0.0,,0.0,,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2021,7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,,0.0,,26.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,,0.0,0.0,,0.0,0.0,0.0,0.0,89,,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,26.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,14.0,,0.0,0.0,,0.0,,0.0,0.0,105,,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.0,0.0,,,,0.0,,7.0,,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2021,9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,30.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,0.0,,0.0,124,,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,7.0,13.0,,,0.0,,0.0,0.0,,,,0.0,,,8.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
2021,10,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,21.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,114,0.0,33,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,0.0,,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,11.0,10.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,,21.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,,58,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,6.0,7.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
2021,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,26.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,83,,22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.0,,,,,0.0,0.0,,6.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,22.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,80,,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,8.0,6.0,,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0
2022,2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,,7.0,39.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,,0.0,,,0.0,7.0,0.0,0.0,173,,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,,,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,19.0,9.0,5.0,,5.0,,0.0,0.0,9.0,14.0,,0.0,0.0,0.0,8.0,,0.0,0.0,,,,0.0,21.0
2022,3,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,47.0,0.0,0.0,,8.0,65.0,5.0,0.0,0.0,0.0,,0.0,0.0,,0.0,35.0,5.0,0.0,,8.0,0.0,28.0,,0.0,260,7.0,83,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,,0.0,0.0,0.0,,6.0,0.0,0.0,,10.0,12.0,0.0,0.0,0.0,13.0,7.0,15.0,0.0,17.0,,0.0,0.0,8.0,20.0,,0.0,,,21.0,0.0,,0.0,0.0,,,0.0,37.0
2022,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,0.0,0.0,,,46.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,23.0,,,0.0,,0.0,0.0,,0.0,192,10.0,104,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,6.0,,5.0,,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,18.0,10.0,,,11.0,,0.0,,12.0,10.0,0.0,,0.0,0.0,12.0,,0.0,,,0.0,0.0,0.0,
2022,5,12.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,57.0,0.0,,,,95.0,7.0,,0.0,0.0,,0.0,0.0,,0.0,39.0,5.0,0.0,0.0,,0.0,,7.0,,403,18.0,217,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,69.0,0.0,0.0,0.0,0.0,0.0,,12.0,13.0,0.0,0.0,0.0,12.0,17.0,,0.0,0.0,17.0,35.0,9.0,,24.0,6.0,,0.0,23.0,18.0,0.0,0.0,0.0,,27.0,,0.0,0.0,,,,0.0,5.0
2022,6,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,46.0,0.0,0.0,0.0,,65.0,5.0,,0.0,0.0,5.0,,0.0,,0.0,31.0,6.0,0.0,,,0.0,0.0,0.0,0.0,223,11.0,104,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,11.0,0.0,0.0,0.0,14.0,27.0,17.0,,16.0,6.0,,0.0,15.0,16.0,0.0,,0.0,,18.0,,0.0,0.0,,,0.0,0.0,
2022,7,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,,5.0,57.0,,,0.0,0.0,,0.0,0.0,0.0,,16.0,,0.0,0.0,,,0.0,0.0,0.0,208,8.0,87,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,6.0,,0.0,0.0,12.0,15.0,9.0,5.0,14.0,,,0.0,13.0,20.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,,0.0,,,12.0
2022,8,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,38.0,0.0,0.0,,5.0,62.0,,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,41.0,,,0.0,,,,5.0,,277,5.0,105,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,60.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,25.0,17.0,12.0,5.0,5.0,,,0.0,8.0,16.0,,0.0,0.0,,15.0,0.0,0.0,0.0,,,0.0,0.0,17.0
2022,9,5.0,0.0,,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,34.0,0.0,0.0,0.0,7.0,65.0,6.0,0.0,0.0,0.0,,0.0,0.0,,0.0,37.0,13.0,0.0,0.0,5.0,0.0,,0.0,,333,7.0,157,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,63.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,16.0,19.0,17.0,,11.0,5.0,,0.0,17.0,27.0,,0.0,0.0,,26.0,,0.0,,,0.0,0.0,0.0,38.0
2022,10,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,,6.0,74.0,,,0.0,,,0.0,0.0,0.0,0.0,26.0,,0.0,,6.0,,8.0,,,254,7.0,133,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,,,18.0,,0.0,0.0,5.0,14.0,0.0,0.0,0.0,20.0,21.0,15.0,,12.0,,,0.0,13.0,20.0,,0.0,0.0,,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,55.0
2022,11,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25.0,0.0,,0.0,10.0,62.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,31.0,,0.0,0.0,12.0,,17.0,,,262,12.0,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,54.0,0.0,,0.0,0.0,,,,10.0,0.0,0.0,,,14.0,0.0,0.0,0.0,24.0,24.0,22.0,,9.0,,,0.0,14.0,27.0,,0.0,0.0,0.0,16.0,0.0,,,0.0,,0.0,0.0,60.0
2022,12,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,16.0,0.0,0.0,,11.0,65.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,9.0,,0.0,7.0,0.0,10.0,,0.0,230,16.0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,,0.0,,7.0,0.0,0.0,0.0,,11.0,0.0,0.0,0.0,12.0,17.0,15.0,,8.0,5.0,0.0,0.0,7.0,21.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,,,0.0,0.0,45.0
2023,1,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,30.0,0.0,,0.0,9.0,61.0,,0.0,0.0,,,0.0,0.0,,0.0,26.0,7.0,0.0,,5.0,0.0,7.0,0.0,0.0,221,11.0,121,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,,0.0,8.0,,,0.0,0.0,,,,,0.0,16.0,10.0,8.0,0.0,14.0,11.0,,0.0,10.0,21.0,,0.0,0.0,0.0,21.0,0.0,,,0.0,,0.0,0.0,62.0
